ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err,im_expnum
30,4011,816,3,56341.289265,30.915,-678.45,10.71,1.91,9,9,-1.455e-05,2.296e-07,,,ec0915.130218.178885_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,3,z,TEMPLATE,t,0.8508,1.259,0.057,4.678,22.854,3300.0,-14.549999999999999,0.2296,178885
30,4011,816,3,56341.291336,30.915,-668.33,10.38,1.22,9,9,-1.433e-05,2.227e-07,,,ec0915.130218.178886_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,4,z,TEMPLATE,t,0.8473,1.266,0.073,4.273,22.895,3347.0,-14.33,0.2227,178886
30,4011,816,3,56360.209714,30.915,-654.26,12.51,0.78,9,9,-1.403e-05,2.682e-07,,,ec0915.130309.184932_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,7,z,TEMPLATE,t,0.5299,1.501,0.167,2.985,23.119,1727.0,-14.03,0.2682,184932
30,4011,816,3,56418.977034,30.915,,,,0,0,,,,,ec0915.130506.204629_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,14,z,TEMPLATE,t,1.148,1.415,0.136,4.154,22.944,6628.0,,,204629
30,4011,816,3,56487.988309,30.915,-633.09,9.9,1.72,9,9,-1.358e-05,2.124e-07,,,ec0915.130714.218757_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,16,z,TEMPLATE,t,1.1066,1.401,0.139,4.132,22.883,6364.0,-13.58,0.2124,218757
30,4011,816,3,56488.988287,30.915,-651.21,10.43,0.85,9,9,-1.397e-05,2.237e-07,,,ec0915.130715.219201_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,18,z,TEMPLATE,t,1.1771,1.424,0.157,3.539,23.022,6998.0,-13.97,0.2237,219201
30,4011,816,3,56489.013217,30.915,-656.81,10.45,0.88,9,9,-1.409e-05,2.241e-07,,,ec0915.130716.219213_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,20,z,TEMPLATE,t,1.1635,1.349,0.109,3.653,23.001,6723.0,-14.09,0.2241,219213
30,4011,816,3,56612.306942,30.915,-672.41,11.01,0.81,9,9,-1.442e-05,2.361e-07,,,ec0915.131116.254783_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,23,z,TEMPLATE,t,1.1224,1.313,0.078,4.868,22.731,6461.0,-14.42,0.2361,254783
30,4011,816,3,56668.211483,30.915,-645.43,7.87,2.79,9,9,-1.384e-05,1.688e-07,,,ec0915.140111.273124_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,25,z,TEMPLATE,t,1.172,1.495,0.158,3.611,23.257,4304.0,-13.84,0.1688,273124
30,4011,816,3,56668.219813,30.915,-608.54,8.61,3.03,9,9,-1.305e-05,1.847e-07,,,ec0915.140111.273128_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,27,z,TEMPLATE,t,1.1786,1.44,0.115,4.442,23.028,4385.0,-13.05,0.1847,273128
30,4011,816,3,56713.197028,30.915,-664.13,9.74,1.79,9,9,-1.424e-05,2.089e-07,,,ec0915.140225.288123_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,45,z,TEMPLATE,t,1.1672,1.419,0.125,3.898,23.153,5178.0,-14.239999999999998,0.2089,288123
30,4011,816,3,56764.149481,30.915,-616.81,11.5,4.06,9,9,-1.323e-05,2.466e-07,,,ec0915.140417.301623_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,48,z,TEMPLATE,t,1.0992,1.466,0.159,3.443,23.118,5856.0,-13.23,0.24659999999999999,301623
30,4011,816,3,56764.153625,30.915,-606.65,11.12,1.76,9,9,-1.301e-05,2.384e-07,,,ec0915.140417.301625_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,50,z,TEMPLATE,t,1.0967,1.435,0.125,3.415,23.19,5889.0,-13.010000000000002,0.2384,301625
30,4011,816,3,56814.091425,30.915,-613.68,9.46,1.99,9,9,-1.316e-05,2.03e-07,,,ec0915.140606.320269_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,52,z,TEMPLATE,t,1.1459,1.413,0.09,5.263,22.754,5333.0,-13.16,0.203,320269
