# SDSS (AB)                                                       
#  filters spectra  num Av  num Rv version
#        5     902      13       1       2
# lgTef  logg  Fe_H a_Fe   Av   Rv               SDSS_u               SDSS_g               SDSS_r               SDSS_i               SDSS_z
3.47317  5.50  0.00  0.0 0.15 3.10              -7.2608              -4.3362              -2.7061              -0.7925               0.2427
3.47317  6.00  0.00  0.0 0.15 3.10              -5.8083              -3.0752              -1.3348              -0.4433               0.1445
3.47317  6.50  0.00  0.0 0.15 3.10              -4.9416              -1.5220               0.1015               0.5581               0.8116
3.47317  7.00  0.00  0.0 0.15 3.10              -4.7732              -1.4027               0.1965               0.5875               0.8017
3.47317  7.50  0.00  0.0 0.15 3.10              -4.6340              -1.2983               0.2838               0.6040               0.7808
3.47317  8.00  0.00  0.0 0.15 3.10              -4.4955              -1.1957               0.3696               0.6122               0.7541
3.47317  8.50  0.00  0.0 0.15 3.10              -4.3472              -1.0896               0.4549               0.6151               0.7271
3.47317  9.00  0.00  0.0 0.15 3.10              -4.1799              -0.9759               0.5371               0.6167               0.7073
3.47317  9.50  0.00  0.0 0.15 3.10              -3.9839              -0.8550               0.6012               0.6241               0.7058
3.51880 -1.00  0.00  0.0 0.15 3.10              -8.4459              -4.4314              -2.8682              -1.0402              -0.0972
3.51880 -0.50  0.00  0.0 0.15 3.10              -8.0882              -4.4472              -2.9797              -1.1104              -0.1272
3.51880  0.00  0.00  0.0 0.15 3.10              -7.7200              -4.4432              -3.0477              -1.1563              -0.1425
3.51880  0.50  0.00  0.0 0.15 3.10              -7.3427              -4.4030              -3.0709              -1.1698              -0.1383
3.51880  1.00  0.00  0.0 0.15 3.10              -6.9668              -4.3233              -3.0552              -1.1506              -0.1145
3.51880  1.50  0.00  0.0 0.15 3.10              -6.6048              -4.1999              -2.9993              -1.0962              -0.0691
3.51880  2.00  0.00  0.0 0.15 3.10              -6.2671              -4.0365              -2.9010              -1.0096              -0.0042
3.51880  2.50  0.00  0.0 0.15 3.10              -5.9666              -3.8587              -2.7735              -0.9059               0.0712
3.51880  3.00  0.00  0.0 0.15 3.10              -5.7076              -3.6449              -2.5878              -0.7695               0.1619
3.51880  3.50  0.00  0.0 0.15 3.10              -5.5327              -3.4007              -2.2949              -0.6125               0.2451
3.51880  4.00  0.00  0.0 0.15 3.10              -5.4474              -3.2097              -2.0142              -0.4882               0.3014
3.51880  4.50  0.00  0.0 0.15 3.10              -5.4751              -3.1176              -1.8335              -0.4177               0.3281
3.51880  5.00  0.00  0.0 0.15 3.10              -5.5929              -3.0839              -1.7007              -0.3711               0.3438
3.51880  5.50  0.00  0.0 0.15 3.10              -5.8793              -3.1784              -1.6937              -0.3678               0.3507
3.51880  6.00  0.00  0.0 0.15 3.10              -4.8380              -2.4641              -0.9579              -0.2081               0.2709
3.51880  6.50  0.00  0.0 0.15 3.10              -4.6968              -1.5834              -0.0932               0.4387               0.7427
3.51880  7.00  0.00  0.0 0.15 3.10              -4.5769              -1.4851              -0.0070               0.4894               0.7626
3.51880  7.50  0.00  0.0 0.15 3.10              -4.4734              -1.3955               0.0750               0.5315               0.7718
3.51880  8.00  0.00  0.0 0.15 3.10              -4.3682              -1.3065               0.1574               0.5679               0.7729
3.51880  8.50  0.00  0.0 0.15 3.10              -4.2553              -1.2149               0.2417               0.5985               0.7673
3.51880  9.00  0.00  0.0 0.15 3.10              -4.1265              -1.1162               0.3276               0.6237               0.7582
3.51880  9.50  0.00  0.0 0.15 3.10              -3.9695              -1.0050               0.4129               0.6469               0.7536
3.56840 -1.00  0.00  0.0 0.15 3.10              -7.6672              -2.7466              -0.9606              -0.2174               0.2149
3.56840 -0.50  0.00  0.0 0.15 3.10              -7.3029              -2.6694              -0.9880              -0.2374               0.1996
3.56840  0.00  0.00  0.0 0.15 3.10              -6.9529              -2.6201              -1.0285              -0.2564               0.1898
3.56840  0.50  0.00  0.0 0.15 3.10              -6.6242              -2.5934              -1.0793              -0.2747               0.1844
3.56840  1.00  0.00  0.0 0.15 3.10              -6.3215              -2.5825              -1.1375              -0.2921               0.1830
3.56840  1.50  0.00  0.0 0.15 3.10              -6.0474              -2.5818              -1.1996              -0.3080               0.1849
3.56840  2.00  0.00  0.0 0.15 3.10              -5.8020              -2.5835              -1.2586              -0.3194               0.1914
3.56840  2.50  0.00  0.0 0.15 3.10              -5.5857              -2.5821              -1.3076              -0.3235               0.2036
3.56840  3.00  0.00  0.0 0.15 3.10              -5.3982              -2.5731              -1.3384              -0.3160               0.2240
3.56840  3.50  0.00  0.0 0.15 3.10              -5.2248              -2.5327              -1.3114              -0.2799               0.2607
3.56840  4.00  0.00  0.0 0.15 3.10              -5.0588              -2.4493              -1.1972              -0.2134               0.3065
3.56840  4.50  0.00  0.0 0.15 3.10              -4.9355              -2.3749              -1.0753              -0.1557               0.3383
3.56840  5.00  0.00  0.0 0.15 3.10              -4.8661              -2.3226              -0.9828              -0.1102               0.3650
3.56840  5.50  0.00  0.0 0.15 3.10              -4.8935              -2.3237              -0.9341              -0.0882               0.3776
3.56840  6.00  0.00  0.0 0.15 3.10              -3.9258              -1.9041              -0.6314              -0.0209               0.3517
3.56840  6.50  0.00  0.0 0.15 3.10              -4.2699              -1.5531              -0.2399               0.2747               0.5871
3.56840  7.00  0.00  0.0 0.15 3.10              -4.2239              -1.4897              -0.1751               0.3239               0.6194
3.56840  7.50  0.00  0.0 0.15 3.10              -4.1602              -1.4166              -0.1023               0.3781               0.6537
3.56840  8.00  0.00  0.0 0.15 3.10              -4.0958              -1.3453              -0.0295               0.4297               0.6823
3.56840  8.50  0.00  0.0 0.15 3.10              -4.0314              -1.2760               0.0430               0.4773               0.7032
3.56840  9.00  0.00  0.0 0.15 3.10              -3.9534              -1.1988               0.1223               0.5264               0.7220
3.56840  9.50  0.00  0.0 0.15 3.10              -3.8454              -1.1091               0.2069               0.5730               0.7352
3.62208 -1.00  0.00  0.0 0.15 3.10              -5.9506              -1.8507              -0.3697               0.0880               0.3382
3.62208 -0.50  0.00  0.0 0.15 3.10              -5.7013              -1.7690              -0.3685               0.0698               0.3202
3.62208  0.00  0.00  0.0 0.15 3.10              -5.4359              -1.7081              -0.3733               0.0549               0.3063
3.62208  0.50  0.00  0.0 0.15 3.10              -5.1803              -1.6665              -0.3825               0.0426               0.2954
3.62208  1.00  0.00  0.0 0.15 3.10              -4.9491              -1.6398              -0.3935               0.0329               0.2874
3.62208  1.50  0.00  0.0 0.15 3.10              -4.7494              -1.6243              -0.4051               0.0256               0.2822
3.62208  2.00  0.00  0.0 0.15 3.10              -4.5899              -1.6195              -0.4180               0.0191               0.2783
3.62208  2.50  0.00  0.0 0.15 3.10              -4.4713              -1.6228              -0.4313               0.0140               0.2763
3.62208  3.00  0.00  0.0 0.15 3.10              -4.3915              -1.6322              -0.4444               0.0111               0.2770
3.62208  3.50  0.00  0.0 0.15 3.10              -4.3453              -1.6471              -0.4567               0.0112               0.2809
3.62208  4.00  0.00  0.0 0.15 3.10              -4.3199              -1.6650              -0.4632               0.0178               0.2910
3.62208  4.50  0.00  0.0 0.15 3.10              -4.2863              -1.6805              -0.4561               0.0349               0.3093
3.62208  5.00  0.00  0.0 0.15 3.10              -4.2263              -1.6832              -0.4394               0.0603               0.3348
3.62208  5.50  0.00  0.0 0.15 3.10              -3.1014              -1.4174              -0.3726               0.1040               0.3755
3.62208  6.00  0.00  0.0 0.15 3.10              -3.1014              -1.4174              -0.3726               0.1040               0.3755
3.62208  6.50  0.00  0.0 0.15 3.10              -3.5520              -1.3443              -0.2655               0.1672               0.4309
3.62208  7.00  0.00  0.0 0.15 3.10              -3.5745              -1.3223              -0.2326               0.1950               0.4528
3.62208  7.50  0.00  0.0 0.15 3.10              -3.5834              -1.2909              -0.1912               0.2297               0.4796
3.62208  8.00  0.00  0.0 0.15 3.10              -3.5834              -1.2538              -0.1439               0.2688               0.5088
3.62208  8.50  0.00  0.0 0.15 3.10              -3.5735              -1.2114              -0.0910               0.3118               0.5394
3.62208  9.00  0.00  0.0 0.15 3.10              -3.5519              -1.1629              -0.0317               0.3590               0.5708
3.62208  9.50  0.00  0.0 0.15 3.10              -3.5141              -1.1061               0.0352               0.4106               0.6027
3.67993 -1.00  0.00  0.0 0.15 3.10              -2.3858              -1.0197              -0.1936               0.1571               0.3345
3.67993 -0.50  0.00  0.0 0.15 3.10              -4.3448              -1.2333              -0.1744               0.1347               0.2984
3.67993  0.00  0.00  0.0 0.15 3.10              -3.7782              -1.0934              -0.0899               0.2057               0.3419
3.67993  0.50  0.00  0.0 0.15 3.10              -3.6183              -1.0571              -0.0959               0.1902               0.3295
3.67993  1.00  0.00  0.0 0.15 3.10              -3.4619              -1.0297              -0.0990               0.1826               0.3236
3.67993  1.50  0.00  0.0 0.15 3.10              -3.3367              -1.0121              -0.1056               0.1738               0.3172
3.67993  2.00  0.00  0.0 0.15 3.10              -3.2346              -1.0010              -0.1133               0.1658               0.3113
3.67993  2.50  0.00  0.0 0.15 3.10              -3.1531              -0.9936              -0.1200               0.1598               0.3069
3.67993  3.00  0.00  0.0 0.15 3.10              -3.0972              -0.9920              -0.1272               0.1542               0.3025
3.67993  3.50  0.00  0.0 0.15 3.10              -3.0663              -0.9942              -0.1321               0.1510               0.3000
3.67993  4.00  0.00  0.0 0.15 3.10              -3.0631              -1.0004              -0.1340               0.1508               0.2996
3.67993  4.50  0.00  0.0 0.15 3.10              -3.0891              -1.0127              -0.1337               0.1530               0.3011
3.67993  5.00  0.00  0.0 0.15 3.10              -3.1421              -1.0316              -0.1309               0.1582               0.3050
3.67993  5.50  0.00  0.0 0.15 3.10              -2.3858              -1.0197              -0.1936               0.1571               0.3345
3.67993  6.00  0.00  0.0 0.15 3.10              -2.3858              -1.0197              -0.1936               0.1571               0.3345
3.67993  6.50  0.00  0.0 0.15 3.10              -2.5812              -0.9766              -0.1736               0.1428               0.3254
3.67993  7.00  0.00  0.0 0.15 3.10              -2.6525              -0.9823              -0.1643               0.1519               0.3330
3.67993  7.50  0.00  0.0 0.15 3.10              -2.7041              -0.9802              -0.1491               0.1658               0.3446
3.67993  8.00  0.00  0.0 0.15 3.10              -2.7469              -0.9738              -0.1298               0.1831               0.3588
3.67993  8.50  0.00  0.0 0.15 3.10              -2.7901              -0.9658              -0.1073               0.2028               0.3746
3.67993  9.00  0.00  0.0 0.15 3.10              -2.8265              -0.9520              -0.0784               0.2279               0.3941
3.67993  9.50  0.00  0.0 0.15 3.10              -2.8568              -0.9329              -0.0425               0.2589               0.4176
3.74207 -1.00  0.00  0.0 0.15 3.10              -1.7939              -0.7225              -0.1021               0.1327               0.2244
3.74207 -0.50  0.00  0.0 0.15 3.10              -1.7939              -0.7225              -0.1021               0.1327               0.2244
3.74207  0.00  0.00  0.0 0.15 3.10              -2.6102              -0.5819               0.0379               0.2028               0.2692
3.74207  0.50  0.00  0.0 0.15 3.10              -2.5137              -0.5831               0.0275               0.1937               0.2571
3.74207  1.00  0.00  0.0 0.15 3.10              -2.4617              -0.5927               0.0100               0.1748               0.2395
3.74207  1.50  0.00  0.0 0.15 3.10              -2.3691              -0.5925               0.0033               0.1694               0.2331
3.74207  2.00  0.00  0.0 0.15 3.10              -2.2452              -0.5855               0.0040               0.1726               0.2338
3.74207  2.50  0.00  0.0 0.15 3.10              -2.1758              -0.5902              -0.0033               0.1669               0.2286
3.74207  3.00  0.00  0.0 0.15 3.10              -2.1235              -0.5949              -0.0089               0.1625               0.2248
3.74207  3.50  0.00  0.0 0.15 3.10              -2.0871              -0.5990              -0.0121               0.1602               0.2229
3.74207  4.00  0.00  0.0 0.15 3.10              -2.0698              -0.6027              -0.0132               0.1599               0.2226
3.74207  4.50  0.00  0.0 0.15 3.10              -2.0634              -0.6006              -0.0088               0.1642               0.2262
3.74207  5.00  0.00  0.0 0.15 3.10              -2.0904              -0.6059              -0.0068               0.1669               0.2282
3.74207  5.50  0.00  0.0 0.15 3.10              -1.7939              -0.7225              -0.1021               0.1327               0.2244
3.74207  6.00  0.00  0.0 0.15 3.10              -1.7939              -0.7225              -0.1021               0.1327               0.2244
3.74207  6.50  0.00  0.0 0.15 3.10              -1.6408              -0.6669              -0.1265               0.0751               0.1762
3.74207  7.00  0.00  0.0 0.15 3.10              -1.6902              -0.6604              -0.1105               0.0918               0.1912
3.74207  7.50  0.00  0.0 0.15 3.10              -1.7566              -0.6544              -0.0941               0.1080               0.2055
3.74207  8.00  0.00  0.0 0.15 3.10              -1.8274              -0.6507              -0.0786               0.1226               0.2181
3.74207  8.50  0.00  0.0 0.15 3.10              -1.8902              -0.6490              -0.0643               0.1355               0.2292
3.74207  9.00  0.00  0.0 0.15 3.10              -1.9453              -0.6481              -0.0501               0.1479               0.2395
3.74207  9.50  0.00  0.0 0.15 3.10              -1.9987              -0.6470              -0.0346               0.1613               0.2504
3.80860 -1.00  0.00  0.0 0.15 3.10              -1.3350              -0.5322              -0.1017               0.0283               0.0434
3.80860 -0.50  0.00  0.0 0.15 3.10              -1.3350              -0.5322              -0.1017               0.0283               0.0434
3.80860  0.00  0.00  0.0 0.15 3.10              -3.9284              -1.3470              -0.5855              -0.4121              -0.3196
3.80860  0.50  0.00  0.0 0.15 3.10              -1.8154              -0.1933               0.0284               0.0430               0.0762
3.80860  1.00  0.00  0.0 0.15 3.10              -1.8040              -0.2240               0.0316               0.0556               0.0737
3.80860  1.50  0.00  0.0 0.15 3.10              -1.7606              -0.2475               0.0280               0.0617               0.0678
3.80860  2.00  0.00  0.0 0.15 3.10              -1.7079              -0.2702               0.0204               0.0633               0.0603
3.80860  2.50  0.00  0.0 0.15 3.10              -1.6534              -0.2932               0.0105               0.0615               0.0528
3.80860  3.00  0.00  0.0 0.15 3.10              -1.5914              -0.3146               0.0009               0.0596               0.0471
3.80860  3.50  0.00  0.0 0.15 3.10              -1.5345              -0.3345              -0.0082               0.0569               0.0429
3.80860  4.00  0.00  0.0 0.15 3.10              -1.4836              -0.3524              -0.0156               0.0550               0.0406
3.80860  4.50  0.00  0.0 0.15 3.10              -1.4423              -0.3663              -0.0201               0.0548               0.0406
3.80860  5.00  0.00  0.0 0.15 3.10              -1.4138              -0.3764              -0.0212               0.0569               0.0430
3.80860  5.50  0.00  0.0 0.15 3.10              -1.3350              -0.5322              -0.1017               0.0283               0.0434
3.80860  6.00  0.00  0.0 0.15 3.10              -1.3350              -0.5322              -0.1017               0.0283               0.0434
3.80860  6.50  0.00  0.0 0.15 3.10              -1.1779              -0.5107              -0.1747              -0.0761              -0.0490
3.80860  7.00  0.00  0.0 0.15 3.10              -1.1680              -0.5055              -0.1663              -0.0661              -0.0397
3.80860  7.50  0.00  0.0 0.15 3.10              -1.1639              -0.4969              -0.1547              -0.0532              -0.0278
3.80860  8.00  0.00  0.0 0.15 3.10              -1.1695              -0.4851              -0.1391              -0.0365              -0.0127
3.80860  8.50  0.00  0.0 0.15 3.10              -1.1878              -0.4707              -0.1198              -0.0168               0.0051
3.80860  9.00  0.00  0.0 0.15 3.10              -1.2203              -0.4551              -0.0984               0.0040               0.0236
3.80860  9.50  0.00  0.0 0.15 3.10              -1.2643              -0.4411              -0.0769               0.0237               0.0408
3.87961 -1.00  0.00  0.0 0.15 3.10              -1.0132              -0.4518              -0.1934              -0.1563              -0.2086
3.87961 -0.50  0.00  0.0 0.15 3.10              -1.0132              -0.4518              -0.1934              -0.1563              -0.2086
3.87961  0.00  0.00  0.0 0.15 3.10              -1.0132              -0.4518              -0.1934              -0.1563              -0.2086
3.87961  0.50  0.00  0.0 0.15 3.10              -1.6779              -0.2698              -0.1928              -0.2732              -0.2645
3.87961  1.00  0.00  0.0 0.15 3.10              -1.3613              -0.0244              -0.0879              -0.2028              -0.2011
3.87961  1.50  0.00  0.0 0.15 3.10              -1.3996              -0.0263              -0.0865              -0.1946              -0.2080
3.87961  2.00  0.00  0.0 0.15 3.10              -1.4216              -0.0406              -0.0819              -0.1812              -0.2135
3.87961  2.50  0.00  0.0 0.15 3.10              -1.4220              -0.0701              -0.0771              -0.1645              -0.2159
3.87961  3.00  0.00  0.0 0.15 3.10              -1.3994              -0.1111              -0.0737              -0.1480              -0.2161
3.87961  3.50  0.00  0.0 0.15 3.10              -1.3617              -0.1498              -0.0785              -0.1392              -0.2194
3.87961  4.00  0.00  0.0 0.15 3.10              -1.3138              -0.1860              -0.0890              -0.1365              -0.2239
3.87961  4.50  0.00  0.0 0.15 3.10              -1.2650              -0.2243              -0.1055              -0.1409              -0.2308
3.87961  5.00  0.00  0.0 0.15 3.10              -1.2020              -0.2530              -0.1156              -0.1399              -0.2304
3.87961  5.50  0.00  0.0 0.15 3.10              -1.0132              -0.4518              -0.1934              -0.1563              -0.2086
3.87961  6.00  0.00  0.0 0.15 3.10              -1.0132              -0.4518              -0.1934              -0.1563              -0.2086
3.87961  6.50  0.00  0.0 0.15 3.10              -1.0262              -0.4496              -0.2798              -0.2744              -0.3199
3.87961  7.00  0.00  0.0 0.15 3.10              -0.9883              -0.4572              -0.2809              -0.2710              -0.3150
3.87961  7.50  0.00  0.0 0.15 3.10              -0.9547              -0.4603              -0.2809              -0.2675              -0.3106
3.87961  8.00  0.00  0.0 0.15 3.10              -0.9244              -0.4587              -0.2788              -0.2626              -0.3053
3.87961  8.50  0.00  0.0 0.15 3.10              -0.8976              -0.4521              -0.2733              -0.2548              -0.2977
3.87961  9.00  0.00  0.0 0.15 3.10              -0.8753              -0.4395              -0.2626              -0.2420              -0.2858
3.87961  9.50  0.00  0.0 0.15 3.10              -0.8590              -0.4205              -0.2457              -0.2237              -0.2690
3.95520 -1.00  0.00  0.0 0.15 3.10              -0.8291              -0.4809              -0.3754              -0.4193              -0.5300
3.95520 -0.50  0.00  0.0 0.15 3.10              -0.8291              -0.4809              -0.3754              -0.4193              -0.5300
3.95520  0.00  0.00  0.0 0.15 3.10              -0.8291              -0.4809              -0.3754              -0.4193              -0.5300
3.95520  0.50  0.00  0.0 0.15 3.10              -0.8291              -0.4809              -0.3754              -0.4193              -0.5300
3.95520  1.00  0.00  0.0 0.15 3.10              -1.2750              -0.3306              -0.4177              -0.5645              -0.6265
3.95520  1.50  0.00  0.0 0.15 3.10              -1.0987              -0.1849              -0.3310              -0.4972              -0.5741
3.95520  2.00  0.00  0.0 0.15 3.10              -1.1528              -0.1384              -0.3249              -0.5048              -0.5778
3.95520  2.50  0.00  0.0 0.15 3.10              -1.1981              -0.1266              -0.3231              -0.5041              -0.5883
3.95520  3.00  0.00  0.0 0.15 3.10              -1.2358              -0.1289              -0.3191              -0.4963              -0.5974
3.95520  3.50  0.00  0.0 0.15 3.10              -1.2620              -0.1392              -0.3140              -0.4853              -0.6044
3.95520  4.00  0.00  0.0 0.15 3.10              -1.2735              -0.1557              -0.3095              -0.4733              -0.6093
3.95520  4.50  0.00  0.0 0.15 3.10              -1.2669              -0.1819              -0.3082              -0.4618              -0.6117
3.95520  5.00  0.00  0.0 0.15 3.10              -1.2261              -0.2187              -0.3008              -0.4407              -0.6023
3.95520  5.50  0.00  0.0 0.15 3.10              -0.8291              -0.4809              -0.3754              -0.4193              -0.5300
3.95520  6.00  0.00  0.0 0.15 3.10              -0.8291              -0.4809              -0.3754              -0.4193              -0.5300
3.95520  6.50  0.00  0.0 0.15 3.10              -1.0900              -0.4262              -0.4127              -0.5057              -0.6352
3.95520  7.00  0.00  0.0 0.15 3.10              -1.0246              -0.4597              -0.4283              -0.5100              -0.6338
3.95520  7.50  0.00  0.0 0.15 3.10              -0.9678              -0.4855              -0.4410              -0.5133              -0.6317
3.95520  8.00  0.00  0.0 0.15 3.10              -0.9194              -0.5054              -0.4528              -0.5173              -0.6311
3.95520  8.50  0.00  0.0 0.15 3.10              -0.8765              -0.5194              -0.4637              -0.5216              -0.6316
3.95520  9.00  0.00  0.0 0.15 3.10              -0.8364              -0.5265              -0.4718              -0.5241              -0.6315
3.95520  9.50  0.00  0.0 0.15 3.10              -0.7985              -0.5262              -0.4755              -0.5232              -0.6288
4.03546 -1.00  0.00  0.0 0.15 3.10              -0.7988              -0.6304              -0.6546              -0.7660              -0.9252
4.03546 -0.50  0.00  0.0 0.15 3.10              -0.7988              -0.6304              -0.6546              -0.7660              -0.9252
4.03546  0.00  0.00  0.0 0.15 3.10              -0.7988              -0.6304              -0.6546              -0.7660              -0.9252
4.03546  0.50  0.00  0.0 0.15 3.10              -0.7988              -0.6304              -0.6546              -0.7660              -0.9252
4.03546  1.00  0.00  0.0 0.15 3.10              -0.7988              -0.6304              -0.6546              -0.7660              -0.9252
4.03546  1.50  0.00  0.0 0.15 3.10              -1.1963              -0.5990              -0.7682              -0.9523              -1.0819
4.03546  2.00  0.00  0.0 0.15 3.10              -1.0431              -0.4739              -0.6908              -0.8907              -1.0361
4.03546  2.50  0.00  0.0 0.15 3.10              -1.1045              -0.4457              -0.6874              -0.8981              -1.0420
4.03546  3.00  0.00  0.0 0.15 3.10              -1.1621              -0.4384              -0.6915              -0.9070              -1.0559
4.03546  3.50  0.00  0.0 0.15 3.10              -1.2124              -0.4402              -0.6959              -0.9129              -1.0712
4.03546  4.00  0.00  0.0 0.15 3.10              -1.2549              -0.4470              -0.6991              -0.9151              -1.0855
4.03546  4.50  0.00  0.0 0.15 3.10              -1.2875              -0.4570              -0.7002              -0.9133              -1.0972
4.03546  5.00  0.00  0.0 0.15 3.10              -1.3069              -0.4703              -0.6993              -0.9079              -1.1046
4.03546  5.50  0.00  0.0 0.15 3.10              -0.7988              -0.6304              -0.6546              -0.7660              -0.9252
4.03546  6.00  0.00  0.0 0.15 3.10              -0.7988              -0.6304              -0.6546              -0.7660              -0.9252
4.03546  6.50  0.00  0.0 0.15 3.10              -1.3235              -0.5945              -0.7356              -0.9227              -1.1206
4.03546  7.00  0.00  0.0 0.15 3.10              -1.2193              -0.5972              -0.7075              -0.8821              -1.0829
4.03546  7.50  0.00  0.0 0.15 3.10              -1.1271              -0.6123              -0.6961              -0.8561              -1.0532
4.03546  8.00  0.00  0.0 0.15 3.10              -1.0530              -0.6335              -0.6967              -0.8430              -1.0339
4.03546  8.50  0.00  0.0 0.15 3.10              -0.9935              -0.6564              -0.7040              -0.8381              -1.0221
4.03546  9.00  0.00  0.0 0.15 3.10              -0.9479              -0.6815              -0.7192              -0.8417              -1.0189
4.03546  9.50  0.00  0.0 0.15 3.10              -0.9138              -0.7087              -0.7427              -0.8539              -1.0243
4.12049 -1.00  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049 -0.50  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049  0.00  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049  0.50  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049  1.00  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049  1.50  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049  2.00  0.00  0.0 0.15 3.10              -1.1504              -0.9026              -1.1562              -1.3786              -1.5753
4.12049  2.50  0.00  0.0 0.15 3.10              -1.2013              -0.8665              -1.1479              -1.3813              -1.5757
4.12049  3.00  0.00  0.0 0.15 3.10              -1.2467              -0.8572              -1.1494              -1.3872              -1.5843
4.12049  3.50  0.00  0.0 0.15 3.10              -1.2874              -0.8575              -1.1533              -1.3932              -1.5957
4.12049  4.00  0.00  0.0 0.15 3.10              -1.3253              -0.8625              -1.1580              -1.3989              -1.6085
4.12049  4.50  0.00  0.0 0.15 3.10              -1.3617              -0.8708              -1.1633              -1.4043              -1.6220
4.12049  5.00  0.00  0.0 0.15 3.10              -1.3945              -0.8813              -1.1684              -1.4087              -1.6348
4.12049  5.50  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049  6.00  0.00  0.0 0.15 3.10              -0.9018              -0.8849              -1.0190              -1.1870              -1.3866
4.12049  6.50  0.00  0.0 0.15 3.10              -1.5763              -1.0093              -1.2477              -1.4832              -1.7099
4.12049  7.00  0.00  0.0 0.15 3.10              -1.5488              -1.0216              -1.2382              -1.4674              -1.6987
4.12049  7.50  0.00  0.0 0.15 3.10              -1.5041              -1.0342              -1.2251              -1.4463              -1.6806
4.12049  8.00  0.00  0.0 0.15 3.10              -1.4176              -1.0369              -1.1992              -1.4088              -1.6438
4.12049  8.50  0.00  0.0 0.15 3.10              -1.2887              -1.0114              -1.1533              -1.3518              -1.5865
4.12049  9.00  0.00  0.0 0.15 3.10              -1.1877              -0.9973              -1.1235              -1.3100              -1.5413
4.12049  9.50  0.00  0.0 0.15 3.10              -1.1227              -0.9980              -1.1127              -1.2866              -1.5137
4.21038 -1.00  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038 -0.50  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  0.00  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  0.50  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  1.00  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  1.50  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  2.00  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  2.50  0.00  0.0 0.15 3.10              -1.4249              -1.3391              -1.6627              -1.9233              -2.1589
4.21038  3.00  0.00  0.0 0.15 3.10              -1.4903              -1.3400              -1.6772              -1.9416              -2.1770
4.21038  3.50  0.00  0.0 0.15 3.10              -1.5368              -1.3485              -1.6885              -1.9537              -2.1917
4.21038  4.00  0.00  0.0 0.15 3.10              -1.5715              -1.3579              -1.6965              -1.9614              -2.2037
4.21038  4.50  0.00  0.0 0.15 3.10              -1.5981              -1.3668              -1.7018              -1.9662              -2.2137
4.21038  5.00  0.00  0.0 0.15 3.10              -1.6229              -1.3762              -1.7063              -1.9700              -2.2230
4.21038  5.50  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  6.00  0.00  0.0 0.15 3.10              -1.1309              -1.2391              -1.4645              -1.6791              -1.9123
4.21038  6.50  0.00  0.0 0.15 3.10              -1.8320              -1.5058              -1.8044              -2.0709              -2.3202
4.21038  7.00  0.00  0.0 0.15 3.10              -1.8166              -1.5112              -1.7959              -2.0589              -2.3123
4.21038  7.50  0.00  0.0 0.15 3.10              -1.7942              -1.5174              -1.7853              -2.0443              -2.3014
4.21038  8.00  0.00  0.0 0.15 3.10              -1.7644              -1.5260              -1.7737              -2.0271              -2.2871
4.21038  8.50  0.00  0.0 0.15 3.10              -1.7245              -1.5361              -1.7608              -2.0063              -2.2680
4.21038  9.00  0.00  0.0 0.15 3.10              -1.6642              -1.5421              -1.7430              -1.9772              -2.2375
4.21038  9.50  0.00  0.0 0.15 3.10              -1.5676              -1.5228              -1.7074              -1.9290              -2.1876
4.30521 -1.00  0.00  0.0 0.15 3.10              -1.4825              -1.6903              -1.9891              -2.2412              -2.5014
4.30521 -0.50  0.00  0.0 0.15 3.10              -1.4825              -1.6903              -1.9891              -2.2412              -2.5014
4.30521  0.00  0.00  0.0 0.15 3.10              -1.4825              -1.6903              -1.9891              -2.2412              -2.5014
4.30521  0.50  0.00  0.0 0.15 3.10              -1.4825              -1.6903              -1.9891              -2.2412              -2.5014
4.30521  1.00  0.00  0.0 0.15 3.10              -1.4825              -1.6903              -1.9891              -2.2412              -2.5014
