 ID    x    y  bsize          mjd    zpt  fluxADU  flux_err  X2norm  Npix  Nmask         Jyas2    Jyas2_err     SB   SB_err                                                                fitsfile   skip  imID filter CONVOL00 PHOTNORM  KSUM00  FSIG00  FSCAT00  FWHM  M5SIGMA  SKYADU   muJyas2  muJyas2_err  im_expnum  g_ixs_flag      peak_loc good_image      new_mjd  new_muJyas2  new_muJyas2_err
  4 2094 2304      3 57050.236498 30.494    -8.49      4.90    0.17     9      9 -2.685000e-07 1.548000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.268500       0.1548     403908        True  60480.628259       True 56816.958013    -0.225759         0.254191
 14 2059 2285      3 57050.236498 30.494   -12.38      4.86    1.30     9      9 -3.912000e-07 1.536000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.391200       0.1536     403908        True   60513.85236       True 56816.958013    -0.187103         0.242224
  4 2094 2304      3 57053.234882 30.494    13.91      7.29    1.99     9      9  4.396000e-07 2.305000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0  0.439600       0.2305     404890        True  60480.628259       True 56819.956397     0.936983         0.378495
 14 2059 2285      3 57053.234882 30.494    -5.32      7.98    0.62     9      9 -1.680000e-07 2.523000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0 -0.168000       0.2523     404890        True   60513.85236       True 56819.956397     0.164878         0.397871
  0 2069 2290      3 57050.236498 30.494    -1.97      5.19    0.66     9      9 -6.217000e-08 1.640000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.062170       0.1640     403908        True  60473.788003       True 56820.797988    -0.010710         0.244977
  4 2094 2304      3 57056.254747 30.494    -4.54     11.16    1.05     9      9 -1.434000e-07 3.528000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0 -0.143400       0.3528     405989        True  60480.628259       True 56822.976262    -0.020338         0.579319
 14 2059 2285      3 57056.254747 30.494   -10.89     10.49    0.96     9      9 -3.442000e-07 3.315000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0 -0.344200       0.3315     405989        True   60513.85236       True 56822.976262    -0.112985         0.522768
  2 2047 2300      3 57050.236498 30.494    -0.33      5.17    0.21     9      9 -1.057000e-08 1.635000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.010570       0.1635     403908        True  60517.761077       True 56823.677969     0.507102         0.254553
  0 2069 2290      3 57053.234882 30.494    13.11      8.13    0.25     9      9  4.144000e-07 2.568000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0  0.414400       0.2568     404890        True  60473.788003       True 56823.796372     0.701173         0.383598
  2 2047 2300      3 57053.234882 30.494     4.22      7.08    1.06     9      9  1.333000e-07 2.238000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0  0.133300       0.2238     404890        True  60517.761077       True 56826.676353     0.731093         0.348434
  0 2069 2290      3 57056.254747 30.494   -13.05     10.88    0.52     9      9 -4.124000e-07 3.439000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0 -0.412400       0.3439     405989        True  60473.788003       True 56826.816237    -0.533871         0.513705
  2 2047 2300      3 57056.254747 30.494     8.07     10.44    1.18     9      9  2.551000e-07 3.299000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0  0.255100       0.3299     405989        True  60517.761077       True 56829.696218     0.920723         0.513621
 14 2059 2285      3 57077.402214 30.494     4.58     18.47    1.27     9      9  1.448000e-07 5.837000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0  0.144800       0.5837     413818        True   60513.85236       True 56844.123729     0.658156         0.920481
  0 2069 2290      3 57077.402214 30.494     1.62     18.19    1.38     9      9  5.127000e-08 5.749000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0  0.051270       0.5749     413818        True  60473.788003       True 56847.963704     0.158743         0.858765
 14 2059 2285      3 57083.228154 30.494   -10.19      8.15    1.50     9      9 -3.222000e-07 2.577000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.322200       0.2577     417212        True   60513.85236       True 56849.949669    -0.078292         0.406387
  4 2094 2304      3 57083.228154 30.494   -10.07      8.25    1.39     9      9 -3.184000e-07 2.608000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.318400       0.2608     417212        True  60480.628259       True 56849.949669    -0.307698         0.428249
  2 2047 2300      3 57077.402214 30.494   -21.07     19.11    1.20     9      9 -6.660000e-07 6.041000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0 -0.666000       0.6041     413818        True  60517.761077       True 56850.843685    -0.513335         0.940522
  2 2047 2300      3 57083.228154 30.494    -4.26      8.34    0.66     9      9 -1.345000e-07 2.635000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.134500       0.2635     417212        True  60517.761077       True 56856.669625     0.314156         0.410243
 11 2062 2275      3 57199.007931 30.494     2.71      8.16    0.65     9      9  8.579000e-08 2.579000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0  0.085790       0.2579     453977        True  60607.661585       True 56876.450026     0.560232         0.480892
 13 2050 2286      3 57199.007931 30.494    -8.04      7.07    0.75     9      9 -2.541000e-07 2.235000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0 -0.254100       0.2235     453977        True  60591.049535       True 56885.089970    -0.034694         0.427038
 12 2073 2271      3 57199.007931 30.494     3.91      7.79    0.89     9      9  1.235000e-07 2.462000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0  0.123500       0.2462     453977        True  60567.597228       True 56893.729914     0.240469         0.325547
  1 2072 2281      3 57199.007931 30.494   -10.66      7.71    0.24     9      9 -3.369000e-07 2.438000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0 -0.336900       0.2438     453977        True  60557.825434       True 56911.969795    -0.240122         0.414208
  3 2057 2298      3 57050.236498 30.494   -11.98      5.05    0.49     9      9 -3.786000e-07 1.597000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.378600       0.1597     403908        True  60431.769287       True 56912.957390    -0.385399         0.277333
  3 2057 2298      3 57053.234882 30.494     6.63      7.38    0.62     9      9  2.097000e-07 2.332000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0  0.209700       0.2332     404890        True  60431.769287       True 56915.955774     0.636235         0.404972
  3 2057 2298      3 57056.254747 30.494     2.67     11.29    2.14     9      9  8.432000e-08 3.569000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0  0.084320       0.3569     405989        True  60431.769287       True 56918.975639     0.418502         0.619788
  5 2046 2311      3 57050.236498 30.494    -4.50      5.00    0.36     9      9 -1.422000e-07 1.580000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.142200       0.1580     403908        True   60410.27134       True 56919.677346     0.124537         0.258052
  5 2046 2311      3 57053.234882 30.494     8.78      7.64    1.35     9      9  2.774000e-07 2.415000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0  0.277400       0.2415     404890        True   60410.27134       True 56922.675730     0.809844         0.394427
  5 2046 2311      3 57056.254747 30.494    -2.88      9.72    0.29     9      9 -9.106000e-08 3.073000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0 -0.091060       0.3073     405989        True   60410.27134       True 56925.695595     0.208061         0.501894
  3 2057 2298      3 57077.402214 30.494   -11.65     20.07    1.51     9      9 -3.682000e-07 6.344000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0 -0.368200       0.6344     413818        True  60431.769287       True 56940.123106    -0.367339         1.101691
  3 2057 2298      3 57083.228154 30.494   -15.98     10.29    0.48     9      0 -5.052000e-07 3.252000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.505200       0.3252     417212        True  60431.769287       True 56945.949046    -0.605251         0.564738
  5 2046 2311      3 57083.228154 30.494     7.34      8.25    0.83     9      9  2.319000e-07 2.607000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0  0.231900       0.2607     417212        True   60410.27134       True 56952.669002     0.735532         0.425785
  4 2094 2304      3 57199.007931 30.494    -6.21      7.53    0.88     9      9 -1.963000e-07 2.379000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0 -0.196300       0.2379     453977        True  60480.628259       True 56965.729446    -0.107202         0.390646
 14 2059 2285      3 57199.007931 30.494    -1.22      7.61    0.39     9      9 -3.852000e-08 2.407000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0 -0.038520       0.2407     453977        True   60513.85236       True 56965.729446     0.369065         0.379578
  0 2069 2290      3 57199.007931 30.494    -0.57      7.29    0.50     9      9 -1.792000e-08 2.304000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0 -0.017920       0.2304     453977        True  60473.788003       True 56969.569421     0.055389         0.344163
  2 2047 2300      3 57199.007931 30.494    -1.08      7.51    0.80     9      9 -3.404000e-08 2.373000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0 -0.034040       0.2373     453977        True  60517.761077       True 56972.449402     0.470562         0.369452
  6 2057 2313      3 57050.236498 30.494    -2.54      5.14    1.25     9      9 -8.030000e-08 1.626000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.080300       0.1626     403908        True  60288.123911       True 57030.076629    -0.197482         0.223121
  6 2057 2313      3 57053.234882 30.494    13.91      8.19    0.88     9      9  4.396000e-07 2.590000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0  0.439600       0.2590     404890        True  60288.123911       True 57033.075013     0.515930         0.355402
  6 2057 2313      3 57056.254747 30.494   -14.20     10.44    1.00     9      9 -4.487000e-07 3.301000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0 -0.448700       0.3301     405989        True  60288.123911       True 57036.094878    -0.703004         0.452966
  8 2046 2321      3 57050.236498 30.494   -12.95      4.68    1.36     9      9 -4.092000e-07 1.480000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.409200       0.1480     403908        True  60267.603143       True 57042.556548    -0.255837         0.217512
  8 2046 2321      3 57053.234882 30.494    -2.31      7.40    0.34     9      9 -7.315000e-08 2.339000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0 -0.073150       0.2339     404890        True  60267.603143       True 57045.554932     0.238048         0.343758
  8 2046 2321      3 57056.254747 30.494    -0.98     20.98    0.17     9      0 -3.111000e-08 6.630000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0 -0.031110       0.6630     405989        True  60267.603143       True 57048.574797     0.299833         0.974397
  7 2089 2314      3 57050.236498 30.494    -3.73      5.08    0.46     9      9 -1.180000e-07 1.606000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.118000       0.1606     403908        True  60279.329296       True 57050.236498    -0.100267         0.160357
  9 2059 2321      3 57050.236498 30.494    -6.60      4.97    0.77     9      9 -2.085000e-07 1.570000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.208500       0.1570     403908        True  60240.242119       True 57052.156486    -0.162728         0.228073
  7 2089 2314      3 57053.234882 30.494    -8.87      7.50    0.75     9      9 -2.805000e-07 2.369000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0 -0.280500       0.2369     404890        True  60279.329296       True 57053.234882    -0.262521         0.236542
  9 2059 2321      3 57053.234882 30.494    -3.10      8.11    0.52     9      9 -9.801000e-08 2.565000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0 -0.098010       0.2565     404890        True  60240.242119       True 57055.154870    -0.002219         0.372616
  7 2089 2314      3 57056.254747 30.494     6.42     10.36    0.93     9      9  2.029000e-07 3.274000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0  0.202900       0.3274     405989        True  60279.329296       True 57056.254747     0.220149         0.326905
  6 2057 2313      3 57077.402214 30.494    20.15     19.11    0.72     9      9  6.368000e-07 6.039000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0  0.636800       0.6039     413818        True  60288.123911       True 57057.242345     0.786529         0.828677
  9 2059 2321      3 57056.254747 30.494    -1.87     18.95    0.45     9      0 -5.916000e-08 5.990000e-07    NaN      NaN ec0915.150203.405989_ooi_g_ls9_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   123      g TEMPLATE        t  1.1396   1.047    0.046 4.315   22.315  5516.0 -0.059160       0.5990     405989        True  60240.242119       True 57058.174735     0.054218         0.870164
  3 2057 2298      3 57199.007931 30.494     0.85      7.71    1.15     9      9  2.677000e-08 2.438000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0  0.026770       0.2438     453977        True  60431.769287       True 57061.728823     0.318561         0.423380
  6 2057 2313      3 57083.228154 30.494   -13.08      8.47    0.67     9      9 -4.135000e-07 2.677000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.413500       0.2677     417212        True  60288.123911       True 57063.068285    -0.654702         0.367340
 11 2062 2275      3 57387.334759 30.494    -6.81      7.27    0.46     9      9 -2.154000e-07 2.298000e-07    NaN      NaN  ec0915.151231.507217_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   171      g TEMPLATE        t  1.0966   0.895    0.050 4.016   22.899  2241.0 -0.215400       0.2298     507217        True  60607.661585       True 57064.776854    -0.001381         0.428496
 11 2062 2275      3 57388.329025 30.494     3.35      6.59    0.41     9      9  1.060000e-07 2.081000e-07    NaN      NaN  ec0915.160101.507558_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   175      g TEMPLATE        t  1.1035   0.866    0.052 3.974   22.998  1902.0  0.106000       0.2081     507558        True  60607.661585       True 57065.771120     0.597916         0.388033
  5 2046 2311      3 57199.007931 30.494     5.28      7.58    0.40     9      9  1.668000e-07 2.395000e-07    NaN      NaN  ec0915.150626.453977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   169      g TEMPLATE        t  1.0696   0.987    0.067 6.714   22.293  2336.0  0.166800       0.2395     453977        True   60410.27134       True 57068.448779     0.629208         0.391161
  8 2046 2321      3 57077.402214 30.494   -18.63     18.05    1.05     9      9 -5.890000e-07 5.705000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0 -0.589000       0.5705     413818        True  60267.603143       True 57069.722264    -0.520086         0.838452
 13 2050 2286      3 57387.334759 30.494    -9.11      7.06    0.73     9      9 -2.881000e-07 2.232000e-07    NaN      NaN  ec0915.151231.507217_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   171      g TEMPLATE        t  1.0966   0.895    0.050 4.016   22.899  2241.0 -0.288100       0.2232     507217        True  60591.049535       True 57073.416798    -0.099657         0.426464
 13 2050 2286      3 57388.329025 30.494     0.75      6.54    1.16     9      9  2.363000e-08 2.067000e-07    NaN      NaN  ec0915.160101.507558_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   175      g TEMPLATE        t  1.1035   0.866    0.052 3.974   22.998  1902.0  0.023630       0.2067     507558        True  60591.049535       True 57074.411064     0.495960         0.394938
  8 2046 2321      3 57083.228154 30.494   -13.53      7.83    0.79     9      9 -4.278000e-07 2.475000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.427800       0.2475     417212        True  60267.603143       True 57075.548204    -0.283174         0.363745
  7 2089 2314      3 57077.402214 30.494    -5.37     19.49    0.74     9      9 -1.697000e-07 6.162000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0 -0.169700       0.6162     413818        True  60279.329296       True 57077.402214    -0.151889         0.615269
  9 2059 2321      3 57077.402214 30.494     3.54     18.42    1.37     9      9  1.118000e-07 5.823000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0  0.111800       0.5823     413818        True  60240.242119       True 57079.322202     0.302571         0.845904
 12 2073 2271      3 57387.334759 30.494    -8.31      7.07    0.55     9      9 -2.628000e-07 2.234000e-07    NaN      NaN  ec0915.151231.507217_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   171      g TEMPLATE        t  1.0966   0.895    0.050 4.016   22.899  2241.0 -0.262800       0.2234     507217        True  60567.597228       True 57082.056742    -0.270330         0.295399
 12 2073 2271      3 57388.329025 30.494    15.70      6.63    0.29     9      9  4.964000e-07 2.095000e-07    NaN      NaN  ec0915.160101.507558_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   175      g TEMPLATE        t  1.1035   0.866    0.052 3.974   22.998  1902.0  0.496400       0.2095     507558        True  60567.597228       True 57083.051008     0.733550         0.277019
  7 2089 2314      3 57083.228154 30.494     3.83      8.69    0.86     9      9  1.210000e-07 2.748000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0  0.121000       0.2748     417212        True  60279.329296       True 57083.228154     0.138372         0.274385
  9 2059 2321      3 57083.228154 30.494    -1.00      7.89    0.69     9      9 -3.176000e-08 2.493000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.031760       0.2493     417212        True  60240.242119       True 57085.148142     0.094022         0.362157
 10 2083 2323      3 57050.236498 30.494    -7.50      4.76    0.76     9      9 -2.369000e-07 1.505000e-07    NaN      NaN  ec0915.150128.403908_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   115      g TEMPLATE        t  1.0600   0.875    0.073 4.097   23.285  1001.0 -0.236900       0.1505     403908        True  60228.515966       True 57095.356205    -0.047623         0.134438
 10 2083 2323      3 57053.234882 30.494    -6.29      7.58    1.21     9      9 -1.989000e-07 2.396000e-07    NaN      NaN  ec0915.150131.404890_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   119      g TEMPLATE        t  1.1269   1.041    0.060 3.968   22.824  2749.0 -0.198900       0.2396     404890        True  60228.515966       True 57098.354589    -0.013678         0.214029
  1 2072 2281      3 57387.334759 30.494   -13.04      6.69    0.77     9      9 -4.122000e-07 2.114000e-07    NaN      NaN  ec0915.151231.507217_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   171      g TEMPLATE        t  1.0966   0.895    0.050 4.016   22.899  2241.0 -0.412200       0.2114     507217        True  60557.825434       True 57100.296623    -0.368054         0.359161
  1 2072 2281      3 57388.329025 30.494     2.51      6.88    0.34     9      9  7.922000e-08 2.174000e-07    NaN      NaN  ec0915.160101.507558_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   175      g TEMPLATE        t  1.1035   0.866    0.052 3.974   22.998  1902.0  0.079220       0.2174     507558        True  60557.825434       True 57101.290889     0.466852         0.369355
 10 2083 2323      3 57077.402214 30.494     0.71     17.60    1.16     9      9  2.231000e-08 5.563000e-07    NaN      NaN  ec0915.150224.413818_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   131      g TEMPLATE        t  0.9775   1.043    0.038 5.988   21.415 13087.0  0.022310       0.5563     413818        True  60228.515966       True 57122.521921     0.183923         0.496930
 10 2083 2323      3 57083.228154 30.494    -0.86      7.95    1.77     9      9 -2.717000e-08 2.514000e-07    NaN      NaN  ec0915.150302.417212_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   132      g TEMPLATE        t  1.0868   1.027    0.060 4.729   22.528  2897.0 -0.027170       0.2514     417212        True  60228.515966       True 57128.347861     0.139724         0.224570
 11 2062 2275      3 57452.196395 30.494   -11.46      5.11    1.48     9      9 -3.623000e-07 1.615000e-07    NaN      NaN  ec0915.160305.523434_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   184      g TEMPLATE        t  1.0910   1.055    0.092 3.333   23.596   928.0 -0.362300       0.1615     523434        True  60607.661585       True 57129.638490    -0.275297         0.301140
 13 2050 2286      3 57452.196395 30.494     0.84      5.21    0.80     9      9  2.655000e-08 1.646000e-07    NaN      NaN  ec0915.160305.523434_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   184      g TEMPLATE        t  1.0910   1.055    0.092 3.333   23.596   928.0  0.026550       0.1646     523434        True  60591.049535       True 57138.278434     0.501540         0.314498
