 ID    x    y  bsize          mjd    zpt  fluxADU  flux_err  X2norm  Npix  Nmask         Jyas2    Jyas2_err     SB   SB_err                                                                fitsfile   skip  imID filter CONVOL00 PHOTNORM  KSUM00  FSIG00  FSCAT00  FWHM  M5SIGMA  SKYADU   muJyas2  muJyas2_err  im_expnum  g_ixs_flag      peak_loc good_image      new_mjd  new_muJyas2  new_muJyas2_err
  1 2072 2281      3 60801.012293 30.494    14.69      5.54    1.12     9      9  4.643000e-07 1.752000e-07    NaN      NaN ec0915.250506.1384898_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   808      g TEMPLATE        t  1.1933   1.320    0.110 3.516   23.430  1468.0  0.464300       0.1752    1384898        True  60557.825434       True 60513.974157     1.121090         0.297659
 10 2083 2323      3 60468.988276 30.494    31.11      4.67    1.54     9      9  9.835000e-07 1.475000e-07 23.918 0.162816 ec0915.240607.1303371_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   640      g TEMPLATE        t  0.9557   1.647    0.190 4.420   23.342   569.0  0.983500       0.1475    1303371        True  60228.515966       True 60514.107983     1.042532         0.131758
 12 2073 2271      3 60819.976568 30.494    25.57      4.63    1.01     9      9  8.083000e-07 1.464000e-07 24.131 0.196685 ec0915.250524.1389977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   823      g TEMPLATE        t  1.1876   1.757    0.233 3.278   23.939   556.0  0.808300       0.1464    1389977        True  60567.597228       True 60514.698551     1.145971         0.193583
 12 2073 2271      3 60819.986259 30.494    27.79      3.81    1.75     9      9  8.784000e-07 1.205000e-07 24.041 0.148898 ec0915.250524.1389981_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   825      g TEMPLATE        t  1.1916   1.740    0.224 3.561   23.843   561.0  0.878400       0.1205    1389981        True  60567.597228       True 60514.708242     1.238663         0.159335
 13 2050 2286      3 60828.997367 30.494     4.90      5.30    1.29     9      9  1.550000e-07 1.676000e-07    NaN      NaN ec0915.250602.1393294_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   837      g TEMPLATE        t  1.1855   1.392    0.107 3.604   23.472  1101.0  0.155000       0.1676    1393294        True  60591.049535       True 60515.079406     0.746967         0.320230
  5 2046 2311      3 60646.326498 30.494     6.86      4.00    1.53     9      9  2.169000e-07 1.263000e-07    NaN      NaN ec0915.241202.1344763_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   662      g TEMPLATE        t  1.1697   1.604    0.191 6.612   23.158   596.0  0.216900       0.1263    1344763        True   60410.27134       True 60515.767346     0.711033         0.206278
 12 2073 2271      3 60828.997367 30.494    28.85      4.96    1.27     9      9  9.119000e-07 1.567000e-07 24.000 0.186624 ec0915.250602.1393294_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   837      g TEMPLATE        t  1.1855   1.392    0.107 3.604   23.472  1101.0  0.911900       0.1567    1393294        True  60567.597228       True 60523.719350     1.282960         0.207202
 11 2062 2275      3 60846.977484 30.494    15.54      3.95    2.50     9      9  4.914000e-07 1.249000e-07 24.672 0.275963 ec0915.250620.1398136_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   847      g TEMPLATE        t  1.1913   1.467    0.128 5.763   23.355   598.0  0.491400       0.1249    1398136        True  60607.661585       True 60524.419579     1.316551         0.232894
  4 2094 2304      3 60760.106834 30.494    17.21      3.38    2.53     9      9  5.441000e-07 1.068000e-07 24.561 0.213050 ec0915.250326.1374180_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   766      g TEMPLATE        t  1.2079   1.760    0.204 5.504   23.476   496.0  0.544100       0.1068    1374180        True  60480.628259       True 60526.828349     1.108579         0.175372
 14 2059 2285      3 60760.106834 30.494    17.17      3.26    3.92     9      9  5.427000e-07 1.031000e-07 24.564 0.206298 ec0915.250326.1374180_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   766      g TEMPLATE        t  1.2079   1.760    0.204 5.504   23.476   496.0  0.542700       0.1031    1374180        True   60513.85236       True 60526.828349     1.285635         0.162586
  3 2057 2298      3 60664.306395 30.494    21.17      7.10    2.82     9      9  6.691000e-07 2.243000e-07    NaN      NaN ec0915.241220.1348712_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   670      g TEMPLATE        t  1.1584   1.214    0.089 3.547   23.207  1954.0  0.669100       0.2243    1348712        True  60431.769287       True 60527.027287     1.434024         0.389517
 11 2062 2275      3 60849.981654 30.494     8.41      4.03    1.45     9      9  2.658000e-07 1.275000e-07    NaN      NaN ec0915.250623.1399254_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   851      g TEMPLATE        t  1.1872   1.754    0.228 4.531   23.618   550.0  0.265800       0.1275    1399254        True  60607.661585       True 60527.423749     0.895887         0.237742
 14 2059 2285      3 60763.048834 30.494    19.29      3.94    0.51     9      9  6.099000e-07 1.247000e-07 24.437 0.221957 ec0915.250329.1375012_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   771      g TEMPLATE        t  1.1537   1.661    0.208 3.960   23.648   601.0  0.609900       0.1247    1375012        True   60513.85236       True 60529.770349     1.391608         0.196649
  4 2094 2304      3 60763.048834 30.494    15.99      3.82    1.55     9      9  5.054000e-07 1.209000e-07 24.641 0.259751 ec0915.250329.1375012_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   771      g TEMPLATE        t  1.1537   1.661    0.208 3.960   23.648   601.0  0.505400       0.1209    1375012        True  60480.628259       True 60529.770349     1.045031         0.198525
  0 2069 2290      3 60760.106834 30.494    16.12      3.49    1.26     9      9  5.096000e-07 1.103000e-07 24.632 0.234964 ec0915.250326.1374180_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   766      g TEMPLATE        t  1.2079   1.760    0.204 5.504   23.476   496.0  0.509600       0.1103    1374180        True  60473.788003       True 60530.668324     0.843379         0.164762
  1 2072 2281      3 60819.976568 30.494    13.25      4.38    0.55     9      9  4.188000e-07 1.384000e-07 24.845 0.358679 ec0915.250524.1389977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   823      g TEMPLATE        t  1.1876   1.757    0.233 3.278   23.939   556.0  0.418800       0.1384    1389977        True  60557.825434       True 60532.938432     1.043787         0.235137
  1 2072 2281      3 60819.986259 30.494    14.38      3.95    1.20     9      9  4.546000e-07 1.248000e-07 24.756 0.298003 ec0915.250524.1389981_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   825      g TEMPLATE        t  1.1916   1.740    0.224 3.561   23.843   561.0  0.454600       0.1248    1389981        True  60557.825434       True 60532.948123     1.104610         0.212031
 13 2050 2286      3 60846.977484 30.494    14.98      4.08    1.90     9      9  4.734000e-07 1.289000e-07 24.712 0.295526 ec0915.250620.1398136_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   847      g TEMPLATE        t  1.1913   1.467    0.128 5.763   23.355   598.0  0.473400       0.1289    1398136        True  60591.049535       True 60533.059523     1.355328         0.246287
  2 2047 2300      3 60760.106834 30.494    13.81      3.67    1.17     9      9  4.365000e-07 1.159000e-07 24.800 0.288227 ec0915.250326.1374180_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   766      g TEMPLATE        t  1.2079   1.760    0.204 5.504   23.476   496.0  0.436500       0.1159    1374180        True  60517.761077       True 60533.548305     1.203144         0.180444
  0 2069 2290      3 60763.048834 30.494    23.81      3.82    1.10     9      9  7.527000e-07 1.207000e-07 24.209 0.174079 ec0915.250329.1375012_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   771      g TEMPLATE        t  1.1537   1.661    0.208 3.960   23.648   601.0  0.752700       0.1207    1375012        True  60473.788003       True 60533.610324     1.206513         0.180297
  5 2046 2311      3 60664.306395 30.494    19.00      6.31    0.63     9      9  6.007000e-07 1.994000e-07 24.453 0.360301 ec0915.241220.1348712_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   670      g TEMPLATE        t  1.1584   1.214    0.089 3.547   23.207  1954.0  0.600700       0.1994    1348712        True   60410.27134       True 60533.747243     1.337870         0.325668
  3 2057 2298      3 60673.312090 30.494    16.55      3.95    0.64     9      9  5.232000e-07 1.250000e-07 24.603 0.259432 ec0915.241229.1350827_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   682      g TEMPLATE        t  1.1509   1.799    0.257 4.382   23.531   552.0  0.523200       0.1250    1350827        True  60431.769287       True 60536.032982     1.180655         0.217073
 13 2050 2286      3 60849.981654 30.494     9.05      3.77    1.86     9      9  2.862000e-07 1.190000e-07    NaN      NaN ec0915.250623.1399254_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   851      g TEMPLATE        t  1.1872   1.754    0.228 4.531   23.618   550.0  0.286200       0.1190    1399254        True  60591.049535       True 60536.063693     0.997648         0.227371
  2 2047 2300      3 60763.048834 30.494    18.40      5.20    1.42     9      0  5.815000e-07 1.642000e-07 24.489 0.306650 ec0915.250329.1375012_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   771      g TEMPLATE        t  1.1537   1.661    0.208 3.960   23.648   601.0  0.581500       0.1642    1375012        True  60517.761077       True 60536.490305     1.428894         0.255643
 10 2083 2323      3 60495.998941 30.494    30.74     20.07    0.83     9      6  9.717000e-07 6.344000e-07    NaN      NaN ec0915.240705.1308633_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   646      g TEMPLATE        t  0.2123   1.125    0.080 4.467   21.713   662.0  0.971700       0.6344    1308633        True  60228.515966       True 60541.118648     1.031992         0.566695
 12 2073 2271      3 60846.977484 30.494    27.26      3.59    1.38     9      9  8.618000e-07 1.134000e-07 24.062 0.142900 ec0915.250620.1398136_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   847      g TEMPLATE        t  1.1913   1.467    0.128 5.763   23.355   598.0  0.861800       0.1134    1398136        True  60567.597228       True 60541.699467     1.216713         0.149947
  1 2072 2281      3 60828.997367 30.494    12.89      4.67    1.41     9      9  4.075000e-07 1.477000e-07    NaN      NaN ec0915.250602.1393294_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   837      g TEMPLATE        t  1.1855   1.392    0.107 3.604   23.472  1101.0  0.407500       0.1477    1393294        True  60557.825434       True 60541.959231     1.024588         0.250937
  5 2046 2311      3 60673.312090 30.494    13.19      3.89    0.33     9      9  4.170000e-07 1.230000e-07 24.850 0.320349 ec0915.241229.1350827_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   682      g TEMPLATE        t  1.1509   1.799    0.257 4.382   23.531   552.0  0.417000       0.1230    1350827        True   60410.27134       True 60542.752938     1.037844         0.200888
 12 2073 2271      3 60849.981654 30.494    26.91      3.71    0.81     9      9  8.507000e-07 1.172000e-07 24.076 0.149538 ec0915.250623.1399254_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   851      g TEMPLATE        t  1.1872   1.754    0.228 4.531   23.618   550.0  0.850700       0.1172    1399254        True  60567.597228       True 60544.703637     1.202036         0.154972
 10 2083 2323      3 60502.002281 30.494    38.84      4.27    2.11     9      9  1.228000e-06 1.350000e-07 23.677 0.119353 ec0915.240711.1310439_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   650      g TEMPLATE        t  1.1304   1.518    0.153 6.397   23.034   745.0  1.228000       0.1350    1310439        True  60228.515966       True 60547.121988     1.260938         0.120592
  3 2057 2298      3 60685.326277 30.494    13.90      3.78    0.97     9      9  4.395000e-07 1.194000e-07 24.793 0.294995 ec0915.250110.1355140_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   693      g TEMPLATE        t  1.1701   1.744    0.215 3.544   23.901   527.0  0.439500       0.1194    1355140        True  60431.769287       True 60548.047169     1.035303         0.207349
  5 2046 2311      3 60685.326277 30.494    24.16      9.02    0.27     6      0  7.638000e-07 2.850000e-07    NaN      NaN ec0915.250110.1355140_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   693      g TEMPLATE        t  1.1701   1.744    0.215 3.544   23.901   527.0  0.763800       0.2850    1355140        True   60410.27134       True 60554.767125     1.604251         0.465473
 14 2059 2285      3 60790.112883 30.494    11.54      3.44    1.08     9      9  3.648000e-07 1.087000e-07 24.995 0.323676 ec0915.250425.1381475_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   792      g TEMPLATE        t  1.2001   1.770    0.229 5.152   23.442   563.0  0.364800       0.1087    1381475        True   60513.85236       True 60556.834398     1.005091         0.171417
  4 2094 2304      3 60790.112883 30.494    24.16      3.34    2.12     9      9  7.638000e-07 1.056000e-07 24.193 0.150097 ec0915.250425.1381475_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   792      g TEMPLATE        t  1.2001   1.770    0.229 5.152   23.442   563.0  0.763800       0.1056    1381475        True  60480.628259       True 60556.834398     1.469339         0.173402
 12 2073 2271      3 60864.997170 30.494    11.65     10.52    1.43     9      9  3.683000e-07 3.324000e-07    NaN      NaN ec0915.250708.1406262_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   867      g TEMPLATE        t  1.1471   1.123    0.064 3.462   22.721  4881.0  0.368300       0.3324    1406262        True  60567.597228       True 60559.719153     0.564165         0.439528
 14 2059 2285      3 60793.075568 30.494    11.39      3.80    1.12     9      9  3.600000e-07 1.200000e-07    NaN      NaN ec0915.250428.1382409_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   794      g TEMPLATE        t  1.1809   1.613    0.202 4.348   23.542   579.0  0.360000       0.1200    1382409        True   60513.85236       True 60559.797083     0.997522         0.189237
  4 2094 2304      3 60793.075568 30.494    24.57      3.50    1.62     9      9  7.765000e-07 1.105000e-07 24.175 0.154500 ec0915.250428.1382409_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   794      g TEMPLATE        t  1.1809   1.613    0.202 4.348   23.542   579.0  0.776500       0.1105    1382409        True  60480.628259       True 60559.797083     1.490193         0.181448
  1 2072 2281      3 60846.977484 30.494    16.04      3.77    1.56     9      9  5.071000e-07 1.192000e-07 24.637 0.255120 ec0915.250620.1398136_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   847      g TEMPLATE        t  1.1913   1.467    0.128 5.763   23.355   598.0  0.507100       0.1192    1398136        True  60557.825434       True 60559.939348     1.193805         0.202517
  0 2069 2290      3 60790.112883 30.494    20.75      3.57    2.01     9      9  6.559000e-07 1.127000e-07 24.358 0.186577 ec0915.250425.1381475_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   792      g TEMPLATE        t  1.2001   1.770    0.229 5.152   23.442   563.0  0.655900       0.1127    1381475        True  60473.788003       True 60560.674373     1.061917         0.168347
  1 2072 2281      3 60849.981654 30.494     9.74      3.80    1.15     9      9  3.078000e-07 1.200000e-07    NaN      NaN ec0915.250623.1399254_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   851      g TEMPLATE        t  1.1872   1.754    0.228 4.531   23.618   550.0  0.307800       0.1200    1399254        True  60557.825434       True 60562.943518     0.855202         0.203876
  3 2057 2298      3 60700.290716 30.494    23.57      6.06    0.37     9      0  7.451000e-07 1.915000e-07 24.220 0.278978 ec0915.250125.1360634_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   720      g TEMPLATE        t  1.1570   1.669    0.200 3.709   23.724   606.0  0.745100       0.1915    1360634        True  60431.769287       True 60563.011608     1.566004         0.332557
  2 2047 2300      3 60790.112883 30.494    16.96      3.78    0.84     9      9  5.362000e-07 1.194000e-07 24.577 0.241755 ec0915.250425.1381475_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   792      g TEMPLATE        t  1.2001   1.770    0.229 5.152   23.442   563.0  0.536200       0.1194    1381475        True  60517.761077       True 60563.554354     1.358367         0.185894
 14 2059 2285      3 60799.009649 30.494     6.47      4.89    4.20     9      9  2.047000e-07 1.546000e-07    NaN      NaN ec0915.250504.1384054_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   802      g TEMPLATE        t  1.1980   1.516    0.175 3.809   23.436   927.0  0.204700       0.1546    1384054        True   60513.85236       True 60565.731164     0.752617         0.243801
  4 2094 2304      3 60799.009649 30.494    19.28      4.91    2.87     9      9  6.095000e-07 1.552000e-07 24.438 0.276448 ec0915.250504.1384054_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   802      g TEMPLATE        t  1.1980   1.516    0.175 3.809   23.436   927.0  0.609500       0.1552    1384054        True  60480.628259       True 60565.731164     1.215969         0.254848
  3 2057 2298      3 60703.283959 30.494    17.89      3.73    0.86     9      9  5.656000e-07 1.180000e-07 24.519 0.226507 ec0915.250128.1361490_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   722      g TEMPLATE        t  1.1680   1.716    0.231 4.630   23.544   567.0  0.565600       0.1180    1361490        True  60431.769287       True 60566.004851     1.254287         0.204917
  2 2047 2300      3 60793.075568 30.494     6.96      3.89    0.20     9      9  2.200000e-07 1.230000e-07    NaN      NaN ec0915.250428.1382409_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   794      g TEMPLATE        t  1.1809   1.613    0.202 4.348   23.542   579.0  0.220000       0.1230    1382409        True  60517.761077       True 60566.517039     0.866076         0.191498
 14 2059 2285      3 60801.012293 30.494     7.00      5.44    1.21     9      9  2.212000e-07 1.720000e-07    NaN      NaN ec0915.250506.1384898_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   808      g TEMPLATE        t  1.1933   1.320    0.110 3.516   23.430  1468.0  0.221200       0.1720    1384898        True   60513.85236       True 60567.733808     0.778637         0.271240
  3 2057 2298      3 60706.293511 30.494    16.55      4.04    1.41     9      9  5.231000e-07 1.278000e-07 24.604 0.265319 ec0915.250131.1362401_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   727      g TEMPLATE        t  1.1683   1.783    0.243 3.798   23.770   535.0  0.523100       0.1278    1362401        True  60431.769287       True 60569.014403     1.180482         0.221936
  0 2069 2290      3 60799.009649 30.494    23.75      4.77    0.55     9      9  7.508000e-07 1.506000e-07 24.211 0.217835 ec0915.250504.1384054_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   802      g TEMPLATE        t  1.1980   1.516    0.175 3.809   23.436   927.0  0.750800       0.1506    1384054        True  60473.788003       True 60569.571139     1.203675         0.224961
  5 2046 2311      3 60700.290716 30.494    22.03      3.98    0.36     9      9  6.964000e-07 1.260000e-07 24.293 0.196373 ec0915.250125.1360634_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   720      g TEMPLATE        t  1.1570   1.669    0.200 3.709   23.724   606.0  0.696400       0.1260    1360634        True   60410.27134       True 60569.731564     1.494171         0.205788
  0 2069 2290      3 60801.012293 30.494    34.92      5.49    0.69     9      9  1.104000e-06 1.736000e-07 23.793 0.170790 ec0915.250506.1384898_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   808      g TEMPLATE        t  1.1933   1.320    0.110 3.516   23.430  1468.0  1.104000       0.1736    1384898        True  60473.788003       True 60571.573783     1.731272         0.259317
  2 2047 2300      3 60799.009649 30.494     7.96      4.73    1.50     9      9  2.518000e-07 1.495000e-07    NaN      NaN ec0915.250504.1384054_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   802      g TEMPLATE        t  1.1980   1.516    0.175 3.809   23.436   927.0  0.251800       0.1495    1384054        True  60517.761077       True 60572.451120     0.915585         0.232756
  5 2046 2311      3 60703.283959 30.494     5.63      3.68    1.54     9      9  1.781000e-07 1.162000e-07    NaN      NaN ec0915.250128.1361490_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   722      g TEMPLATE        t  1.1680   1.716    0.231 4.630   23.544   567.0  0.178100       0.1162    1361490        True   60410.27134       True 60572.724807     0.647663         0.189782
  2 2047 2300      3 60801.012293 30.494     5.87      6.20    0.53     9      9  1.855000e-07 1.959000e-07    NaN      NaN ec0915.250506.1384898_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   808      g TEMPLATE        t  1.1933   1.320    0.110 3.516   23.430  1468.0  0.185500       0.1959    1384898        True  60517.761077       True 60574.453764     0.812363         0.304996
  5 2046 2311      3 60706.293511 30.494     5.31      3.87    1.24     9      9  1.677000e-07 1.223000e-07    NaN      NaN ec0915.250131.1362401_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   727      g TEMPLATE        t  1.1683   1.783    0.243 3.798   23.770   535.0  0.167700       0.1223    1362401        True   60410.27134       True 60575.734359     0.630678         0.199745
  1 2072 2281      3 60864.997170 30.494    29.91     11.13    1.41     9      6  9.454000e-07 3.518000e-07    NaN      NaN ec0915.250708.1406262_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   867      g TEMPLATE        t  1.1471   1.123    0.064 3.462   22.721  4881.0  0.945400       0.3518    1406262        True  60557.825434       True 60577.959034     1.938462         0.597696
 13 2050 2286      3 60891.983436 30.494    20.11     17.15    1.32     9      9  6.356000e-07 5.421000e-07    NaN      NaN ec0915.250804.1411938_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   880      g TEMPLATE        t  0.6959   1.029    0.037 6.467   21.389  5738.0  0.635600       0.5421    1411938        True  60591.049535       True 60578.065475     1.665241         1.035781
  0 2069 2290      3 60810.006685 30.494    32.33     17.94    1.94     9      9  1.022000e-06 5.671000e-07    NaN      NaN ec0915.250515.1385417_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   813      g TEMPLATE        t  0.6174   1.111    0.067 3.382   22.070  4301.0  1.022000       0.5671    1385417        True  60473.788003       True 60580.568175     1.608784         0.847113
  4 2094 2304      3 60819.976568 30.494    18.58      4.41    0.33     9      6  5.873000e-07 1.394000e-07 24.478 0.257667 ec0915.250524.1389977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   823      g TEMPLATE        t  1.1876   1.757    0.233 3.278   23.939   556.0  0.587300       0.1394    1389977        True  60480.628259       True 60586.698083     1.179516         0.228903
 14 2059 2285      3 60819.976568 30.494    15.61      4.24    1.69     9      9  4.935000e-07 1.340000e-07 24.667 0.294831 ec0915.250524.1389977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   823      g TEMPLATE        t  1.1876   1.757    0.233 3.278   23.939   556.0  0.493500       0.1340    1389977        True   60513.85236       True 60586.698083     1.208048         0.211315
 12 2073 2271      3 60891.983436 30.494    26.38     18.26    1.45     9      9  8.338000e-07 5.771000e-07    NaN      NaN ec0915.250804.1411938_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   880      g TEMPLATE        t  0.6959   1.029    0.037 6.467   21.389  5738.0  0.833800       0.5771    1411938        True  60567.597228       True 60586.705419     1.179689         0.763091
 14 2059 2285      3 60819.986259 30.494    12.81      4.32    1.34     9      9  4.050000e-07 1.365000e-07    NaN      NaN ec0915.250524.1389981_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   825      g TEMPLATE        t  1.1916   1.740    0.224 3.561   23.843   561.0  0.405000       0.1365    1389981        True   60513.85236       True 60586.707774     1.068486         0.215257
  4 2094 2304      3 60819.986259 30.494    16.91      3.94    1.54     9      9  5.344000e-07 1.247000e-07 24.580 0.253263 ec0915.250524.1389981_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   825      g TEMPLATE        t  1.1916   1.740    0.224 3.561   23.843   561.0  0.534400       0.1247    1389981        True  60480.628259       True 60586.707774     1.092651         0.204765
  0 2069 2290      3 60819.976568 30.494    27.92      4.57    1.39     9      9  8.825000e-07 1.444000e-07 24.036 0.177611 ec0915.250524.1389977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   823      g TEMPLATE        t  1.1876   1.757    0.233 3.278   23.939   556.0  0.882500       0.1444    1389977        True  60473.788003       True 60590.538058     1.400404         0.215699
  0 2069 2290      3 60819.986259 30.494    21.60      4.18    1.22     9      9  6.827000e-07 1.321000e-07 24.314 0.210065 ec0915.250524.1389981_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   825      g TEMPLATE        t  1.1916   1.740    0.224 3.561   23.843   561.0  0.682700       0.1321    1389981        True  60473.788003       True 60590.547749     1.101950         0.197326
  3 2057 2298      3 60730.244433 30.494    13.27      3.72    1.94     9      9  4.194000e-07 1.175000e-07 24.844 0.304269 ec0915.250224.1368249_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   746      g TEMPLATE        t  1.1352   1.799    0.257 4.351   23.686   501.0  0.419400       0.1175    1368249        True  60431.769287       True 60592.965325     1.000398         0.204049
  2 2047 2300      3 60819.976568 30.494     6.42      4.21    1.91     9      9  2.029000e-07 1.331000e-07    NaN      NaN ec0915.250524.1389977_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   823      g TEMPLATE        t  1.1876   1.757    0.233 3.278   23.939   556.0  0.202900       0.1331    1389977        True  60517.761077       True 60593.418039     0.839453         0.207223
  2 2047 2300      3 60819.986259 30.494    13.33      3.98    0.87     9      9  4.215000e-07 1.258000e-07 24.838 0.324135 ec0915.250524.1389981_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   825      g TEMPLATE        t  1.1916   1.740    0.224 3.561   23.843   561.0  0.421500       0.1258    1389981        True  60517.761077       True 60593.427730     1.179791         0.195858
  4 2094 2304      3 60828.997367 30.494    16.94      5.55    2.40     9      3  5.354000e-07 1.755000e-07 24.578 0.355880 ec0915.250602.1393294_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   837      g TEMPLATE        t  1.1855   1.392    0.107 3.604   23.472  1101.0  0.535400       0.1755    1393294        True  60480.628259       True 60595.718882     1.094293         0.288182
 14 2059 2285      3 60828.997367 30.494    16.74      5.02    1.60     9      9  5.291000e-07 1.586000e-07 24.591 0.325480 ec0915.250602.1393294_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   837      g TEMPLATE        t  1.1855   1.392    0.107 3.604   23.472  1101.0  0.529100       0.1586    1393294        True   60513.85236       True 60595.718882     1.264188         0.250108
  3 2057 2298      3 60733.186008 30.494    16.04      4.30    2.44     9      9  5.070000e-07 1.359000e-07 24.637 0.290971 ec0915.250227.1369038_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits 0x0000   748      g TEMPLATE        t  1.1599   1.675    0.200 3.363   23.872   594.0  0.507000       0.1359    1369038        True  60431.769287       True 60595.906900     1.152523         0.236002
