mjd,g-i
53741.23630902411,0.7302128093019675
53742.23630902411,0.7273456069196556
53743.23630902411,0.7244784045373436
53744.23630902411,0.7216112021550352
53745.23630902411,0.7187439997727232
53746.23630902411,0.7158767973904148
53747.23630902411,0.7130095950081028
53748.23630902411,0.7101423926257944
53749.23630902411,0.7072751902434824
53750.23630902411,0.7044079878611669
53751.23630902411,0.7015407854788585
53752.23630902411,0.6986735830965465
53753.23630902411,0.6958063807142381
53754.23630902411,0.6929391783319261
53755.23630902411,0.6900719759496177
53756.23630902411,0.6872047735673057
53757.23630902411,0.6843375711849937
53758.23630902411,0.6814703688026853
53759.23630902411,0.6786031664203733
53760.23630902411,0.6757359640380649
53761.23630902411,0.6790064403099443
53762.23630902411,0.682675853044838
53763.23630902411,0.6863452657797282
53764.23630902411,0.690014678514622
53765.23630902411,0.6936840912495086
53766.23630902411,0.6973535039844023
53767.23630902411,0.7010229167192996
53768.23630902411,0.7046923294541934
53769.23630902411,0.7083617421890835
53770.23630902411,0.7120311549239773
53771.23630902411,0.715700567658871
53772.23630902411,0.7193699803937648
53773.23630902411,0.723039393128655
53774.23630902411,0.7267088058635522
53775.23630902411,0.7303782185984424
53776.23630902411,0.7340476313333326
53777.23630902411,0.7377170440682299
53778.23630902411,0.7413864568031201
53779.23630902411,0.7450558695380103
53780.23630902411,0.748725282272904
53781.23630902411,0.7523946950077978
53782.23630902411,0.7560641077426915
53783.23630902411,0.7597335204775852
53784.23630902411,0.7634029332124754
53785.23630902411,0.7670723459473656
53786.23630902411,0.7707417586822629
53787.23630902411,0.7744111714171531
53788.23630902411,0.7780805841520468
53789.23630902411,0.7817499968869406
53790.23630902411,0.7854194096218308
53791.23630902411,0.789088822356721
53792.23630902411,0.7927582350916182
53793.23630902411,0.7964276478265084
53794.23630902411,0.8000970605614022
53795.23630902411,0.8037664732962959
53796.23630902411,0.8074358860311861
53797.23630902411,0.8111052987660834
53798.23630902411,0.8147747115009736
53799.23630902411,0.8184441242358638
53800.23630902411,0.8221135369707611
53801.23630902411,0.8257829497056512
53802.23630902411,0.829452362440545
53803.23630902411,0.8331217751754387
53804.23630902411,0.8367911879103289
53805.23630902411,0.8404606006452191
53806.23630902411,0.8441300133801128
53807.23630902411,0.8477994261150066
53808.23630902411,0.8514688388499039
53809.23630902411,0.8551382515847941
53810.23630902411,0.8588076643196842
53811.23630902411,0.8624770770545815
53812.23630902411,0.8661464897894717
53813.23630902411,0.8698159025243619
53814.23630902411,0.8734853152592557
53815.23630902411,0.8771547279941494
53816.23630902411,0.8808241407290431
53817.23630902411,0.8844935534639369
53818.23630902411,0.8881629661988271
53819.23630902411,0.8918323789337173
53820.23630902411,0.8955017916686145
53821.23630902411,0.8991712044035083
53822.23630902411,0.9028406171383985
53823.23630902411,0.9065100298732958
53824.23630902411,0.910179442608186
53825.23630902411,0.9138488553430761
53826.23630902411,0.9175182680779699
53827.23630902411,0.9211876808128601
53828.23630902411,0.9225750660751011
53829.23630902411,0.9170714157345472
53830.23630902411,0.9115677653939933
53831.23630902411,0.9060641150534394
53832.23630902411,0.900560464712882
53833.23630902411,0.8950568143723316
53834.23630902411,0.8895531640317813
53835.23630902411,0.8840495136912239
53836.23630902411,0.87854586335067
53837.23630902411,0.8730422130101161
53838.23630902411,0.8675385626695622
53839.23630902411,0.8620349123290083
53840.23630902411,0.8565312619884544
53841.23630902411,0.8510276116479005
53842.23630902411,0.8455239613073431
53843.23630902411,0.8400203109667927
53844.23630902411,0.8345166606262389
53845.23630902411,0.8290130102856814
53846.23630902411,0.8235093599451311
53847.23630902411,0.8180057096045736
53848.23630902411,0.8125020592640233
53849.23630902411,0.8069984089234694
53850.23630902411,0.801494758582912
53851.23630902411,0.7959911082423581
53852.23630902411,0.7904874579018077
53853.23630902411,0.7849838075612503
53854.23630902411,0.7794801572206964
53855.23630902411,0.7739765068801425
53856.23630902411,0.7684728565395886
53857.23630902411,0.7629692061990383
53858.23630902411,0.7574655558584809
53859.23630902411,0.751961905517927
53860.23630902411,0.7464582551773731
53861.23630902411,0.7409546048368156
53862.23630902411,0.7354509544962653
53863.23630902411,0.7299473041557079
53864.23630902411,0.7244436538151575
53865.23630902411,0.7189400034746001
53866.23630902411,0.7134363531340497
53867.23630902411,0.7079327027934958
53868.23630902411,0.7024290524529384
53869.23630902411,0.6969254021123881
53870.23630902411,0.6937400346911282
53871.23630902411,0.6915865705505837
53872.23630902411,0.6894331064100392
53873.23630902411,0.6872796422694911
53874.23630902411,0.6851261781289502
53875.23630902411,0.6829727139884021
53876.23630902411,0.6808192498478647
53877.23630902411,0.6786657857073166
53878.23630902411,0.6765123215667757
53879.23630902411,0.6743588574262347
53880.23630902411,0.6722053932856831
53881.23630902411,0.6700519291451421
53882.23630902411,0.6678984650045976
53883.23630902411,0.6657450008640531
53884.23630902411,0.6635915367235086
53885.23630902411,0.6614380725829676
53886.23630902411,0.6592846084424195
