group,ID,ra,dec,color,x,y,LC,LC_url
0,0,161.117459,-60.260872,magenta,3460,1472,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID0_lc.txt
0,1,161.118366,-60.260873,magenta,3454,1472,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID1_lc.txt
0,2,161.119273,-60.260874,magenta,3448,1472,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID2_lc.txt
0,3,161.120181,-60.260875,magenta,3442,1472,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID3_lc.txt
0,4,161.116554,-60.26042,magenta,3466,1478,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID4_lc.txt
0,5,161.117461,-60.260422,magenta,3460,1478,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID5_lc.txt
0,6,161.118369,-60.260423,magenta,3454,1478,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID6_lc.txt
0,7,161.119276,-60.260424,magenta,3448,1478,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID7_lc.txt
0,8,161.120183,-60.260425,magenta,3442,1478,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID8_lc.txt
0,9,161.117464,-60.259972,magenta,3460,1484,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID9_lc.txt
0,10,161.118371,-60.259973,magenta,3454,1484,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID10_lc.txt
0,11,161.119278,-60.259974,magenta,3448,1484,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID11_lc.txt
0,12,161.120185,-60.259975,magenta,3442,1484,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID12_lc.txt
0,13,161.117466,-60.259522,magenta,3460,1490,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID13_lc.txt
0,14,161.118373,-60.259523,magenta,3454,1490,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID14_lc.txt
0,15,161.119281,-60.259524,magenta,3448,1490,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID15_lc.txt
0,16,161.120188,-60.259525,magenta,3442,1490,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID16_lc.txt
0,17,161.117469,-60.259072,magenta,3460,1496,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID17_lc.txt
0,18,161.118376,-60.259073,magenta,3454,1496,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID18_lc.txt
0,19,161.119283,-60.259074,magenta,3448,1496,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID19_lc.txt
0,20,161.12019,-60.259075,magenta,3442,1496,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID20_lc.txt
0,21,161.121097,-60.259076,magenta,3436,1496,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID21_lc.txt
0,22,161.118378,-60.258623,magenta,3454,1502,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID22_lc.txt
0,23,161.119285,-60.258624,magenta,3448,1502,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID23_lc.txt
0,24,161.120192,-60.258625,magenta,3442,1502,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID24_lc.txt
0,25,161.1211,-60.258626,magenta,3436,1502,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID25_lc.txt
0,26,161.119288,-60.258174,magenta,3448,1508,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID26_lc.txt
0,27,161.120195,-60.258175,magenta,3442,1508,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID27_lc.txt
0,28,161.117457,-60.261322,magenta,3460,1466,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID28_lc.txt
1,30,161.033762,-60.309935,green,4011,816,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID30_lc.txt
1,31,161.031491,-60.309931,green,4026,816,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID31_lc.txt
1,32,161.022406,-60.309912,green,4086,816,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID32_lc.txt
1,33,161.020135,-60.309908,green,4101,816,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID33_lc.txt
1,34,161.017863,-60.309903,green,4116,816,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID34_lc.txt
1,35,161.026958,-60.308797,green,4056,831,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID35_lc.txt
1,36,161.024686,-60.308792,green,4071,831,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID36_lc.txt
1,37,161.022415,-60.308787,green,4086,831,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID37_lc.txt
1,38,161.017871,-60.308979,green,4116,829,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID38_lc.txt
1,39,161.038322,-60.307694,green,3981,846,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID39_lc.txt
1,40,161.029238,-60.307676,green,4041,846,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID40_lc.txt
1,41,161.026967,-60.307672,green,4056,846,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID41_lc.txt
1,42,161.024696,-60.307667,green,4071,846,,https://stsci-transients.stsci.edu/eta/etalc/results/rod_test/bandcor_good2_g/ec0915/54/ec0915a54_good2pos_g_tmpl523730_ID42_lc.txt
