mjd,muJyas2,muJyas2_err,phase
53314.3253198768,2.1322431274790845,0.27776766430851463,-4121.016258966658
53316.65332086922,2.142352114369468,0.27173849514652737,-4118.688257974238
53318.98132186165,2.1523459410830994,0.2658030897519312,-4116.36025698181
53321.30932285407,2.1622270757007014,0.25996387777285457,-4114.03225598939
53323.637323846495,2.1719980792655136,0.2542232304456445,-4111.704254996963
53325.965324838915,2.181661599423164,0.24858345618775435,-4109.376254004543
53328.293325831335,2.1912203638219676,0.24304679585362435,-4107.048253012123
53330.62132682376,2.20067717328196,0.2376154176284306,-4104.720252019695
53332.94932781618,2.210034894742691,0.23229141153543414,-4102.392251027275
53335.27732880861,2.2192964540003457,0.22707678353547395,-4100.064250034848
53337.60532980103,2.228464828244414,0.22197344920135392,-4097.7362490424275
53339.93333079346,2.2375430384061596,0.21698322695398883,-4095.40824805
53342.26133178588,2.24653414133003,0.21210783085486476,-4093.08024705758
53344.5893327783,2.255441221781437,0.20734886295627433,-4090.75224606516
53346.917333770725,2.264267384303208,0.20270780522181778,-4088.4242450727324
53349.245334763145,2.273015744934603,0.19818601104068762,-4086.0962440803123
53351.57333575557,2.281689422807178,0.1937846963730495,-4083.768243087885
53353.90133674799,2.2902915316313806,0.1895049305799094,-4081.440242095465
53356.22933774041,2.2988251710895735,0.18534762700726776,-4079.1122411030447
53358.55733873284,2.3072934181501976,0.18131353341411183,-4076.7842401106172
53360.88533972526,2.315699318319134,0.17740322235323341,-4074.456239118197
53363.21334071769,2.3240458768446315,0.1736170816345925,-4072.1282381257697
53365.54134171011,2.332336049891582,0.16995530502203993,-4069.8002371333496
53367.86934270253,2.340572735702734,0.16641788333349125,-4067.4722361409295
53370.197343694956,2.3487587657632085,0.16300459613338952,-4065.144235148502
53372.525344687376,2.356896895985934,0.15971500422130977,-4062.816234156082
53374.8533456798,2.3649897979356984,0.1565484431319662,-4060.4882331636545
53377.18134667222,2.3730400501089477,0.1535040178687266,-4058.1602321712344
53379.50934766465,2.381050129287921,0.1505805990922991,-4055.832231178807
53381.83734865707,2.3890224019863453,0.14777682098018244,-4053.504230186387
53384.16534964949,2.3969591160054087,0.14509108095713222,-4051.1762291939667
53386.49335064192,2.404862392117634,0.14252154147462665,-4048.8482282015393
53388.82135163434,2.4127342158968466,0.14006613398603718,-4046.520227209119
53391.149352626766,2.4205764297126855,0.13772256522521928,-4044.192226216692
53393.477353619186,2.4283907249069525,0.13548832585104734,-4041.8642252242716
53395.805354611606,2.436178634170492,0.1333607014686456,-4039.5362242318515
53398.13335560403,2.443941524137781,0.1313367859836786,-4037.208223239424
53400.461356596454,2.4516805882168935,0.12941349718933756,-4034.880222247004
53402.78935758888,2.459396839672623,0.12758759442988774,-4032.5522212545766
53405.1173585813,2.4670911049791986,0.12585569813241523,-4030.2242202621565
53407.44535957372,2.474764017459961,0.12421431095081137,-4027.8962192697363
53409.77336056615,2.482416011230119,0.12265984022692986,-4025.568218277309
53412.10136155857,2.4900473154586393,0.12118862144289143,-4023.240217284889
53414.429362550996,2.4976579489654203,0.11979694231872481,-4020.9122162924614
53416.75736354342,2.50524771516813,0.11848106719995004,-4018.5842153000413
53419.085364535844,2.512816197394333,0.11723726138142113,-4016.256214307614
53421.413365528264,2.520362754572256,0.11606181502549617,-4013.9282133151937
53423.741366520684,2.52788651731462,0.11495106635370032,-4011.6002123227736
53426.06936751311,2.5353863844078663,0.11390142381992775,-4009.272211330346
53428.39736850553,2.5428610197195454,0.11290938700788945,-4006.944210337926
53430.72536949796,2.5503088495357176,0.11197156603477851,-4004.6162093454986
53433.05337049038,2.557728060338823,0.11108469928427503,-4002.2882083530785
53435.3813714828,2.5651165970370613,0.11024566933383156,-3999.9602073606584
53437.70937247523,2.572472161654205,0.10945151698207745,-3997.632206368231
53440.03737346765,2.5797922124887673,0.10869945332034278,-3995.304205375811
53442.365374460074,2.587073963750683,0.10798686982735589,-3992.9762043833834
53444.693375452494,2.5943143856821216,0.10731134649698175,-3990.6482033909633
53447.021376444914,2.6015102051690704,0.10667065803484821,-3988.320202398543
53449.34937743734,2.608657906848629,0.10606277818157482,-3985.992201406116
53451.67737842976,2.615753734716545,0.10548588223673089,-3983.6642004136957
53454.00537942219,2.6227936942386165,0.10493834787043844,-3981.3361994212682
53456.33338041461,2.629773554968013,0.10441875431794595,-3979.008198428848
53458.66138140704,2.636688853670581,0.10392588005761687,-3976.6801974364207
53460.98938239946,2.64353489795808,0.10345869907513741,-3974.3521964440006
53463.31738339188,2.650306770429461,0.10301637581666324,-3972.0241954515805
53465.645384384305,2.6569993333182786,0.1025982589321827,-3969.696194459153
53467.973385376725,2.663607233643914,0.10220387390772624,-3967.368193466733
53470.30138636915,2.6701249088632615,0.10183291468172237,-3965.0401924743055
53472.62938736157,2.6765465930178927,0.10148523433774989,-3962.7121914818854
53474.95738835399,2.682866323371785,0.10116083496284527,-3960.3841904894653
53477.28538934642,2.689077947532372,0.10085985675812881,-3958.056189497038
53479.61339033884,2.695175131047618,0.10058256648727353,-3955.7281885046177
53481.94139133127,2.701151365470727,0.10032934534744775,-3953.4001875121903
