ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,mJyas2,mJyas2_err
90,3909,1392,3,57139.0088,30.915,-102.45,13.79,0.12,7,0,-2.197e-06,2.958e-07,,,ec0915.150427.437746_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,240,z,TEMPLATE,t,1.0438,1.248,0.069,5.414,22.529,5506.0,-2.197,0.2958
90,3909,1392,3,57171.013911,30.915,183.2,263.97,1.09,9,0,3.929e-06,5.661e-06,,,ec0915.150529.443410_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,243,z,TEMPLATE,t,0.09,1.165,0.048,4.037,19.422,24522.0,3.929,5.661
90,3909,1392,3,57171.018007,30.915,323.25,233.75,1.12,9,0,6.932e-06,5.013e-06,,,ec0915.150529.443412_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,246,z,TEMPLATE,t,0.0982,1.176,0.056,3.466,19.689,24112.0,6.9319999999999995,5.013
90,3909,1392,3,57171.117306,30.915,-912.46,764.74,0.69,9,0,-1.957e-05,1.64e-05,,,ec0915.150529.443454_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,249,z,TEMPLATE,t,0.0326,1.214,0.051,3.988,18.396,27447.0,-19.57,16.4
90,3909,1392,3,57171.121418,30.915,-54.55,1015.3,0.83,9,0,-1.17e-06,2.177e-05,,,ec0915.150529.443456_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,252,z,TEMPLATE,t,0.0239,1.206,0.059,3.625,18.227,28125.0,-1.17,21.77
90,3909,1392,3,57198.960089,30.915,-88.97,15.95,0.85,9,0,-1.908e-06,3.42e-07,,,ec0915.150625.453952_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,260,z,TEMPLATE,t,1.0774,1.106,0.059,4.714,22.377,10104.0,-1.9080000000000001,0.342
90,3909,1392,3,57198.965698,30.915,-77.75,14.56,0.3,9,0,-1.667e-06,3.122e-07,,,ec0915.150625.453955_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,264,z,TEMPLATE,t,1.0693,1.224,0.064,4.277,22.481,10186.0,-1.667,0.3122
90,3909,1392,3,57199.005294,30.915,-59.54,14.01,1.05,9,0,-1.277e-06,3.004e-07,,,ec0915.150626.453976_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,268,z,TEMPLATE,t,1.0651,1.203,0.084,4.295,22.633,7613.0,-1.277,0.3004
90,3909,1392,3,57387.340403,30.915,-6.65,12.94,1.79,9,0,-1.426e-07,2.776e-07,,,ec0915.151231.507220_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,278,z,TEMPLATE,t,1.064,1.227,0.12,3.164,23.086,5612.0,-0.1426,0.2776
90,3909,1392,3,57388.334629,30.915,-28.31,9.67,0.81,9,0,-6.071e-07,2.075e-07,,,ec0915.160101.507561_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,284,z,TEMPLATE,t,1.0841,1.219,0.097,3.599,23.14,4213.0,-0.6071,0.2075
90,3909,1392,3,57443.170926,30.915,11.65,12.74,0.87,9,0,2.499e-07,2.733e-07,,,ec0915.160225.519763_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,289,z,TEMPLATE,t,1.0328,1.111,0.069,3.975,22.746,6060.0,0.24989999999999998,0.2733
90,3909,1392,3,57443.175066,30.915,-5.41,11.89,0.48,9,0,-1.159e-07,2.55e-07,,,ec0915.160225.519765_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,292,z,TEMPLATE,t,1.0348,1.112,0.063,4.579,22.596,5912.0,-0.1159,0.255
90,3909,1392,3,57452.205272,30.915,-30.84,12.64,0.8,9,0,-6.614e-07,2.711e-07,,,ec0915.160305.523437_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,297,z,TEMPLATE,t,1.0771,1.287,0.147,2.451,23.522,4634.0,-0.6614,0.2711
90,3909,1392,3,57535.95023,30.915,-13.37,40.72,1.81,9,0,-2.867e-07,8.732e-07,,,ec0915.160527.545715_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,303,z,TEMPLATE,t,0.3204,1.151,0.067,3.798,21.456,7314.0,-0.2867,0.8732
90,3909,1392,3,57535.954356,30.915,40.98,38.77,1.42,9,0,8.787e-07,8.315e-07,,,ec0915.160527.545717_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,306,z,TEMPLATE,t,0.324,1.122,0.056,4.146,21.475,5946.0,0.8786999999999999,0.8315
90,3909,1392,3,57535.991722,30.915,-4.75,13.4,1.5,9,0,-1.018e-07,2.874e-07,,,ec0915.160527.545735_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,309,z,TEMPLATE,t,0.8962,1.323,0.101,4.077,22.828,4548.0,-0.1018,0.2874
90,3909,1392,3,57535.995867,30.915,9.78,11.73,0.75,9,0,2.097e-07,2.516e-07,,,ec0915.160527.545737_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,312,z,TEMPLATE,t,0.9986,1.235,0.104,3.527,22.982,4803.0,0.2097,0.2516
90,3909,1392,3,57545.965079,30.915,-1.02,16.71,0.11,9,0,-2.177e-08,3.583e-07,,,ec0915.160606.547142_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,328,z,TEMPLATE,t,0.5762,1.135,0.072,4.454,22.464,3035.0,-0.021769999999999998,0.3583
