ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err
90,3909,1392,3,56341.21111,30.15,13.46,5.06,1.99,9,9,5.843e-07,2.197e-07,,,ec0915.130218.178843_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,7,i,TEMPLATE,t,1.0887,1.315,0.098,3.788,23.178,1144.0,0.5842999999999999,0.21969999999999998
90,3909,1392,3,56341.216066,30.15,1.2,5.04,0.25,9,9,5.214e-08,2.187e-07,,,ec0915.130218.178844_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,9,i,TEMPLATE,t,1.0911,1.276,0.07,4.188,23.108,1127.0,0.052140000000000006,0.2187
90,3909,1392,3,56341.219,30.15,21.15,5.02,1.95,9,9,9.176e-07,2.178e-07,23.993,0.257655,ec0915.130218.178845_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,11,i,TEMPLATE,t,1.0904,1.257,0.062,4.034,23.125,1142.0,0.9176,0.2178
90,3909,1392,3,56343.220957,30.15,10.71,5.77,0.86,9,9,4.646e-07,2.502e-07,,,ec0915.130220.179486_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,23,i,TEMPLATE,t,1.1051,1.274,0.078,4.009,23.064,1322.0,0.4646,0.2502
90,3909,1392,3,56343.222439,30.15,7.53,5.35,1.2,9,9,3.268e-07,2.324e-07,,,ec0915.130220.179487_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,25,i,TEMPLATE,t,1.1025,1.258,0.064,4.075,23.029,1343.0,0.3268,0.2324
90,3909,1392,3,56360.212694,30.15,8.27,5.48,1.67,9,9,3.591e-07,2.377e-07,,,ec0915.130309.184934_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,29,i,TEMPLATE,t,1.0808,1.472,0.124,3.408,23.354,1032.0,0.3591,0.2377
90,3909,1392,3,56402.978833,30.15,-3.22,10.76,1.82,9,9,-1.398e-07,4.669e-07,,,ec0915.130420.199841_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,31,i,TEMPLATE,t,0.8679,1.175,0.081,4.0,22.268,3657.0,-0.1398,0.4669
90,3909,1392,3,56402.980332,30.15,-8.44,9.39,1.94,9,9,-3.664e-07,4.074e-07,,,ec0915.130420.199842_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,33,i,TEMPLATE,t,0.8914,1.264,0.088,3.703,22.463,3208.0,-0.3664,0.4074
90,3909,1392,3,56416.961472,30.15,13.48,6.72,0.76,9,9,5.852e-07,2.915e-07,,,ec0915.130504.203991_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,35,i,TEMPLATE,t,1.0866,1.371,0.061,4.91,22.467,2464.0,0.5852,0.2915
90,3909,1392,3,56416.962981,30.15,7.2,7.36,1.92,9,9,3.125e-07,3.195e-07,,,ec0915.130504.203992_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,37,i,TEMPLATE,t,1.0854,1.18,0.048,5.648,22.341,2472.0,0.3125,0.3195
90,3909,1392,3,56418.975542,30.15,11.62,7.03,0.58,9,9,5.042e-07,3.05e-07,,,ec0915.130506.204628_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,42,i,TEMPLATE,t,1.0858,1.094,0.062,4.477,22.703,2036.0,0.5042,0.305
90,3909,1392,3,56487.986817,30.15,-2.34,6.31,1.68,9,9,-1.017e-07,2.74e-07,,,ec0915.130714.218756_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,48,i,TEMPLATE,t,1.067,1.219,0.06,4.218,22.758,1788.0,-0.1017,0.27399999999999997
90,3909,1392,3,56488.986801,30.15,-3.24,6.95,1.0,9,9,-1.406e-07,3.015e-07,,,ec0915.130715.219200_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,54,i,TEMPLATE,t,1.0788,1.257,0.086,3.539,22.908,1898.0,-0.1406,0.3015
90,3909,1392,3,56489.01172,30.15,9.28,6.32,0.51,9,9,4.026e-07,2.742e-07,,,ec0915.130716.219212_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,60,i,TEMPLATE,t,1.0707,1.231,0.073,3.632,22.85,1875.0,0.4026,0.2742
90,3909,1392,3,56612.294949,30.15,-6.04,7.15,0.52,9,9,-2.62e-07,3.102e-07,,,ec0915.131116.254777_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,63,i,TEMPLATE,t,1.0711,1.276,0.054,5.351,22.272,2929.0,-0.262,0.31020000000000003
90,3909,1392,3,56612.305456,30.15,-22.61,8.06,0.94,9,9,-9.812e-07,3.497e-07,,,ec0915.131116.254782_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,68,i,TEMPLATE,t,1.0752,1.281,0.057,5.465,22.302,2775.0,-0.9812000000000001,0.3497
90,3909,1392,3,56668.209974,30.15,-9.95,5.81,1.06,9,9,-4.318e-07,2.523e-07,,,ec0915.140111.273123_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,74,i,TEMPLATE,t,1.1056,1.385,0.078,4.036,22.952,1534.0,-0.43179999999999996,0.2523
90,3909,1392,3,56668.218307,30.15,-16.12,5.61,1.32,9,9,-6.997e-07,2.436e-07,,,ec0915.140111.273127_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,80,i,TEMPLATE,t,1.1096,1.395,0.09,4.101,22.91,1448.0,-0.6997000000000001,0.24359999999999998
90,3909,1392,3,56675.345934,30.15,-18.71,8.65,0.29,9,9,-8.119e-07,3.753e-07,,,ec0915.140118.275406_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,83,i,TEMPLATE,t,0.9798,1.286,0.06,4.012,22.429,3348.0,-0.8119000000000001,0.37529999999999997
90,3909,1392,3,56675.348218,30.15,-26.03,8.74,0.31,9,9,-1.129e-06,3.794e-07,,,ec0915.140118.275407_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,85,i,TEMPLATE,t,0.9846,1.315,0.08,4.046,22.414,3292.0,-1.129,0.3794
90,3909,1392,3,56675.34971,30.15,1.73,8.92,0.8,9,9,7.513e-08,3.872e-07,,,ec0915.140118.275408_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,87,i,TEMPLATE,t,0.9807,1.309,0.074,3.864,22.407,3274.0,0.07513,0.38720000000000004
90,3909,1392,3,56675.351218,30.15,6.69,9.09,1.09,9,9,2.903e-07,3.945e-07,,,ec0915.140118.275409_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,89,i,TEMPLATE,t,0.9768,1.287,0.063,4.228,22.312,3282.0,0.2903,0.3945
90,3909,1392,3,56675.352709,30.15,-5.51,9.55,1.15,9,9,-2.393e-07,4.146e-07,,,ec0915.140118.275410_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,91,i,TEMPLATE,t,0.971,1.345,0.106,3.343,22.55,3360.0,-0.23929999999999998,0.4146
90,3909,1392,3,56675.357257,30.15,5.64,9.85,1.05,9,9,2.448e-07,4.275e-07,,,ec0915.140118.275413_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,93,i,TEMPLATE,t,0.9663,1.333,0.097,3.244,22.568,3451.0,0.24480000000000002,0.4275
90,3909,1392,3,56675.365379,30.15,-10.2,9.98,0.19,9,9,-4.426e-07,4.331e-07,,,ec0915.140118.275418_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,95,i,TEMPLATE,t,0.9685,1.36,0.113,3.363,22.578,3366.0,-0.4426,0.4331
90,3909,1392,3,56676.334309,30.15,-5.96,6.7,1.14,9,9,-2.585e-07,2.906e-07,,,ec0915.140119.275854_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,97,i,TEMPLATE,t,1.0486,1.308,0.066,4.532,22.609,2080.0,-0.2585,0.2906
90,3909,1392,3,56676.33595,30.15,8.41,7.15,1.83,9,9,3.65e-07,3.105e-07,,,ec0915.140119.275855_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,99,i,TEMPLATE,t,1.0549,1.319,0.071,4.383,22.639,2142.0,0.365,0.3105
90,3909,1392,3,56676.337446,30.15,-7.06,7.25,1.69,9,9,-3.066e-07,3.147e-07,,,ec0915.140119.275856_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,101,i,TEMPLATE,t,1.0508,1.32,0.065,4.42,22.606,2139.0,-0.3066,0.3147
90,3909,1392,3,56676.338931,30.15,-4.38,6.86,0.87,9,9,-1.903e-07,2.976e-07,,,ec0915.140119.275857_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,103,i,TEMPLATE,t,1.0527,1.325,0.072,4.5,22.597,2185.0,-0.1903,0.29760000000000003
90,3909,1392,3,56676.340439,30.15,-9.84,6.84,2.63,9,9,-4.271e-07,2.97e-07,,,ec0915.140119.275858_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,105,i,TEMPLATE,t,1.0578,1.329,0.068,4.911,22.498,2174.0,-0.4271,0.29700000000000004
90,3909,1392,3,56676.357882,30.15,-7.6,6.97,0.91,9,9,-3.297e-07,3.026e-07,,,ec0915.140119.275867_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,110,i,TEMPLATE,t,1.0571,1.371,0.098,3.899,22.752,2207.0,-0.3297,0.30260000000000004
