ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,mJyas2,mJyas2_err
0,2046,2316,3,56341.289265,30.93,77.93,12.21,0.98,9,0,1.648e-06,2.582e-07,23.358,0.17012,ec0915.130218.178885_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,13,z,TEMPLATE,t,0.8455,1.232,0.061,4.657,22.907,3019.0,1.648,0.25820000000000004
0,2046,2316,3,56341.291336,30.93,-5.44,9.6,2.19,9,0,-1.151e-07,2.031e-07,,,ec0915.130218.178886_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,14,z,TEMPLATE,t,0.8598,1.336,0.097,4.284,22.942,3058.0,-0.11510000000000001,0.2031
0,2046,2316,3,56360.209714,30.93,-23.09,11.55,3.02,9,4,-4.883e-07,2.442e-07,,,ec0915.130309.184932_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,21,z,TEMPLATE,t,0.5254,1.294,0.11,2.969,23.123,1743.0,-0.48830000000000007,0.24419999999999997
0,2046,2316,3,56418.977034,30.93,66.06,10.39,0.76,9,0,1.397e-06,2.197e-07,23.537,0.170719,ec0915.130506.204629_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,37,z,TEMPLATE,t,1.1462,1.266,0.088,4.157,22.934,6752.0,1.397,0.21969999999999998
0,2046,2316,3,56487.988309,30.93,85.51,10.11,0.78,9,0,1.808e-06,2.139e-07,23.257,0.128431,ec0915.130714.218757_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,42,z,TEMPLATE,t,1.1356,1.427,0.146,4.153,22.927,6036.0,1.808,0.2139
0,2046,2316,3,56488.988287,30.93,86.5,10.95,0.35,9,0,1.829e-06,2.316e-07,23.244,0.137463,ec0915.130715.219201_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,47,z,TEMPLATE,t,1.201,1.456,0.172,3.557,23.08,6648.0,1.829,0.2316
0,2046,2316,3,56489.013217,30.93,,,,0,0,,,,,ec0915.130716.219213_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,52,z,TEMPLATE,t,1.1702,1.344,0.094,3.696,23.033,6382.0,,
0,2046,2316,3,56612.306942,30.93,-78.61,11.52,1.12,9,0,-1.662e-06,2.436e-07,,,ec0915.131116.254783_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,59,z,TEMPLATE,t,1.12,1.25,0.062,4.862,22.732,6496.0,-1.662,0.24359999999999998
0,2046,2316,3,56668.211483,30.93,28.44,8.55,1.29,9,0,6.014e-07,1.808e-07,24.452,0.326362,ec0915.140111.273124_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,64,z,TEMPLATE,t,1.1661,1.341,0.096,3.657,23.239,4353.0,0.6013999999999999,0.18080000000000002
0,2046,2316,3,56668.219813,30.93,,,,0,0,,,,,ec0915.140111.273128_ooi_z_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,69,z,TEMPLATE,t,1.1851,1.373,0.109,4.455,23.019,4446.0,,
0,2046,2316,3,56764.149481,30.93,43.84,11.14,1.18,9,0,9.272e-07,2.355e-07,23.982,0.275759,ec0915.140417.301623_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,121,z,TEMPLATE,t,1.0952,1.487,0.225,3.437,23.114,5855.0,0.9272,0.23550000000000001
