ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err
0,3460,1472,3,56341.289265,30.915,36.85,11.48,0.98,9,0,7.903e-07,2.463e-07,24.156,0.338326,ec0915.130218.178885_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,18,z,TEMPLATE,t,0.8492,1.282,0.084,4.678,22.854,3319.0,0.7903,0.24629999999999996
0,3460,1472,3,56341.291336,30.915,67.6,11.01,0.26,9,0,1.45e-06,2.362e-07,23.497,0.176914,ec0915.130218.178886_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,19,z,TEMPLATE,t,0.8444,1.272,0.081,4.272,22.891,3368.0,1.4500000000000002,0.23620000000000002
0,3460,1472,3,56360.209714,30.915,87.36,14.1,0.78,9,1,1.873e-06,3.024e-07,23.218,0.175237,ec0915.130309.184932_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,26,z,TEMPLATE,t,0.5302,1.503,0.172,2.985,23.119,1729.0,1.873,0.3024
0,3460,1472,3,56418.977034,30.915,72.93,11.44,2.43,9,0,1.564e-06,2.454e-07,23.414,0.170322,ec0915.130506.204629_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,43,z,TEMPLATE,t,1.1499,1.408,0.13,4.154,22.941,6632.0,1.564,0.2454
0,3460,1472,3,56487.988309,30.915,28.84,11.48,0.89,9,0,6.184e-07,2.462e-07,,,ec0915.130714.218757_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,49,z,TEMPLATE,t,1.1065,1.398,0.136,4.132,22.883,6362.0,0.6184,0.24620000000000003
0,3460,1472,3,56488.988287,30.915,34.8,11.83,1.33,9,0,7.462e-07,2.537e-07,,,ec0915.130715.219201_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,55,z,TEMPLATE,t,1.1793,1.398,0.139,3.539,23.022,7003.0,0.7462000000000001,0.2537
0,3460,1472,3,56489.013217,30.915,20.4,11.87,0.35,9,0,4.374e-07,2.546e-07,,,ec0915.130716.219213_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,61,z,TEMPLATE,t,1.1645,1.353,0.114,3.653,23.001,6725.0,0.4374,0.2546
0,3460,1472,3,56612.306942,30.915,4.61,11.93,1.6,9,0,9.879e-08,2.558e-07,,,ec0915.131116.254783_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,69,z,TEMPLATE,t,1.1232,1.328,0.093,4.868,22.731,6465.0,0.09879,0.2558
0,3460,1472,3,56668.211483,30.915,-7.52,9.76,0.69,9,0,-1.614e-07,2.093e-07,,,ec0915.140111.273124_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,75,z,TEMPLATE,t,1.1727,1.49,0.155,3.611,23.257,4306.0,-0.16140000000000002,0.2093
0,3460,1472,3,56668.219813,30.915,-10.4,9.36,0.96,9,0,-2.23e-07,2.007e-07,,,ec0915.140111.273128_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,81,z,TEMPLATE,t,1.1786,1.44,0.115,4.442,23.028,4385.0,-0.223,0.2007
