phase,AB_mag,AB_mag_err
-4121.013263966663,21.648710942945076,0.04658100455012536
-4118.620454342716,21.644793708959806,0.04560166580439594
-4116.227644718761,21.64101743946589,0.04464703165145409
-4113.8348350948145,21.637380584603903,0.04371684408642227
-4111.4420254708675,21.63388157047036,0.04281085066445749
-4109.049215846913,21.630518799338954,0.04192880370154419
-4106.656406222966,21.627290649917583,0.04107045945360649
-4104.263596599019,21.624195477642424,0.040235577274875214
-4101.870786975065,21.621231615010547,0.039423918757098025
-4099.477977351118,21.618397371952252,0.03863524685174859
-4097.085167727171,21.615691036244392,0.037869324978087
-4094.692358103217,21.613110873966072,0.03712591612073547
-4092.29954847927,21.610655129997845,0.03640478192116419
-4089.906738855323,21.60832202856558,0.03570568176828738
-4087.513929231369,21.606109773830237,0.035028371894289756
-4085.121119607422,21.604016550524598,0.03437260448255012
-4082.728309983475,21.602040524637907,0.03373812679535327
-4080.3355003595207,21.600179844149505,0.03312468032989365
-4077.9426907355737,21.59843263981234,0.03253200001169048
-4075.5498811116263,21.596797025987037,0.03195981343512108
-4073.157071487673,21.595271101527402,0.031407840161256875
-4070.7642618637256,21.593852950717945,0.030875791083414886
-4068.3714522397786,21.59254064426388,0.03036336787090679
-4065.978642615824,21.59133224033406,0.029870262501369187
-4063.5858329918774,21.590225785657196,0.029396156891619556
-4061.1930233679304,21.589219316671354,0.028940722636335688
-4058.800213743976,21.58831086072694,0.028503620862975698
-4056.407404120029,21.58749843734292,0.02808450221013989
-4054.014594496075,21.58678005951601,0.02768300693512861
-4051.621784872128,21.586153735082465,0.027298765154832576
-4049.228975248181,21.58561746813179,0.02693139722214046
-4046.836165624227,21.58516926047158,0.026580514238089475
-4044.44335600028,21.584807113142585,0.026245718697783377
-4042.050546376333,21.58452902798277,0.025926605265912797
-4039.6577367523782,21.58433300923908,0.025622761675534997
-4037.264927128432,21.584217065225257,0.02533376974162094
-4034.872117504485,21.584179210024082,0.02505920647887648
-4032.4793078805305,21.584217465231937,0.024798645311557715
-4030.086498256584,21.5843298617436,0.024551657361418986
-4027.6936886326366,21.584514441574836,0.024317812798641616
-4025.3008790086824,21.58476925972014,0.02409668223965359
-4022.9080693847354,21.58509238604287,0.023887838175103687
-4020.515259760789,21.585481907194662,0.02369085641097175
-4018.1224501368342,21.585935928560904,0.02350531750588778
-4015.7296405128873,21.58645257622874,0.0233308081880917
-4013.33683088894,21.587029998974003,0.023166922736174735
-4010.944021264986,21.58766637026312,0.023013264308702687
-4008.551211641039,21.588359890265934,0.022869446208999156
-4006.158402017092,21.589108787875208,0.02273509307273033
-4003.765592393138,21.589911322728288,0.02260984196743122
-4001.372782769191,21.59076578722637,0.02249334339471293
-3998.979973145244,21.591670508546585,0.0223852621874757
-3996.5871635212898,21.59262385064195,0.022285278296140063
-3994.194353897343,21.59362421622416,0.022193087459448202
-3991.801544273396,21.594670048724076,0.02210840175694615
-3989.4087346494416,21.59575983422456,0.02203095004170181
-3987.015925025494,21.59689210336041,0.021960478253138984
-3984.623115401548,21.598065433179926,0.021896749611094203
-3982.2303057775935,21.599278448962636,0.0218395446933134
-3979.8374961536465,21.60052982598774,0.021788661399560455
-3977.444686529699,21.601818291247785,0.021743914806382443
-3975.0518769057458,21.603142625102056,0.021705136917308177
-3972.6590672817983,21.60450166286429,0.021672176313891352
