ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err,im_expnum,g_ixs_flag,g_ims_flag
0,3460,1472,3,56703.191831,30.15,-1.23,8.17,1.73,9,0,-5.324e-08,3.545e-07,,,ec0915.140215.285241_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,75,i,TEMPLATE,t,1.0384,1.253,0.045,5.625,22.163,3162.0,-0.0532399999999999,0.3545,285241,True,True
0,3460,1472,3,56713.195515,30.15,-1.66,5.74,1.65,9,0,-7.196e-08,2.489e-07,,,ec0915.140225.288122_ooi_i_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,78,i,TEMPLATE,t,1.0838,1.326,0.096,3.779,23.115,1302.0,-0.07196,0.2489,288122,True,True
0,3460,1472,3,56745.062221,30.15,-2.75,6.64,0.72,9,8,-1.193e-07,2.88e-07,,,ec0915.140329.296582_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,82,i,TEMPLATE,t,1.0366,1.42,0.151,2.871,23.258,1494.0,-0.1192999999999999,0.288,296582,True,True
0,3460,1472,3,56764.147993,30.15,-17.6,7.49,0.71,9,0,-7.636e-07,3.251e-07,,,ec0915.140417.301622_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,83,i,TEMPLATE,t,1.0611,1.331,0.086,3.777,22.639,2466.0,-0.7636,0.3251,301622,True,True
0,3460,1472,3,56764.152138,30.15,-2.57,7.51,0.8,9,4,-1.116e-07,3.261e-07,,,ec0915.140417.301624_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,85,i,TEMPLATE,t,1.0632,1.354,0.104,3.129,22.955,2519.0,-0.1115999999999999,0.3261,301624,True,True
0,3460,1472,3,56814.004757,30.15,4.48,6.09,1.68,9,0,1.946e-07,2.642e-07,,,ec0915.140606.320221_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,87,i,TEMPLATE,t,1.075,1.313,0.061,5.024,22.64,1603.0,0.1946,0.2642,320221,True,True
0,3460,1472,3,56834.971837,30.15,27.14,6.43,0.78,9,0,1.178e-06,2.79e-07,23.722,0.25721,ec0915.140626.331034_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,92,i,TEMPLATE,t,1.0716,1.295,0.059,5.142,22.536,1858.0,1.178,0.2789999999999999,331034,True,True
0,3460,1472,3,56836.96303,30.15,20.95,6.88,1.28,9,0,9.092e-07,2.986e-07,24.003,0.356597,ec0915.140628.331924_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,95,i,TEMPLATE,t,1.0901,1.296,0.072,3.935,22.728,2359.0,0.9092,0.2986,331924,True,True
0,3460,1472,3,56851.998267,30.15,5.88,9.84,0.77,9,0,2.553e-07,4.272e-07,,,ec0915.140713.336059_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,97,i,TEMPLATE,t,0.9438,1.224,0.035,7.359,21.687,3421.0,0.2553,0.4272,336059,False,True
0,3460,1472,3,56854.979266,30.15,24.99,6.36,1.54,9,0,1.084e-06,2.76e-07,23.812,0.276321,ec0915.140716.337816_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,100,i,TEMPLATE,t,1.0272,1.308,0.082,4.112,22.773,1954.0,1.084,0.2759999999999999,337816,True,True
0,3460,1472,3,56866.968929,30.15,-28.56,15.79,0.99,9,0,-1.239e-06,6.853e-07,,,ec0915.140728.341659_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,102,i,TEMPLATE,t,0.4126,1.25,0.045,5.778,21.404,1944.0,-1.239,0.6853,341659,True,True
0,3460,1472,3,56998.315348,30.15,19.35,8.19,0.71,9,0,8.399e-07,3.555e-07,,,ec0915.141207.384680_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,105,i,TEMPLATE,t,1.0489,1.203,0.072,3.603,22.71,2393.0,0.8399,0.3555,384680,True,True
0,3460,1472,3,56998.319522,30.15,28.03,7.62,1.49,9,0,1.216e-06,3.308e-07,23.687,0.295258,ec0915.141207.384682_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,107,i,TEMPLATE,t,1.0546,1.141,0.051,4.54,22.435,2466.0,1.2160000000000002,0.3308,384682,True,True
0,3460,1472,3,57026.227494,30.15,23.66,8.37,0.88,9,0,1.027e-06,3.632e-07,,,ec0915.150104.394284_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,110,i,TEMPLATE,t,0.9979,1.176,0.075,3.873,22.458,2694.0,1.027,0.3632,394284,True,True
0,3460,1472,3,57026.231641,30.15,17.85,8.1,0.97,9,0,7.744e-07,3.517e-07,,,ec0915.150104.394286_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,112,i,TEMPLATE,t,1.0048,1.197,0.081,3.495,22.541,2666.0,0.7744000000000001,0.3517,394286,True,True
0,3460,1472,3,57050.240612,30.15,12.41,6.12,0.96,9,4,5.384e-07,2.658e-07,,,ec0915.150128.403910_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,117,i,TEMPLATE,t,0.9668,1.364,0.144,3.304,23.229,925.0,0.5384,0.2658,403910,True,True
0,3460,1472,3,57053.239002,30.15,1.49,7.24,1.48,9,4,6.471e-08,3.141e-07,,,ec0915.150131.404892_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,121,i,TEMPLATE,t,1.0171,1.234,0.083,3.364,22.939,1632.0,0.06471,0.3141,404892,True,True
0,3460,1472,3,57056.258881,30.15,16.88,8.37,1.05,9,4,7.324e-07,3.633e-07,,,ec0915.150203.405991_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,125,i,TEMPLATE,t,1.0336,1.153,0.086,3.196,22.717,2562.0,0.7323999999999999,0.3632999999999999,405991,True,True
0,3460,1472,3,57056.267145,30.15,8.27,7.66,0.65,9,0,3.59e-07,3.322e-07,,,ec0915.150203.405995_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,129,i,TEMPLATE,t,1.0348,1.14,0.076,3.546,22.606,2520.0,0.359,0.3322,405995,True,True
0,3460,1472,3,57083.232271,30.15,23.82,6.64,0.35,9,0,1.034e-06,2.88e-07,23.864,0.302557,ec0915.150302.417214_ooi_i_v1_N22_160305.523435_ooi_i_v1_N22.diff.fits,0x0000,134,i,TEMPLATE,t,0.9959,1.168,0.059,3.913,22.731,1599.0,1.034,0.288,417214,True,True
