ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err,im_expnum,g_ixs_flag,g_ims_flag
0,2069,2290,3,56341.21111,30.151,2.61,5.02,1.04,9,9,1.132e-07,2.175e-07,,,ec0915.130218.178843_ooi_i_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,4,i,TEMPLATE,t,1.0856,1.384,0.109,3.834,23.216,1025.0,0.1132,0.2175,178843,True,True
0,2069,2290,3,56341.216066,30.151,6.83,4.74,0.42,9,9,2.961e-07,2.053e-07,,,ec0915.130218.178844_ooi_i_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,5,i,TEMPLATE,t,1.0883,1.335,0.08,4.222,23.151,1006.0,0.2961,0.2052999999999999,178844,True,True
0,2069,2290,3,56341.219,30.151,-3.06,4.87,1.15,9,9,-1.328e-07,2.11e-07,,,ec0915.130218.178845_ooi_i_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,6,i,TEMPLATE,t,1.1,1.419,0.123,3.981,23.186,1023.0,-0.1328,0.211,178845,True,True
0,2069,2290,3,56343.220957,30.151,-1.11,5.62,0.23,9,9,-4.828e-08,2.435e-07,,,ec0915.130220.179486_ooi_i_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,14,i,TEMPLATE,t,1.1045,1.46,0.141,4.085,23.09,1220.0,-0.0482799999999999,0.2434999999999999,179486,True,True
0,2069,2290,3,56343.222439,30.151,5.51,5.28,1.2,9,9,2.39e-07,2.29e-07,,,ec0915.130220.179487_ooi_i_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,15,i,TEMPLATE,t,1.1069,1.426,0.125,4.061,23.07,1233.0,0.239,0.229,179487,True,True
0,2069,2290,3,56360.212694,30.151,-2.71,4.97,0.42,9,9,-1.173e-07,2.154e-07,,,ec0915.130309.184934_ooi_i_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,18,i,TEMPLATE,t,1.07,1.526,0.191,3.383,23.338,1039.0,-0.1173,0.2154,184934,True,True
0,2069,2290,3,56402.978833,30.151,-6.3,9.71,0.56,9,9,-2.732e-07,4.211e-07,,,ec0915.130420.199841_ooi_i_v1_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,19,i,TEMPLATE,t,0.868,1.174,0.066,3.946,22.264,3670.0,-0.2732,0.4211,199841,True,True
0,2069,2290,3,56402.980332,30.151,,,,0,0,,,,,ec0915.130420.199842_ooi_i_v1_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,20,i,TEMPLATE,t,0.8923,1.254,0.074,3.683,22.455,3228.0,,,199842,False,True
0,2069,2290,3,56416.961472,30.151,13.25,7.2,0.44,9,9,5.745e-07,3.121e-07,,,ec0915.130504.203991_ooi_i_v1_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,21,i,TEMPLATE,t,1.0876,1.345,0.054,4.921,22.446,2480.0,0.5745,0.3121,203991,True,True
0,2069,2290,3,56416.962981,30.151,,,,0,0,,,,,ec0915.130504.203992_ooi_i_v1_N26_160305.523435_ooi_i_v1_N26.diff.fits,0x0000,22,i,TEMPLATE,t,1.1009,1.221,0.068,5.621,22.329,2478.0,,,203992,False,True
