ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err
0,2046,2316,3,56255.3074,30.257,26.82,5.46,1.22,9,9,1.054e-06,2.147e-07,23.843,0.221114,ec0915.121124.155040_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,2,r,TEMPLATE,t,1.006,1.571,0.222,3.9,23.169,1249.0,1.054,0.2147
0,2046,2316,3,56255.308881,30.257,-0.59,5.57,2.16,9,9,-2.314e-08,2.19e-07,,,ec0915.121124.155041_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,3,r,TEMPLATE,t,1.0053,1.468,0.149,3.797,23.173,1272.0,-0.02314,0.219
0,2046,2316,3,56341.293398,30.257,20.5,4.72,2.99,9,9,8.057e-07,1.855e-07,24.135,0.249999,ec0915.130218.178887_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,15,r,TEMPLATE,t,1.0757,1.599,0.219,4.154,23.194,1129.0,0.8057,0.1855
0,2046,2316,3,56341.294876,30.257,5.47,5.21,0.6,9,9,2.148e-07,2.046e-07,,,ec0915.130218.178888_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,16,r,TEMPLATE,t,1.0621,1.459,0.143,4.066,23.191,1156.0,0.2148,0.2046
0,2046,2316,3,56360.211203,30.257,12.69,4.65,1.11,9,9,4.986e-07,1.828e-07,,,ec0915.130309.184933_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,22,r,TEMPLATE,t,1.0484,1.806,0.278,3.684,23.402,950.0,0.4986,0.1828
0,2046,2316,3,56418.974052,30.257,13.59,5.95,1.12,9,3,5.339e-07,2.338e-07,,,ec0915.130506.204627_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,34,r,TEMPLATE,t,1.045,1.328,0.211,4.657,22.936,1474.0,0.5338999999999999,0.23379999999999998
0,2046,2316,3,56487.98529,30.257,6.16,5.67,0.93,9,9,2.421e-07,2.227e-07,,,ec0915.130714.218755_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,39,r,TEMPLATE,t,1.0613,1.55,0.212,4.29,22.969,1524.0,0.24209999999999998,0.2227
0,2046,2316,3,56488.985316,30.257,9.45,5.78,1.79,9,9,3.714e-07,2.273e-07,,,ec0915.130715.219199_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,44,r,TEMPLATE,t,1.0546,1.502,0.207,3.724,23.06,1524.0,0.3714,0.2273
0,2046,2316,3,56489.010229,30.257,,,,0,0,,,,,ec0915.130716.219211_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,49,r,TEMPLATE,t,1.0416,1.66,0.281,3.904,23.007,1548.0,,
0,2046,2316,3,56612.303937,30.257,-12.1,7.9,1.51,9,9,-4.756e-07,3.103e-07,,,ec0915.131116.254781_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,56,r,TEMPLATE,t,1.026,1.371,0.076,5.472,22.265,3290.0,-0.4756,0.3103
0,2046,2316,3,56668.208489,30.257,3.67,5.31,2.67,9,9,1.444e-07,2.089e-07,,,ec0915.140111.273122_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,61,r,TEMPLATE,t,1.0492,1.592,0.191,4.143,22.979,1614.0,0.1444,0.2089
0,2046,2316,3,56676.356367,30.257,15.14,6.95,0.63,9,9,5.95e-07,2.732e-07,,,ec0915.140119.275866_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,95,r,TEMPLATE,t,1.0212,1.524,0.163,3.979,22.805,2257.0,0.595,0.2732
0,2046,2316,3,56703.184694,30.257,-14.2,9.24,0.59,9,9,-5.579e-07,3.633e-07,,,ec0915.140215.285237_ooi_r_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,103,r,TEMPLATE,t,1.001,1.458,0.143,5.27,22.191,3942.0,-0.5579,0.36329999999999996
0,2046,2316,3,56852.005984,30.257,7.43,8.94,2.42,9,9,2.918e-07,3.512e-07,,,ec0915.140714.336064_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,140,r,TEMPLATE,t,0.904,1.33,0.076,5.313,22.299,2689.0,0.2918,0.3512
0,2046,2316,3,56998.343496,30.257,17.44,7.49,1.17,9,9,6.855e-07,2.944e-07,,,ec0915.141207.384694_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,155,r,TEMPLATE,t,1.0219,1.335,0.105,4.567,22.507,2524.0,0.6855,0.2944
0,2046,2316,3,57026.255699,30.257,12.97,7.3,1.23,9,9,5.098e-07,2.87e-07,,,ec0915.150104.394298_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,162,r,TEMPLATE,t,0.9879,1.824,0.155,3.913,22.703,1929.0,0.5097999999999999,0.28700000000000003
0,2046,2316,3,57050.239138,30.257,8.54,6.17,0.59,9,7,3.357e-07,2.425e-07,,,ec0915.150128.403909_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,164,r,TEMPLATE,t,0.9607,1.066,0.181,3.746,22.934,1367.0,0.3357,0.24250000000000002
0,2046,2316,3,57053.237528,30.257,5.96,6.55,2.15,9,9,2.344e-07,2.573e-07,,,ec0915.150131.404891_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,168,r,TEMPLATE,t,1.0033,1.593,0.248,3.429,23.024,1528.0,0.2344,0.25730000000000003
0,2046,2316,3,57056.25738,30.257,2.4,8.87,0.83,9,9,9.449e-08,3.485e-07,,,ec0915.150203.405990_ooi_r_ls9_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,173,r,TEMPLATE,t,0.9841,1.106,0.111,3.626,22.522,2961.0,0.09448999999999999,0.3485
0,2046,2316,3,57056.265651,30.257,,,,0,0,,,,,ec0915.150203.405994_ooi_r_ls9_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,178,r,TEMPLATE,t,0.9777,1.131,0.099,3.773,22.517,2861.0,,
0,2046,2316,3,57083.230787,30.257,10.18,6.85,1.84,9,9,3.999e-07,2.693e-07,,,ec0915.150302.417213_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,184,r,TEMPLATE,t,0.9626,1.322,0.085,4.353,22.666,1586.0,0.3999,0.2693
0,2046,2316,3,57090.189029,30.257,,,,0,0,,,,,ec0915.150309.419767_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,195,r,TEMPLATE,t,0.9788,1.044,0.108,3.206,22.831,2482.0,,
0,2046,2316,3,57139.007316,30.257,2.77,6.84,0.53,9,9,1.09e-07,2.69e-07,,,ec0915.150427.437745_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,206,r,TEMPLATE,t,0.993,0.874,0.059,6.029,22.294,1975.0,0.109,0.26899999999999996
0,2046,2316,3,57198.957095,30.257,5.17,8.67,1.04,9,9,2.031e-07,3.406e-07,,,ec0915.150625.453950_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,222,r,TEMPLATE,t,0.966,0.886,0.073,4.889,22.254,2761.0,0.2031,0.3406
0,2046,2316,3,57198.962738,30.257,,,,0,0,,,,,ec0915.150625.453953_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,226,r,TEMPLATE,t,0.9645,0.942,0.056,5.393,22.263,2328.0,,
0,2046,2316,3,57199.002336,30.257,13.24,8.61,1.87,9,9,5.202e-07,3.384e-07,,,ec0915.150626.453974_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,230,r,TEMPLATE,t,0.9678,0.804,0.073,5.127,22.267,2669.0,0.5202,0.33840000000000003
0,2046,2316,3,57387.337417,30.257,13.69,7.94,0.34,9,9,5.379e-07,3.122e-07,,,ec0915.151231.507218_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,237,r,TEMPLATE,t,0.9865,0.983,0.137,3.429,22.809,2113.0,0.5378999999999999,0.3122
0,2046,2316,3,57388.331676,30.257,22.27,6.95,1.51,9,9,8.754e-07,2.73e-07,24.045,0.338657,ec0915.160101.507559_ooi_r_v1_N26_210220.966731_ooi_r_v1_N26.diff.fits,0x0000,242,r,TEMPLATE,t,0.9943,0.982,0.14,3.608,22.828,1876.0,0.8754000000000001,0.273
