ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err
0,2046,2316,3,56255.304405,30.494,1.22,6.22,3.14,9,9,3.844e-08,1.965e-07,,,ec0915.121124.155038_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,0,g,TEMPLATE,t,0.5692,1.292,0.087,4.522,23.07,451.0,0.03844,0.19649999999999998
0,2046,2316,3,56255.3059,30.494,-8.42,5.72,0.59,9,9,-2.663e-07,1.807e-07,,,ec0915.121124.155039_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,1,g,TEMPLATE,t,0.57,1.282,0.08,4.591,23.052,463.0,-0.2663,0.1807
0,2046,2316,3,56341.278127,30.494,6.67,3.9,0.49,9,9,2.108e-07,1.234e-07,,,ec0915.130218.178882_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,10,g,TEMPLATE,t,1.2445,1.383,0.123,4.517,23.591,815.0,0.21080000000000002,0.12340000000000001
0,2046,2316,3,56341.28397,30.494,-3.03,3.69,0.49,9,9,-9.579e-08,1.166e-07,,,ec0915.130218.178883_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,11,g,TEMPLATE,t,1.2422,1.28,0.052,5.803,23.316,814.0,-0.09579,0.1166
0,2046,2316,3,56341.286605,30.494,-4.52,3.7,1.61,9,9,-1.43e-07,1.171e-07,,,ec0915.130218.178884_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,12,g,TEMPLATE,t,1.2456,1.339,0.088,5.206,23.391,833.0,-0.143,0.1171
0,2046,2316,3,56418.9714,30.494,10.91,4.17,0.59,9,9,3.448e-07,1.318e-07,,,ec0915.130506.204626_ooi_g_v1_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,33,g,TEMPLATE,t,1.2265,1.068,0.105,5.309,23.266,1125.0,0.3448,0.1318
0,2046,2316,3,56487.982626,30.494,3.7,4.23,1.17,9,9,1.17e-07,1.336e-07,,,ec0915.130714.218754_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,38,g,TEMPLATE,t,1.2301,1.35,0.103,4.732,23.268,1307.0,0.117,0.1336
0,2046,2316,3,56488.982674,30.494,-7.37,5.13,0.96,9,9,-2.329e-07,1.621e-07,,,ec0915.130715.219198_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,43,g,TEMPLATE,t,1.2281,1.339,0.103,4.401,23.184,1684.0,-0.2329,0.1621
0,2046,2316,3,56489.007577,30.494,,,,0,0,,,,,ec0915.130716.219210_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,48,g,TEMPLATE,t,1.2033,1.326,0.089,4.635,23.072,1738.0,,
0,2046,2316,3,56612.301256,30.494,76.27,9.82,7.27,9,9,2.411e-06,3.103e-07,22.945,0.139745,ec0915.131116.254780_ooi_g_N26_160306.523730_ooi_g_v1_N26.diff.fits,0x0000,55,g,TEMPLATE,t,1.1829,1.306,0.071,6.41,22.021,6533.0,2.411,0.3103
