Teff,ln_sigma_mgb,ln_sigma_caii
5421.561740208823,-0.3182421822346742,-0.29199007990895887
5439.025822128995,-0.3666617767802406,-0.31007384587634323
6635.042169254701,-0.22516095514577897,-0.25046419286458194
5406.646083633259,-0.36803984621200747,-0.3070308386455855
5416.067624012777,-0.32744488663508553,-0.2920870633534151
5424.84413499755,-0.3510778252595134,-0.35011168970085693
5422.240820417317,-0.3030525588929333,-0.31751225393159477
6634.901034916249,-0.2253420035024871,-0.23281874570508113
5418.94744877367,-0.2946207933409697,-0.30917677229568835
5425.73549977805,-0.3190317705635309,-0.329424629023449
5400.302415665719,-0.32225703026710106,-0.3232033061887448
5409.656584058764,-0.2938076034157745,-0.330195873628681
5406.069103214202,-0.2943847525821073,-0.3527137188879134
5413.4538385064125,-0.30664565663993304,-0.3189623532788425
5433.310931060636,-0.35374392126654175,-0.3419867222226207
