ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err,im_expnum,g_ixs_flag,g_ims_flag
0,2069,2290,3,57824.281503,30.93,,,,0,0,,,,,ec0915.170312.628816_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,241,z,TEMPLATE,t,1.0436,1.145,0.072,3.441,22.927,6711.0,,,628816,False,True
0,2069,2290,3,57847.124307,30.93,51.22,11.9,0.75,9,0,1.083e-06,2.517e-07,23.813,0.252294,ec0915.170404.636946_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,250,z,TEMPLATE,t,1.0132,1.074,0.086,3.527,23.084,4507.0,1.083,0.2517,636946,True,True
0,2069,2290,3,57848.992872,30.93,53.12,12.96,1.12,9,0,1.123e-06,2.741e-07,23.774,0.26498,ec0915.170405.637489_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,253,z,TEMPLATE,t,1.0134,1.068,0.072,3.471,22.813,7288.0,1.123,0.2741,637489,True,True
0,2069,2290,3,57872.960558,30.93,111.44,15.46,1.18,9,0,2.357e-06,3.268e-07,22.969,0.150575,ec0915.170429.645088_ooi_z_vx_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,255,z,TEMPLATE,t,1.1233,1.159,0.118,2.72,23.036,9330.0,2.357,0.3268,645088,True,True
0,2069,2290,3,57872.960558,30.93,90.98,14.91,1.25,9,0,1.924e-06,3.154e-07,23.189,0.177981,ec0915.170429.645088_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,254,z,TEMPLATE,t,1.0953,1.168,0.11,2.721,23.055,9070.0,1.924,0.3153999999999999,645088,True,True
0,2069,2290,3,57874.962088,30.93,124.3,42.19,0.6,9,0,2.629e-06,8.922e-07,,,ec0915.170501.646110_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,268,z,TEMPLATE,t,0.4094,0.828,0.059,3.6,21.542,11574.0,2.629,0.8922,646110,False,False
0,2069,2290,3,57874.96623,30.93,,,,0,0,,,,,ec0915.170501.646112_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,270,z,TEMPLATE,t,0.2688,1.109,0.061,3.641,21.253,8387.0,,,646112,False,False
0,2069,2290,3,57874.96623,30.93,,,,0,0,,,,,ec0915.170501.646112_ooi_z_vx_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,271,z,TEMPLATE,t,0.2738,1.101,0.056,3.637,21.246,8452.0,,,646112,False,False
0,2069,2290,3,57875.018706,30.93,,,,0,0,,,,,ec0915.170502.646137_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,276,z,TEMPLATE,t,0.4838,1.215,0.107,3.255,22.168,6884.0,,,646137,False,False
0,2069,2290,3,57875.018706,30.93,,,,0,0,,,,,ec0915.170502.646137_ooi_z_vx_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,277,z,TEMPLATE,t,0.4973,1.153,0.103,3.253,22.138,7278.0,,,646137,False,False
0,2069,2290,3,57875.081054,30.93,17.15,474.75,0.04,3,0,3.628e-07,1.004e-05,,,ec0915.170502.646165_ooi_z_v1_N26_160306.523733_ooi_z_v1_N26.diff.fits,0x0000,280,z,TEMPLATE,t,0.3028,1.142,0.076,3.347,21.613,7145.0,0.3628,10.04,646165,False,False
