mjd,mJyas2,mJyas2_err
53316.094507881346,2.1665027595692887,0.26885843727084646
53318.42215496539,2.176503514066032,0.26295177304933065
53320.749802049424,2.186391039144043,0.2571419753731827
53323.07744913347,2.1961681812722196,0.2514313550951914
53325.40509621751,2.205837883541199,0.2458221561772682
53327.732743301545,2.2154031788607984,0.24031655081662265
53330.06039038559,2.224867182904557,0.23491663421880604
53332.38803746963,2.234233086810651,0.22962441899717914
53334.71568455367,2.243504149650028,0.22444182918096958
53337.04333163771,2.2526836906723915,0.21937069381893043
53339.37097872175,2.261775081341118,0.21441274017092563
53341.698625805795,2.270781737169983,0.20956958648656193
53344.02627288983,2.2797071093736374,0.2048427343789846
53346.35391997387,2.28855467634565,0.2002335608118195
53348.681567057916,2.2973279349773437,0.19574330972979004
53351.00921414195,2.3060303918323006,0.19137308337667217
53353.336861225995,2.314665554191179,0.1871238333603712
53355.66450831004,2.323236920981813,0.18299635154170765
53357.99215539407,2.331747973611124,0.17899126084165176
53360.319802478116,2.340202166714512,0.17510900608108404
53362.64744956216,2.348602918839436,0.17134984498682848
53364.975096646194,2.3569536030806457,0.16771383951635874
53367.30274373024,2.365257537684077,0.16420084767204454
53369.63039081428,2.3735179766371424,0.1608105159916368
53371.958037898316,2.381738100263817,0.15754227291419617
53374.28568498236,2.3899210058425657,0.15439532322972127
53376.6133320664,2.398069698265505,0.15136864382404025
53378.94097915044,2.4061870807579155,0.14846098092770588
53381.26862623448,2.4142759456768546,0.145670849068093
53383.59627331852,2.4223389654076684,0.14299653190675998
53385.923920402565,2.43037868337786,0.14043608511895161
53388.2515674866,2.4383975052072695,0.13798734143983682
53390.579214570644,2.4463976900139714,0.13564791796226783
53392.90686165469,2.4543813418945746,0.13341522572548217
53395.23450873872,2.462350401598584,0.13128648158375467
53397.562155822765,2.4703066384155297,0.12925872229124385
53399.88980290681,2.478251642293421,0.12732882068566
53402.21744999084,2.4861868162077556,0.1254935038010885
53404.545097074886,2.494113368799056,0.12374937269215328
53406.87274415893,2.5020323072970263,0.1220929237091051
53409.200391242965,2.5099444307494747,0.12052057092853814
53411.52803832701,2.5178503235733563,0.11902866941866466
