mjd,mJyas2,mJyas2_err,phase
53312.64599109685,1.1059096597445102,0.2743230078934813,-4122.855695379752
53314.98433002261,1.1108007350967886,0.26832047726662334,-4120.517356453987
53317.32266894838,1.1156619034281947,0.2624139054528785,-4118.179017528222
53319.66100787414,1.120496243510177,0.2566057091375373,-4115.840678602457
53321.99934679991,1.125306880207758,0.25089824185801085,-4113.502339676692
53324.33768572567,1.1300969778785181,0.245293789247527,-4111.164000750927
53326.676024651446,1.1348697335671907,0.2397945639210924,-4108.825661825154
53329.01436357721,1.1396283700049068,0.23440269997954252,-4106.487322899389
53331.352702502976,1.1443761284231089,0.22912024710956358,-4104.148983973624
53333.69104142874,1.1491162611921317,0.22394916426166525,-4101.810645047859
53336.02938035451,1.1538520242955443,0.21889131289231398,-4099.472306122094
53338.36771928027,1.1585866696516676,0.21394844976308794,-4097.133967196329
53340.70605820604,1.1633234372941113,0.20912221929734925,-4094.7956282705636
53343.0443971318,1.1680655474239163,0.20441414550461223,-4092.4572893447985
53345.38273605757,1.172816192346211,0.1998256234942744,-4090.1189504190334
53347.72107498333,1.1775785283048288,0.19535791061364244,-4087.780611493268
53350.0594139091,1.1823556672288307,0.1910121172606006,-4085.442272567503
53352.39775283487,1.1871506684052986,0.18678919743816794,-4083.1039336417307
53354.736091760635,1.1919665300930204,0.18268993913714782,-4080.7655947159656
53357.0744306864,1.1968061810925934,0.17871495465262455,-4078.4272557902004
53359.412769612165,1.2016724722880645,0.174864670961274,-4076.0889168644353
53361.75110853793,1.2065681681762688,0.17113932030694076,-4073.75057793867
53364.089447463695,1.211495938400049,0.16753893116252452,-4071.412239012905
53366.42778638946,1.2164583493017425,0.1640633197547872,-4069.07390008714
53368.766125315226,1.2214578555138669,0.16071208235499485,-4066.735561161375
53371.10446424099,1.2264967916038283,0.15748458855072645,-4064.3972222356097
53373.442803166756,1.231577363789997,0.1543799757218248,-4062.0588833098445
53375.78114209252,1.2367016417464782,0.1513971449450443,-4059.7205443840794
53378.11948101829,1.241871550513951,0.14853475854675424,-4057.382205458307
53380.45781994406,1.247088862534392,0.14579123950985556,-4055.043866532542
53382.79615886982,1.2523551898272047,0.14316477291978436,-4052.7055276067767
53385.13449779559,1.2576719763244748,0.14065330960501307,-4050.3671886810116
53387.472836721354,1.263040490383033,0.13825457208953656,-4048.0288497552465
53389.81117564712,1.268461817491032,0.13596606293023927,-4045.6905108294814
53392.149514572884,1.273936853186477,0.13378507546117396,-4043.352171903716
53394.48785349865,1.2794662962052241,0.13170870691196435,-4041.013832977951
53396.826192424414,1.285050641875796,0.12973387381046186,-4038.675494052186
53399.16453135018,1.290690175777847,0.1278573295231182,-4036.337155126421
53401.502870275945,1.296384967681461,0.12607568373237307,-4033.9988162006557
53403.84120920172,1.3021348657835006,0.12438542360137188,-4031.6604772748833
53406.17954812748,1.30793949125745,0.12278293633433553,-4029.322138349118
53408.51788705325,1.3137982331327445,0.1212645328081023,-4026.983799423353
53410.85622597901,1.3197102435187444,0.11982647192756392,-4024.645460497588
53413.19456490478,1.325674433188719,0.11846498534591751,-4022.307121571823
53415.53290383054,1.3316894675383253,0.11717630219007436,-4019.9687826460577
53417.87124275631,1.3377537629326532,0.1159566734412855,-4017.6304437202925
53420.20958168207,1.3438654834553558,0.1148023956406942,-4015.2921047945274
53422.54792060784,1.3500225380728805,0.11370983361707515,-4012.9537658687623
53424.8862595336,1.356222578226097,0.11267544196833275,-4010.615426942997
53427.22459845937,1.3624629958609589,0.11169578506702252,-4008.277088017232
53429.56293738514,1.3687409219092572,0.11076755540183651,-4005.9387490914596
53431.901276310906,1.3750532252296246,0.10988759010912524,-4003.6004101656945
53434.23961523667,1.3813965120185152,0.10905288559037067,-4001.2620712399294
53436.577954162436,1.387767125699611,0.1082606101507531,-3998.923732314164
53438.9162930882,1.3941611472996982,0.1075081146301525,-3996.585393388399
53441.254632013966,1.4005743963181843,0.10679294102987956,-3994.247054462634
53443.59297093973,1.4070024320961956,0.10611282916575926,-3991.908715536869
53445.9313098655,1.4134405556908858,0.10546572140101629,-3989.5703766111037
53448.26964879126,1.4198838122589272,0.10484976553004714,-3987.2320376853386
53450.60798771703,1.4263269939531398,0.10426331589759469,-3984.8936987595735
53452.94632664279,1.4327646433341918,0.10370493284725578,-3982.5553598338083
53455.28466556856,1.4391910572993734,0.10317338059868997,-3980.217020908043
53457.62300449433,1.4456002915285344,0.10266762365591432,-3977.878681982271
53459.961343420095,1.4519861654470052,0.10218682184921746,-3975.5403430565057
53462.29968234586,1.4583422677038236,0.10173032411196775,-3973.2020041307405
53464.638021271625,1.4646619621627321,0.10129766109115938,-3970.8636652049754
53466.97636019739,1.4709383944023369,0.10088853668734293,-3968.5253262792103
53469.314699123155,1.4771644987208612,0.10050281861649041,-3966.186987353445
53471.65303804892,1.483333005639758,0.10014052808359403,-3963.84864842768
53473.991376974685,1.4894364498994204,0.09980182865540158,-3961.510309501915
53476.32971590045,1.4954671789392968,0.0994870144188272,-3959.1719705761498
53478.668054826216,1.5014173618534405,0.09919649751096947,-3956.8336316503846
53481.00639375198,1.5072789988117448,0.09893079510817641,-3954.4952927246195
53483.34473267775,1.513043930935976,0.09869051596347142,-3952.156953798847
53485.68307160352,1.5187038506184276,0.09847634658512408,-3949.818614873082
53488.02141052928,1.5242503122706843,0.09828903715329096,-3947.480275947317
53490.35974945505,1.5296747434882336,0.09812938727657271,-3945.1419370215517
53492.698088380814,1.534968456616017,0.09799823169544274,-3942.8035980957866
