pickles_id,sptype,teff,r
127,G8I,4591.98,0.7692318128712624
126,G5I,5046.61,0.6192943256652335
125,G2I,5320.0,0.804242988347345
124,G0I,5508.08,0.7675834627702023
123,F8I,6095.37,0.580251139844293
122,F5I,6637.43,0.7549474662810842
