pickles_id,sptype,teff,r
127,G8I,4591.98,0.5586755968867655
126,G5I,5046.61,0.395942720132527
125,G2I,5320.0,0.5682042005658902
124,G0I,5508.08,0.5539237140647795
123,F8I,6095.37,0.3415580738540844
122,F5I,6637.43,0.5259219282713458
