pickles_id,sptype,teff,r
127,G8I,4591.98,0.7142030610803431
126,G5I,5046.61,0.5437402267500191
125,G2I,5320.0,0.7411113289961478
124,G0I,5508.08,0.7094783645946763
123,F8I,6095.37,0.483314312950472
122,F5I,6637.43,0.6776384413601035
