wavelength_A,flux_pickles,sptype,teff_K
4025.0,2.671192600445238e-09,G0I,5508.08
4030.0,2.5759232524791287e-09,G0I,5508.08
4035.0,2.6453572665730007e-09,G0I,5508.08
4040.0,2.7188908902076037e-09,G0I,5508.08
4045.0,2.688960609731339e-09,G0I,5508.08
4050.0,2.6533106822768104e-09,G0I,5508.08
4055.0,2.6581437051476087e-09,G0I,5508.08
4060.0,2.6959616761246252e-09,G0I,5508.08
4065.0,2.683629540811694e-09,G0I,5508.08
4070.0,2.60072496871544e-09,G0I,5508.08
4075.0,2.4715487434434635e-09,G0I,5508.08
4080.0,2.5465005659697226e-09,G0I,5508.08
4085.0,2.810789156981741e-09,G0I,5508.08
4090.0,2.9790818700803356e-09,G0I,5508.08
4095.0,2.814003696727241e-09,G0I,5508.08
4100.0,2.6028001975930692e-09,G0I,5508.08
4105.0,2.6728670388109776e-09,G0I,5508.08
4110.0,2.8307338695299222e-09,G0I,5508.08
4115.0,2.8692752618297845e-09,G0I,5508.08
4120.0,2.720788261356688e-09,G0I,5508.08
4125.0,2.5717734608576848e-09,G0I,5508.08
4130.0,2.5713426943241302e-09,G0I,5508.08
4135.0,2.7913562572479123e-09,G0I,5508.08
4140.0,2.926837439076735e-09,G0I,5508.08
4145.0,2.8953281994148483e-09,G0I,5508.08
4150.0,2.820353506294282e-09,G0I,5508.08
4155.0,2.839626089823355e-09,G0I,5508.08
4160.0,2.9438158577477225e-09,G0I,5508.08
4165.0,2.922501129987154e-09,G0I,5508.08
4170.0,2.6983517642520383e-09,G0I,5508.08
4175.0,2.5182715912563935e-09,G0I,5508.08
4180.0,2.561447942639461e-09,G0I,5508.08
4185.0,2.7292319515481722e-09,G0I,5508.08
4190.0,2.85040746561549e-09,G0I,5508.08
4195.0,2.7888416020971363e-09,G0I,5508.08
4200.0,2.707466029150396e-09,G0I,5508.08
4205.0,2.776020302519555e-09,G0I,5508.08
4210.0,2.929902320758515e-09,G0I,5508.08
4215.0,3.006785709303017e-09,G0I,5508.08
4220.0,2.962627476676971e-09,G0I,5508.08
4225.0,2.8482853853262213e-09,G0I,5508.08
4230.0,2.872558413358206e-09,G0I,5508.08
4235.0,2.9059634698569425e-09,G0I,5508.08
4240.0,2.973224777491623e-09,G0I,5508.08
4245.0,2.9434392700977696e-09,G0I,5508.08
4250.0,2.9191711270470933e-09,G0I,5508.08
4255.0,3.0031350739534446e-09,G0I,5508.08
4260.0,3.096168432747959e-09,G0I,5508.08
4265.0,3.108180823829798e-09,G0I,5508.08
4270.0,3.014454241778708e-09,G0I,5508.08
4275.0,3.0503741754728253e-09,G0I,5508.08
4280.0,3.055182329347872e-09,G0I,5508.08
4285.0,2.9015410074606507e-09,G0I,5508.08
4290.0,2.7124877899353805e-09,G0I,5508.08
4295.0,2.5417599136545732e-09,G0I,5508.08
4300.0,2.3858712783209057e-09,G0I,5508.08
4305.0,2.440818880344864e-09,G0I,5508.08
4310.0,2.658465447780145e-09,G0I,5508.08
4315.0,2.936797915964462e-09,G0I,5508.08
4320.0,3.1357341168103403e-09,G0I,5508.08
4325.0,3.2070719413468396e-09,G0I,5508.08
4330.0,3.162971884407284e-09,G0I,5508.08
4335.0,2.8653517336607592e-09,G0I,5508.08
4340.0,2.6222888305227343e-09,G0I,5508.08
4345.0,2.8457531886516563e-09,G0I,5508.08
4350.0,3.1524676202820956e-09,G0I,5508.08
4355.0,3.4116904856773544e-09,G0I,5508.08
4360.0,3.556839045515403e-09,G0I,5508.08
4365.0,3.5152956101569544e-09,G0I,5508.08
4370.0,3.3471188043421307e-09,G0I,5508.08
4375.0,3.293760375555621e-09,G0I,5508.08
4380.0,3.2257199134022585e-09,G0I,5508.08
4385.0,3.0754245816666526e-09,G0I,5508.08
4390.0,3.0508207071733295e-09,G0I,5508.08
4395.0,3.0467124378930066e-09,G0I,5508.08
4400.0,3.066048748223693e-09,G0I,5508.08
4405.0,3.107562207560477e-09,G0I,5508.08
4410.0,3.114803304171687e-09,G0I,5508.08
4415.0,3.0511015935985597e-09,G0I,5508.08
4420.0,3.0652160809552242e-09,G0I,5508.08
4425.0,3.142701432423678e-09,G0I,5508.08
4430.0,3.2114435555286036e-09,G0I,5508.08
4435.0,3.2725966381264016e-09,G0I,5508.08
4440.0,3.262974779261185e-09,G0I,5508.08
4445.0,3.236467094325235e-09,G0I,5508.08
4450.0,3.2257221338483077e-09,G0I,5508.08
4455.0,3.1481057760629483e-09,G0I,5508.08
4460.0,3.1043347892278916e-09,G0I,5508.08
4465.0,3.1512921161436225e-09,G0I,5508.08
4470.0,3.326352304711122e-09,G0I,5508.08
4475.0,3.588679131638628e-09,G0I,5508.08
4480.0,3.6320562113445476e-09,G0I,5508.08
4485.0,3.526640757200994e-09,G0I,5508.08
4490.0,3.429293737866601e-09,G0I,5508.08
4495.0,3.5343878934668282e-09,G0I,5508.08
4500.0,3.770840084627025e-09,G0I,5508.08
4505.0,3.918245727874137e-09,G0I,5508.08
4510.0,3.851460927961625e-09,G0I,5508.08
4515.0,3.6580525275553555e-09,G0I,5508.08
4520.0,3.4475609034245736e-09,G0I,5508.08
4525.0,3.262445646967649e-09,G0I,5508.08
4530.0,3.2605569355581565e-09,G0I,5508.08
4535.0,3.4283031968840305e-09,G0I,5508.08
4540.0,3.504249335151144e-09,G0I,5508.08
4545.0,3.3898590601211254e-09,G0I,5508.08
4550.0,3.2572067265590476e-09,G0I,5508.08
4555.0,3.313127772130997e-09,G0I,5508.08
4560.0,3.465685516346184e-09,G0I,5508.08
4565.0,3.5971334799711485e-09,G0I,5508.08
4570.0,3.670295178892502e-09,G0I,5508.08
4575.0,3.588089603212552e-09,G0I,5508.08
4580.0,3.408332949206283e-09,G0I,5508.08
4585.0,3.3954887790343946e-09,G0I,5508.08
4590.0,3.477577559252154e-09,G0I,5508.08
4595.0,3.5841043466433575e-09,G0I,5508.08
4600.0,3.6823337712377224e-09,G0I,5508.08
4605.0,3.8135454794030466e-09,G0I,5508.08
4610.0,3.873169340806726e-09,G0I,5508.08
4615.0,3.79804454553323e-09,G0I,5508.08
4620.0,3.772481438346631e-09,G0I,5508.08
4625.0,3.737886444810101e-09,G0I,5508.08
4630.0,3.7145224673906796e-09,G0I,5508.08
4635.0,3.773013457220031e-09,G0I,5508.08
4640.0,3.839874196387427e-09,G0I,5508.08
4645.0,3.777703039276048e-09,G0I,5508.08
4650.0,3.731151387853515e-09,G0I,5508.08
4655.0,3.730090902820393e-09,G0I,5508.08
4660.0,3.6940301928467534e-09,G0I,5508.08
4665.0,3.5176768165001704e-09,G0I,5508.08
4670.0,3.540484572184255e-09,G0I,5508.08
4675.0,3.749919041950989e-09,G0I,5508.08
4680.0,3.872452136732818e-09,G0I,5508.08
4685.0,3.963978034704496e-09,G0I,5508.08
4690.0,3.970405337838656e-09,G0I,5508.08
4695.0,3.881423626950209e-09,G0I,5508.08
4700.0,3.729872855018357e-09,G0I,5508.08
4705.0,3.657864011685774e-09,G0I,5508.08
4710.0,3.696581929446552e-09,G0I,5508.08
4715.0,3.842875351267594e-09,G0I,5508.08
4720.0,3.916955648719522e-09,G0I,5508.08
4725.0,3.82404863330521e-09,G0I,5508.08
4730.0,3.681091209628562e-09,G0I,5508.08
4735.0,3.7052692025696388e-09,G0I,5508.08
4740.0,3.826785999194726e-09,G0I,5508.08
4745.0,3.930286762710011e-09,G0I,5508.08
4750.0,3.926710512303089e-09,G0I,5508.08
4755.0,3.799433656581641e-09,G0I,5508.08
4760.0,3.669436310360652e-09,G0I,5508.08
4765.0,3.664966552463511e-09,G0I,5508.08
4770.0,3.82428622103248e-09,G0I,5508.08
4775.0,3.923496638691404e-09,G0I,5508.08
4780.0,3.897451694712117e-09,G0I,5508.08
4785.0,3.855068264613237e-09,G0I,5508.08
4790.0,3.856120311951372e-09,G0I,5508.08
4795.0,3.865657127732902e-09,G0I,5508.08
4800.0,3.820627814121735e-09,G0I,5508.08
4805.0,3.781349011688917e-09,G0I,5508.08
4810.0,3.821252647639994e-09,G0I,5508.08
4815.0,3.887882904507478e-09,G0I,5508.08
4820.0,3.850348484490951e-09,G0I,5508.08
4825.0,3.792983260808569e-09,G0I,5508.08
4830.0,3.7991365609002514e-09,G0I,5508.08
4835.0,3.803497961030189e-09,G0I,5508.08
4840.0,3.793274139241021e-09,G0I,5508.08
4845.0,3.7166731914339834e-09,G0I,5508.08
4850.0,3.494492473166133e-09,G0I,5508.08
4855.0,3.06050451648332e-09,G0I,5508.08
4860.0,2.7603415109211937e-09,G0I,5508.08
4865.0,2.947116994889143e-09,G0I,5508.08
4870.0,3.247250468518814e-09,G0I,5508.08
4875.0,3.392760294929076e-09,G0I,5508.08
4880.0,3.449529328847234e-09,G0I,5508.08
4885.0,3.4246157021300405e-09,G0I,5508.08
4890.0,3.523006109062976e-09,G0I,5508.08
4895.0,3.703627848850033e-09,G0I,5508.08
4900.0,3.786500890612388e-09,G0I,5508.08
4905.0,3.799203618370939e-09,G0I,5508.08
4910.0,3.6964620253598923e-09,G0I,5508.08
4915.0,3.5156240141276385e-09,G0I,5508.08
4920.0,3.3328371173979576e-09,G0I,5508.08
4925.0,3.467204967577686e-09,G0I,5508.08
4930.0,3.720121544148469e-09,G0I,5508.08
4935.0,3.726387198810244e-09,G0I,5508.08
4940.0,3.752518740185451e-09,G0I,5508.08
4945.0,3.8944274471930385e-09,G0I,5508.08
4950.0,3.954003791051264e-09,G0I,5508.08
4955.0,3.875479492876366e-09,G0I,5508.08
4960.0,3.824069505498073e-09,G0I,5508.08
4965.0,3.858810160295434e-09,G0I,5508.08
4970.0,3.8536875912598134e-09,G0I,5508.08
4975.0,3.779720092467187e-09,G0I,5508.08
4980.0,3.5718190627420654e-09,G0I,5508.08
4985.0,3.4971272544481735e-09,G0I,5508.08
4990.0,3.6096645672500927e-09,G0I,5508.08
4995.0,3.624487598941073e-09,G0I,5508.08
5000.0,3.5669471820654053e-09,G0I,5508.08
5005.0,3.481481325451341e-09,G0I,5508.08
5010.0,3.445175700278469e-09,G0I,5508.08
5015.0,3.357825129057801e-09,G0I,5508.08
5020.0,3.3973606150539126e-09,G0I,5508.08
5025.0,3.5579426072018805e-09,G0I,5508.08
5030.0,3.6688905247217463e-09,G0I,5508.08
5035.0,3.651085211942018e-09,G0I,5508.08
5040.0,3.5881002613535884e-09,G0I,5508.08
5045.0,3.6615275256224322e-09,G0I,5508.08
5050.0,3.742110177284985e-09,G0I,5508.08
5055.0,3.872004050720079e-09,G0I,5508.08
5060.0,3.963414929586406e-09,G0I,5508.08
5065.0,3.844720097845311e-09,G0I,5508.08
5070.0,3.69627661811478e-09,G0I,5508.08
5075.0,3.5963603206567996e-09,G0I,5508.08
5080.0,3.5717440116656007e-09,G0I,5508.08
5085.0,3.6844447492967447e-09,G0I,5508.08
5090.0,3.8091916287896765e-09,G0I,5508.08
5095.0,3.771361445359389e-09,G0I,5508.08
5100.0,3.6660441349312123e-09,G0I,5508.08
5105.0,3.677090187892418e-09,G0I,5508.08
5110.0,3.7146803411047813e-09,G0I,5508.08
5115.0,3.740967535748041e-09,G0I,5508.08
5120.0,3.6571248251959787e-09,G0I,5508.08
5125.0,3.50534201665198e-09,G0I,5508.08
5130.0,3.472127474424269e-09,G0I,5508.08
5135.0,3.527307335104979e-09,G0I,5508.08
5140.0,3.5494478467512636e-09,G0I,5508.08
5145.0,3.534223136369974e-09,G0I,5508.08
5150.0,3.5240126372571012e-09,G0I,5508.08
5155.0,3.5891818406241782e-09,G0I,5508.08
5160.0,3.608700449575508e-09,G0I,5508.08
5165.0,3.3405196386837588e-09,G0I,5508.08
5170.0,3.188330932601957e-09,G0I,5508.08
5175.0,3.425162597991971e-09,G0I,5508.08
5180.0,3.5843181755979003e-09,G0I,5508.08
5185.0,3.448871632727446e-09,G0I,5508.08
5190.0,3.31616978321847e-09,G0I,5508.08
5195.0,3.2952924833296038e-09,G0I,5508.08
5200.0,3.363795908484235e-09,G0I,5508.08
5205.0,3.395452141674582e-09,G0I,5508.08
5210.0,3.4844143126377958e-09,G0I,5508.08
5215.0,3.6121561297619564e-09,G0I,5508.08
5220.0,3.651466906617884e-09,G0I,5508.08
5225.0,3.476526400092439e-09,G0I,5508.08
5230.0,3.3633527074528047e-09,G0I,5508.08
5235.0,3.4518845559716738e-09,G0I,5508.08
5240.0,3.6049818685768287e-09,G0I,5508.08
5245.0,3.6318406060331654e-09,G0I,5508.08
5250.0,3.558651817670011e-09,G0I,5508.08
5255.0,3.527523162460966e-09,G0I,5508.08
5260.0,3.3956730760564824e-09,G0I,5508.08
5265.0,3.1487663587626002e-09,G0I,5508.08
5270.0,3.0940703332760222e-09,G0I,5508.08
5275.0,3.243234347749535e-09,G0I,5508.08
5280.0,3.462209408056083e-09,G0I,5508.08
5285.0,3.6669913772158225e-09,G0I,5508.08
5290.0,3.808716453335137e-09,G0I,5508.08
5295.0,3.745364018925557e-09,G0I,5508.08
5300.0,3.6567915362439862e-09,G0I,5508.08
5305.0,3.659318181803428e-09,G0I,5508.08
5310.0,3.6673690750888e-09,G0I,5508.08
5315.0,3.6226883715073654e-09,G0I,5508.08
5320.0,3.567315109975766e-09,G0I,5508.08
5325.0,3.4779552571251315e-09,G0I,5508.08
5330.0,3.4540263982307806e-09,G0I,5508.08
5335.0,3.4766520773388265e-09,G0I,5508.08
5340.0,3.53124285368267e-09,G0I,5508.08
5345.0,3.645191037904283e-09,G0I,5508.08
5350.0,3.7339433767158425e-09,G0I,5508.08
5355.0,3.800953773946958e-09,G0I,5508.08
5360.0,3.7383536266588635e-09,G0I,5508.08
5365.0,3.59945451222643e-09,G0I,5508.08
5370.0,3.5720670865657667e-09,G0I,5508.08
5375.0,3.658673364270726e-09,G0I,5508.08
5380.0,3.7034570965488456e-09,G0I,5508.08
5385.0,3.741515985922206e-09,G0I,5508.08
5390.0,3.708591655993132e-09,G0I,5508.08
5395.0,3.5747604876235073e-09,G0I,5508.08
5400.0,3.4681539862191357e-09,G0I,5508.08
5405.0,3.4127478620860074e-09,G0I,5508.08
5410.0,3.462652831132118e-09,G0I,5508.08
5415.0,3.542918625143443e-09,G0I,5508.08
5420.0,3.5548779475647052e-09,G0I,5508.08
5425.0,3.5306044754435106e-09,G0I,5508.08
5430.0,3.5363298955815026e-09,G0I,5508.08
5435.0,3.633213063736207e-09,G0I,5508.08
5440.0,3.773480194979584e-09,G0I,5508.08
5445.0,3.765873834993272e-09,G0I,5508.08
5450.0,3.737004927728549e-09,G0I,5508.08
5455.0,3.743395371458291e-09,G0I,5508.08
5460.0,3.775874723999095e-09,G0I,5508.08
5465.0,3.739782705736161e-09,G0I,5508.08
5470.0,3.6816085735580373e-09,G0I,5508.08
5475.0,3.603135345642272e-09,G0I,5508.08
5480.0,3.61916563385023e-09,G0I,5508.08
5485.0,3.693904293555761e-09,G0I,5508.08
5490.0,3.7015002174456413e-09,G0I,5508.08
5495.0,3.6861285135358912e-09,G0I,5508.08
5500.0,3.6550991122652476e-09,G0I,5508.08
5505.0,3.6131189151689114e-09,G0I,5508.08
5510.0,3.6265555003467398e-09,G0I,5508.08
5515.0,3.7228928828625385e-09,G0I,5508.08
5520.0,3.753969135544821e-09,G0I,5508.08
5525.0,3.6229022004619083e-09,G0I,5508.08
5530.0,3.5663478836767126e-09,G0I,5508.08
5535.0,3.6420939597547886e-09,G0I,5508.08
5540.0,3.742252729921347e-09,G0I,5508.08
5545.0,3.779573098938727e-09,G0I,5508.08
5550.0,3.817816285334175e-09,G0I,5508.08
5555.0,3.815293414533016e-09,G0I,5508.08
5560.0,3.7740024438903674e-09,G0I,5508.08
5565.0,3.7108347505920847e-09,G0I,5508.08
5570.0,3.6817116022547225e-09,G0I,5508.08
5575.0,3.732389952659787e-09,G0I,5508.08
5580.0,3.762860245615229e-09,G0I,5508.08
5585.0,3.6603411412983178e-09,G0I,5508.08
5590.0,3.546399396370248e-09,G0I,5508.08
5595.0,3.566361650442218e-09,G0I,5508.08
5600.0,3.621321020830237e-09,G0I,5508.08
5605.0,3.727111064222299e-09,G0I,5508.08
5610.0,3.80097731067508e-09,G0I,5508.08
5615.0,3.733307885056547e-09,G0I,5508.08
5620.0,3.7075678083198227e-09,G0I,5508.08
5625.0,3.7462055679782225e-09,G0I,5508.08
5630.0,3.768415357541244e-09,G0I,5508.08
5635.0,3.736686515765086e-09,G0I,5508.08
5640.0,3.6987657381359895e-09,G0I,5508.08
5645.0,3.750659338663809e-09,G0I,5508.08
5650.0,3.768689804672931e-09,G0I,5508.08
5655.0,3.6038561024298588e-09,G0I,5508.08
5660.0,3.4526177472571362e-09,G0I,5508.08
5665.0,3.5028115963342543e-09,G0I,5508.08
5670.0,3.626030364856092e-09,G0I,5508.08
5675.0,3.700301176579046e-09,G0I,5508.08
5680.0,3.649382129822243e-09,G0I,5508.08
5685.0,3.597807829436306e-09,G0I,5508.08
5690.0,3.6564651306747464e-09,G0I,5508.08
5695.0,3.727335329273274e-09,G0I,5508.08
5700.0,3.6997749308653738e-09,G0I,5508.08
5705.0,3.5950031840314978e-09,G0I,5508.08
5710.0,3.5510214768663673e-09,G0I,5508.08
5715.0,3.6410543469145296e-09,G0I,5508.08
5720.0,3.742727905375887e-09,G0I,5508.08
5725.0,3.7831364707585635e-09,G0I,5508.08
5730.0,3.7747365233542496e-09,G0I,5508.08
5735.0,3.778301227441716e-09,G0I,5508.08
5740.0,3.774722312499534e-09,G0I,5508.08
5745.0,3.735411091554397e-09,G0I,5508.08
5750.0,3.7091405502565067e-09,G0I,5508.08
5755.0,3.696270178821237e-09,G0I,5508.08
5760.0,3.7080041259685004e-09,G0I,5508.08
5765.0,3.721335906092804e-09,G0I,5508.08
5770.0,3.727093300653905e-09,G0I,5508.08
5775.0,3.668930270706028e-09,G0I,5508.08
5780.0,3.5842178114364742e-09,G0I,5508.08
5785.0,3.590803210329341e-09,G0I,5508.08
5790.0,3.650321156456471e-09,G0I,5508.08
5795.0,3.650113100661656e-09,G0I,5508.08
5800.0,3.6524043789398775e-09,G0I,5508.08
5805.0,3.6732641373049546e-09,G0I,5508.08
5810.0,3.696601913460995e-09,G0I,5508.08
5815.0,3.717589125429299e-09,G0I,5508.08
5820.0,3.747892218797233e-09,G0I,5508.08
5825.0,3.766815304118154e-09,G0I,5508.08
5830.0,3.786025715157848e-09,G0I,5508.08
5835.0,3.794988767680252e-09,G0I,5508.08
5840.0,3.77355124925316e-09,G0I,5508.08
5845.0,3.7016774090403715e-09,G0I,5508.08
5850.0,3.6174303552627407e-09,G0I,5508.08
5855.0,3.56442986237937e-09,G0I,5508.08
5860.0,3.621329680569829e-09,G0I,5508.08
5865.0,3.7053293766575734e-09,G0I,5508.08
5870.0,3.765250333742642e-09,G0I,5508.08
5875.0,3.782166135835041e-09,G0I,5508.08
5880.0,3.690195260475093e-09,G0I,5508.08
5885.0,3.436150031177476e-09,G0I,5508.08
5890.0,3.197750064742877e-09,G0I,5508.08
5895.0,3.267409232066143e-09,G0I,5508.08
5900.0,3.5330369740904644e-09,G0I,5508.08
5905.0,3.683098714901689e-09,G0I,5508.08
5910.0,3.6787060064824573e-09,G0I,5508.08
5915.0,3.676440485378407e-09,G0I,5508.08
5920.0,3.6877030318294146e-09,G0I,5508.08
5925.0,3.641553947275611e-09,G0I,5508.08
5930.0,3.60611807082023e-09,G0I,5508.08
5935.0,3.6472396214293212e-09,G0I,5508.08
5940.0,3.6718659224277417e-09,G0I,5508.08
5945.0,3.6367013844795792e-09,G0I,5508.08
5950.0,3.5910994178323108e-09,G0I,5508.08
5955.0,3.6123861679726588e-09,G0I,5508.08
5960.0,3.659369030017956e-09,G0I,5508.08
5965.0,3.674420767652009e-09,G0I,5508.08
5970.0,3.663461978220539e-09,G0I,5508.08
5975.0,3.6086524879408444e-09,G0I,5508.08
5980.0,3.5608043180701543e-09,G0I,5508.08
5985.0,3.5238578721674685e-09,G0I,5508.08
5990.0,3.5531468878247097e-09,G0I,5508.08
5995.0,3.6066916120347514e-09,G0I,5508.08
6000.0,3.6179046425388606e-09,G0I,5508.08
6005.0,3.561263728357744e-09,G0I,5508.08
6010.0,3.51656770369857e-09,G0I,5508.08
6015.0,3.503146883687691e-09,G0I,5508.08
6020.0,3.487508726252031e-09,G0I,5508.08
6025.0,3.4996745501558735e-09,G0I,5508.08
6030.0,3.5564711176050423e-09,G0I,5508.08
6035.0,3.587014907324715e-09,G0I,5508.08
6040.0,3.5872169679151966e-09,G0I,5508.08
6045.0,3.5794551767054372e-09,G0I,5508.08
6050.0,3.568598083703023e-09,G0I,5508.08
6055.0,3.5710785439846404e-09,G0I,5508.08
6060.0,3.5889473615213774e-09,G0I,5508.08
6065.0,3.582578012029103e-09,G0I,5508.08
6070.0,3.5846368096059678e-09,G0I,5508.08
6075.0,3.556830607820416e-09,G0I,5508.08
6080.0,3.507358625753909e-09,G0I,5508.08
6085.0,3.512917734482812e-09,G0I,5508.08
6090.0,3.5365881334570304e-09,G0I,5508.08
6095.0,3.515104651796719e-09,G0I,5508.08
6100.0,3.4588987229966506e-09,G0I,5508.08
6105.0,3.470786102965917e-09,G0I,5508.08
6110.0,3.4958183015021405e-09,G0I,5508.08
6115.0,3.47753048579591e-09,G0I,5508.08
6120.0,3.453024088884149e-09,G0I,5508.08
6125.0,3.4562446238339817e-09,G0I,5508.08
6130.0,3.429732053916723e-09,G0I,5508.08
6135.0,3.3146101419134766e-09,G0I,5508.08
6140.0,3.245369750715099e-09,G0I,5508.08
6145.0,3.273842086315426e-09,G0I,5508.08
6150.0,3.3180940217647503e-09,G0I,5508.08
6155.0,3.3239762053938193e-09,G0I,5508.08
6160.0,3.278862514832781e-09,G0I,5508.08
6165.0,3.276193760726187e-09,G0I,5508.08
6170.0,3.3114642139508987e-09,G0I,5508.08
6175.0,3.369328593905152e-09,G0I,5508.08
6180.0,3.4202649601411395e-09,G0I,5508.08
6185.0,3.411439797318394e-09,G0I,5508.08
6190.0,3.386782854164494e-09,G0I,5508.08
6195.0,3.419504901458481e-09,G0I,5508.08
6200.0,3.4538081283841393e-09,G0I,5508.08
6205.0,3.467380382815577e-09,G0I,5508.08
6210.0,3.4499627599160476e-09,G0I,5508.08
6215.0,3.405902004871564e-09,G0I,5508.08
6220.0,3.3955627198878346e-09,G0I,5508.08
6225.0,3.383234359333187e-09,G0I,5508.08
6230.0,3.320650643345857e-09,G0I,5508.08
6235.0,3.264266856817244e-09,G0I,5508.08
6240.0,3.2181763920391404e-09,G0I,5508.08
6245.0,3.1834241909223238e-09,G0I,5508.08
6250.0,3.2255489390564662e-09,G0I,5508.08
6255.0,3.2688123319246642e-09,G0I,5508.08
6260.0,3.320150154806356e-09,G0I,5508.08
6265.0,3.346439569895665e-09,G0I,5508.08
6270.0,3.3469558236021157e-09,G0I,5508.08
6275.0,3.267601078604798e-09,G0I,5508.08
6280.0,3.171288343040146e-09,G0I,5508.08
6285.0,3.230584910696166e-09,G0I,5508.08
6290.0,3.31140159737231e-09,G0I,5508.08
6295.0,3.292942585275682e-09,G0I,5508.08
6300.0,3.2377596159705035e-09,G0I,5508.08
6305.0,3.2607931910177967e-09,G0I,5508.08
6310.0,3.2640963265606615e-09,G0I,5508.08
6315.0,3.2255780268997114e-09,G0I,5508.08
6320.0,3.2338058897352084e-09,G0I,5508.08
6325.0,3.303839202217773e-09,G0I,5508.08
6330.0,3.3176439373505673e-09,G0I,5508.08
6335.0,3.286681593550611e-09,G0I,5508.08
6340.0,3.2766096502712116e-09,G0I,5508.08
6345.0,3.276898308257614e-09,G0I,5508.08
6350.0,3.304008844295936e-09,G0I,5508.08
6355.0,3.310139273793311e-09,G0I,5508.08
6360.0,3.284845950801696e-09,G0I,5508.08
6365.0,3.256163338960505e-09,G0I,5508.08
6370.0,3.246871438378207e-09,G0I,5508.08
6375.0,3.271336534993452e-09,G0I,5508.08
6380.0,3.2917009118449414e-09,G0I,5508.08
6385.0,3.2985103537441773e-09,G0I,5508.08
6390.0,3.283613159155152e-09,G0I,5508.08
6395.0,3.2671148009200124e-09,G0I,5508.08
6400.0,3.2660452120580885e-09,G0I,5508.08
6405.0,3.244963853177296e-09,G0I,5508.08
6410.0,3.2122382531696303e-09,G0I,5508.08
6415.0,3.198898923528759e-09,G0I,5508.08
6420.0,3.212460741863765e-09,G0I,5508.08
6425.0,3.2336251454267995e-09,G0I,5508.08
6430.0,3.202275777880459e-09,G0I,5508.08
6435.0,3.2059268573192412e-09,G0I,5508.08
6440.0,3.2293985263720515e-09,G0I,5508.08
6445.0,3.241987789337486e-09,G0I,5508.08
6450.0,3.1972244851630194e-09,G0I,5508.08
6455.0,3.141871429690468e-09,G0I,5508.08
6460.0,3.138492132848114e-09,G0I,5508.08
6465.0,3.1842002368165367e-09,G0I,5508.08
6470.0,3.2222537971193788e-09,G0I,5508.08
6475.0,3.2363469681939705e-09,G0I,5508.08
6480.0,3.2162392749057744e-09,G0I,5508.08
6485.0,3.1626832264208815e-09,G0I,5508.08
6490.0,3.0372464543404476e-09,G0I,5508.08
6495.0,2.9740327978089454e-09,G0I,5508.08
6500.0,3.1188096549783495e-09,G0I,5508.08
6505.0,3.2413931538854968e-09,G0I,5508.08
6510.0,3.2456028975502704e-09,G0I,5508.08
6515.0,3.195718578652418e-09,G0I,5508.08
6520.0,3.2129814364623144e-09,G0I,5508.08
6525.0,3.234946976959918e-09,G0I,5508.08
6530.0,3.23409765634608e-09,G0I,5508.08
6535.0,3.2268572258686845e-09,G0I,5508.08
6540.0,3.2065889943311277e-09,G0I,5508.08
6545.0,3.1571563141596926e-09,G0I,5508.08
6550.0,3.073646004381203e-09,G0I,5508.08
6555.0,2.860776060487069e-09,G0I,5508.08
6560.0,2.5893198696280706e-09,G0I,5508.08
6565.0,2.70373723409989e-09,G0I,5508.08
6570.0,2.9819082758564264e-09,G0I,5508.08
6575.0,3.1238676090339368e-09,G0I,5508.08
6580.0,3.1669520339505652e-09,G0I,5508.08
6585.0,3.1465996475077418e-09,G0I,5508.08
6590.0,3.111460422644541e-09,G0I,5508.08
6595.0,3.1220286356159477e-09,G0I,5508.08
6600.0,3.1529086008674767e-09,G0I,5508.08
6605.0,3.1389586485630616e-09,G0I,5508.08
6610.0,3.1419236101726256e-09,G0I,5508.08
6615.0,3.1808042866288133e-09,G0I,5508.08
6620.0,3.2183324893964027e-09,G0I,5508.08
6625.0,3.206742427153131e-09,G0I,5508.08
6630.0,3.1660591925941617e-09,G0I,5508.08
6635.0,3.1382603182805724e-09,G0I,5508.08
6640.0,3.126811476406033e-09,G0I,5508.08
6645.0,3.127942349578916e-09,G0I,5508.08
6650.0,3.1464379990353564e-09,G0I,5508.08
6655.0,3.1382179077610317e-09,G0I,5508.08
6660.0,3.111632063124148e-09,G0I,5508.08
6665.0,3.1115050536101307e-09,G0I,5508.08
6670.0,3.1177731507625595e-09,G0I,5508.08
6675.0,3.0862181699120583e-09,G0I,5508.08
6680.0,3.084208000103672e-09,G0I,5508.08
6685.0,3.1307547665448965e-09,G0I,5508.08
6690.0,3.153455496729407e-09,G0I,5508.08
6695.0,3.1313271975363932e-09,G0I,5508.08
6700.0,3.1193543303942306e-09,G0I,5508.08
6705.0,3.1222309182510344e-09,G0I,5508.08
6710.0,3.1105196196534735e-09,G0I,5508.08
6715.0,3.072823329119956e-09,G0I,5508.08
6720.0,3.0744358170409214e-09,G0I,5508.08
6725.0,3.0943010376205393e-09,G0I,5508.08
6730.0,3.1003017930686383e-09,G0I,5508.08
6735.0,3.0937377104578445e-09,G0I,5508.08
6740.0,3.073261201080868e-09,G0I,5508.08
6745.0,3.0463696010230024e-09,G0I,5508.08
6750.0,3.04310399101837e-09,G0I,5508.08
6755.0,3.066970233334132e-09,G0I,5508.08
6760.0,3.0817832730178907e-09,G0I,5508.08
