wavelength_A,flux_bb_rel,teff_K
4980.0,2104667.9393715705,5530.0
4982.0,2104880.642606907,5530.0
4984.0,2105091.5514561553,5530.0
4986.0,2105300.668287346,5530.0
4988.0,2105507.995469031,5530.0
4990.0,2105713.5353702437,5530.0
4992.0,2105917.2903604954,5530.0
4994.0,2106119.2628097646,5530.0
4996.0,2106319.4550884785,5530.0
4998.0,2106517.869567498,5530.0
5000.0,2106714.50861811,5530.0
5002.0,2106909.3746120045,5530.0
5004.0,2107102.4699212746,5530.0
5006.0,2107293.7969183866,5530.0
5008.0,2107483.357976184,5530.0
5010.0,2107671.15546786,5530.0
5012.0,2107857.1917669494,5530.0
5014.0,2108041.469247314,5530.0
5016.0,2108223.990283134,5530.0
5018.0,2108404.757248895,5530.0
5020.0,2108583.772519359,5530.0
5022.0,2108761.038469574,5530.0
5024.0,2108936.557474849,5530.0
5026.0,2109110.3319107373,5530.0
5028.0,2109282.364153036,5530.0
5030.0,2109452.6565777585,5530.0
5032.0,2109621.2115611346,5530.0
5034.0,2109788.0314795915,5530.0
5036.0,2109953.1187097365,5530.0
5038.0,2110116.4756283527,5530.0
5040.0,2110278.104612389,5530.0
5042.0,2110438.00803893,5530.0
5044.0,2110596.1882852027,5530.0
5046.0,2110752.6477285563,5530.0
5048.0,2110907.388746444,5530.0
5050.0,2111060.4137164247,5530.0
5052.0,2111211.725016133,5530.0
5054.0,2111361.3250232814,5530.0
5056.0,2111509.216115645,5530.0
5058.0,2111655.4006710392,5530.0
5060.0,2111799.881067324,5530.0
5062.0,2111942.659682376,5530.0
5064.0,2112083.7388940854,5530.0
5066.0,2112223.1210803483,5530.0
5068.0,2112360.8086190387,5530.0
5070.0,2112496.803888014,5530.0
5072.0,2112631.1092650886,5530.0
5074.0,2112763.727128036,5530.0
5076.0,2112894.659854566,5530.0
5078.0,2113023.9098223154,5530.0
5080.0,2113151.4794088393,5530.0
5082.0,2113277.3709916,5530.0
5084.0,2113401.586947951,5530.0
5086.0,2113524.129655125,5530.0
5088.0,2113645.001490233,5530.0
5090.0,2113764.204830234,5530.0
5092.0,2113881.7420519455,5530.0
5094.0,2113997.6155320145,5530.0
5096.0,2114111.827646911,5530.0
5098.0,2114224.3807729254,5530.0
5100.0,2114335.2772861454,5530.0
5102.0,2114444.5195624474,5530.0
5104.0,2114552.109977494,5530.0
5106.0,2114658.050906713,5530.0
5108.0,2114762.344725288,5530.0
5110.0,2114864.993808154,5530.0
5112.0,2114966.0005299784,5530.0
5114.0,2115065.3672651495,5530.0
5116.0,2115163.096387781,5530.0
5118.0,2115259.190271677,5530.0
5120.0,2115353.651290341,5530.0
5122.0,2115446.481816957,5530.0
5124.0,2115537.684224379,5530.0
5126.0,2115627.260885117,5530.0
5128.0,2115715.2141713374,5530.0
5130.0,2115801.5464548436,5530.0
5132.0,2115886.2601070628,5530.0
5134.0,2115969.357499045,5530.0
5136.0,2116050.841001445,5530.0
5138.0,2116130.7129845168,5530.0
5140.0,2116208.975818097,5530.0
5142.0,2116285.6318716044,5530.0
5144.0,2116360.683514018,5530.0
5146.0,2116434.1331138774,5530.0
5148.0,2116505.9830392627,5530.0
5150.0,2116576.235657796,5530.0
5152.0,2116644.8933366197,5530.0
5154.0,2116711.9584423904,5530.0
5156.0,2116777.433341277,5530.0
5158.0,2116841.3203989347,5530.0
5160.0,2116903.621980514,5530.0
5162.0,2116964.340450629,5530.0
5164.0,2117023.478173374,5530.0
5166.0,2117081.037512283,5530.0
5168.0,2117137.0208303486,5530.0
5170.0,2117191.4304899992,5530.0
5172.0,2117244.2688530777,5530.0
5174.0,2117295.5382808615,5530.0
5176.0,2117345.2411340196,5530.0
5178.0,2117393.379772627,5530.0
5180.0,2117439.9565561493,5530.0
5182.0,2117484.9738434227,5530.0
5184.0,2117528.4339926625,5530.0
5186.0,2117570.3393614367,5530.0
5188.0,2117610.692306666,5530.0
5190.0,2117649.495184613,5530.0
5192.0,2117686.7503508786,5530.0
5194.0,2117722.460160371,5530.0
5196.0,2117756.6269673333,5530.0
5198.0,2117789.25312529,5530.0
5200.0,2117820.3409870835,5530.0
5202.0,2117849.8929048236,5530.0
5204.0,2117877.911229912,5530.0
5206.0,2117904.398313009,5530.0
5208.0,2117929.356504039,5530.0
5210.0,2117952.7881521774,5530.0
5212.0,2117974.6956058373,5530.0
5214.0,2117995.0812126705,5530.0
5216.0,2118013.947319543,5530.0
5218.0,2118031.2962725502,5530.0
5220.0,2118047.1304169884,5530.0
5222.0,2118061.4520973414,5530.0
5224.0,2118074.263657298,5530.0
5226.0,2118085.5674397205,5530.0
5228.0,2118095.3657866395,5530.0
5230.0,2118103.6610392574,5530.0
5232.0,2118110.455537922,5530.0
5234.0,2118115.751622142,5530.0
5236.0,2118119.551630546,5530.0
5238.0,2118121.8579009105,5530.0
5240.0,2118122.672770126,5530.0
5242.0,2118121.998574189,5530.0
5244.0,2118119.8376482134,5530.0
5246.0,2118116.1923264056,5530.0
5248.0,2118111.0649420563,5530.0
5250.0,2118104.457827541,5530.0
5252.0,2118096.37331431,5530.0
5254.0,2118086.813732871,5530.0
5256.0,2118075.7814127943,5530.0
5258.0,2118063.278682696,5530.0
5260.0,2118049.3078702325,5530.0
5262.0,2118033.8713020943,5530.0
5264.0,2118016.9713039924,5530.0
5266.0,2117998.6102006626,5530.0
5268.0,2117978.7903158437,5530.0
5270.0,2117957.513972276,5530.0
5272.0,2117934.7834916925,5530.0
5274.0,2117910.601194818,5530.0
5276.0,2117884.9694013475,5530.0
5278.0,2117857.8904299517,5530.0
5280.0,2117829.3665982643,5530.0
5282.0,2117799.4002228715,5530.0
5284.0,2117767.993619311,5530.0
5286.0,2117735.149102056,5530.0
5288.0,2117700.8689845186,5530.0
5290.0,2117665.1555790324,5530.0
5292.0,2117628.011196847,5530.0
5294.0,2117589.438148134,5530.0
5296.0,2117549.4387419554,5530.0
5298.0,2117508.015286276,5530.0
5300.0,2117465.170087951,5530.0
5302.0,2117420.9054527124,5530.0
5304.0,2117375.2236851705,5530.0
5306.0,2117328.1270888033,5530.0
5308.0,2117279.617965949,5530.0
5310.0,2117229.698617799,5530.0
5312.0,2117178.37134439,5530.0
5314.0,2117125.6384445983,5530.0
5316.0,2117071.502216137,5530.0
5318.0,2117015.964955539,5530.0
5320.0,2116959.0289581586,5530.0
5322.0,2116900.696518165,5530.0
5324.0,2116840.9699285245,5530.0
5326.0,2116779.8514810116,5530.0
5328.0,2116717.3434661836,5530.0
5330.0,2116653.448173385,5530.0
5332.0,2116588.1678907443,5530.0
5334.0,2116521.504905155,5530.0
5336.0,2116453.4615022736,5530.0
5338.0,2116384.0399665274,5530.0
5340.0,2116313.2425810765,5530.0
5342.0,2116241.071627845,5530.0
5344.0,2116167.5293874852,5530.0
5346.0,2116092.61813938,5530.0
5348.0,2116016.3401616467,5530.0
5350.0,2115938.6977311163,5530.0
5352.0,2115859.6931233318,5530.0
5354.0,2115779.328612548,5530.0
5356.0,2115697.606471717,5530.0
5358.0,2115614.528972487,5530.0
5360.0,2115530.0983851915,5530.0
5362.0,2115444.316978847,5530.0
5364.0,2115357.1870211475,5530.0
5366.0,2115268.710778459,5530.0
5368.0,2115178.8905158006,5530.0
5370.0,2115087.728496862,5530.0
5372.0,2114995.2269839733,5530.0
5374.0,2114901.388238121,5530.0
5376.0,2114806.2145189196,5530.0
5378.0,2114709.708084625,5530.0
5380.0,2114611.871192118,5530.0
5382.0,2114512.706096901,5530.0
5384.0,2114412.2150530946,5530.0
5386.0,2114310.400313426,5530.0
5388.0,2114207.264129228,5530.0
5390.0,2114102.8087504325,5530.0
5392.0,2113997.03642557,5530.0
5394.0,2113889.9494017432,5530.0
5396.0,2113781.5499246526,5530.0
5398.0,2113671.840238566,5530.0
5400.0,2113560.8225863227,5530.0
5402.0,2113448.4992093276,5530.0
5404.0,2113334.872347543,5530.0
5406.0,2113219.9442394893,5530.0
5408.0,2113103.71712223,5530.0
5410.0,2112986.193231373,5530.0
5412.0,2112867.374801066,5530.0
5414.0,2112747.2640639883,5530.0
5416.0,2112625.863251338,5530.0
5418.0,2112503.174592847,5530.0
5420.0,2112379.200316758,5530.0
5422.0,2112253.942649819,5530.0
5424.0,2112127.4038172895,5530.0
5426.0,2111999.5860429313,5530.0
5428.0,2111870.4915489927,5530.0
5430.0,2111740.1225562203,5530.0
5432.0,2111608.481283842,5530.0
5434.0,2111475.5699495655,5530.0
5436.0,2111341.3907695715,5530.0
5438.0,2111205.945958516,5530.0
5440.0,2111069.237729515,5530.0
5442.0,2110931.268294145,5530.0
5444.0,2110792.0398624367,5530.0
5446.0,2110651.5546428724,5530.0
5448.0,2110509.8148423755,5530.0
5450.0,2110366.8226663168,5530.0
5452.0,2110222.5803184924,5530.0
5454.0,2110077.0900011384,5530.0
5456.0,2109930.3539149114,5530.0
5458.0,2109782.3742588866,5530.0
5460.0,2109633.1532305605,5530.0
5462.0,2109482.693025839,5530.0
5464.0,2109330.995839034,5530.0
5466.0,2109178.0638628574,5530.0
5468.0,2109023.8992884303,5530.0
5470.0,2108868.5043052454,5530.0
5472.0,2108711.8811012013,5530.0
5474.0,2108554.0318625807,5530.0
5476.0,2108394.9587740335,5530.0
5478.0,2108234.664018592,5530.0
5480.0,2108073.149777658,5530.0
5482.0,2107910.4182309993,5530.0
5484.0,2107746.4715567436,5530.0
5486.0,2107581.31193138,5530.0
5488.0,2107414.9415297415,5530.0
5490.0,2107247.362525026,5530.0
5492.0,2107078.5770887528,5530.0
5494.0,2106908.5873908033,5530.0
5496.0,2106737.395599381,5530.0
5498.0,2106565.003881024,5530.0
5500.0,2106391.414400601,5530.0
5502.0,2106216.6293212976,5530.0
5504.0,2106040.650804624,5530.0
5506.0,2105863.481010402,5530.0
5508.0,2105685.1220967667,5530.0
5510.0,2105505.5762201557,5530.0
5512.0,2105324.8455353184,5530.0
5514.0,2105142.932195286,5530.0
5516.0,2104959.8383514043,5530.0
5518.0,2104775.5661532977,5530.0
5520.0,2104590.11774888,5530.0
5522.0,2104403.4952843464,5530.0
5524.0,2104215.700904175,5530.0
5526.0,2104026.736751117,5530.0
5528.0,2103836.604966191,5530.0
5530.0,2103645.307688691,5530.0
5532.0,2103452.847056166,5530.0
5534.0,2103259.225204435,5530.0
5536.0,2103064.44426756,5530.0
5538.0,2102868.50637787,5530.0
5540.0,2102671.413665928,5530.0
5542.0,2102473.168260558,5530.0
5544.0,2102273.772288814,5530.0
5546.0,2102073.2278759903,5530.0
5548.0,2101871.537145619,5530.0
5550.0,2101668.7022194564,5530.0
5552.0,2101464.7252174933,5530.0
5554.0,2101259.608257939,5530.0
5556.0,2101053.3534572264,5530.0
5558.0,2100845.962930001,5530.0
5560.0,2100637.438789126,5530.0
5562.0,2100427.7831456703,5530.0
5564.0,2100216.9981089123,5530.0
5566.0,2100005.085786335,5530.0
5568.0,2099792.0482836138,5530.0
5570.0,2099577.887704629,5530.0
5572.0,2099362.6061514476,5530.0
5574.0,2099146.205724329,5530.0
5576.0,2098928.688521721,5530.0
5578.0,2098710.05664025,5530.0
5580.0,2098490.3121747277,5530.0
5582.0,2098269.457218136,5530.0
5584.0,2098047.493861637,5530.0
5586.0,2097824.4241945595,5530.0
5588.0,2097600.2503044032,5530.0
5590.0,2097374.974276826,5530.0
5592.0,2097148.598195654,5530.0
5594.0,2096921.1241428666,5530.0
5596.0,2096692.5541985992,5530.0
5598.0,2096462.8904411425,5530.0
5600.0,2096232.1349469328,5530.0
5602.0,2096000.289790551,5530.0
5604.0,2095767.357044726,5530.0
5606.0,2095533.3387803242,5530.0
5608.0,2095298.2370663506,5530.0
5610.0,2095062.0539699406,5530.0
5612.0,2094824.7915563688,5530.0
5614.0,2094586.4518890316,5530.0
5616.0,2094347.0370294522,5530.0
5618.0,2094106.5490372821,5530.0
5620.0,2093864.9899702868,5530.0
5622.0,2093622.361884355,5530.0
5624.0,2093378.6668334864,5530.0
5626.0,2093133.9068697938,5530.0
5628.0,2092888.0840434993,5530.0
5630.0,2092641.2004029322,5530.0
5632.0,2092393.2579945251,5530.0
5634.0,2092144.2588628146,5530.0
5636.0,2091894.2050504352,5530.0
5638.0,2091643.0985981137,5530.0
5640.0,2091390.9415446748,5530.0
5642.0,2091137.7359270363,5530.0
5644.0,2090883.4837801978,5530.0
5646.0,2090628.1871372527,5530.0
5648.0,2090371.8480293741,5530.0
5650.0,2090114.4684858145,5530.0
5652.0,2089856.0505339091,5530.0
5654.0,2089596.5961990673,5530.0
5656.0,2089336.107504773,5530.0
5658.0,2089074.5864725807,5530.0
5660.0,2088812.035122116,5530.0
5662.0,2088548.4554710689,5530.0
5664.0,2088283.8495351982,5530.0
5666.0,2088018.219328315,5530.0
5668.0,2087751.5668623073,5530.0
5670.0,2087483.8941471032,5530.0
5672.0,2087215.2031906971,5530.0
5674.0,2086945.4959991307,5530.0
5676.0,2086674.7745765012,5530.0
5678.0,2086403.0409249498,5530.0
5680.0,2086130.2970446718,5530.0
5682.0,2085856.544933897,5530.0
5684.0,2085581.7865889051,5530.0
5686.0,2085306.0240040135,5530.0
5688.0,2085029.2591715758,5530.0
5690.0,2084751.4940819873,5530.0
5692.0,2084472.73072367,5530.0
5694.0,2084192.9710830844,5530.0
5696.0,2083912.2171447156,5530.0
5698.0,2083630.4708910792,5530.0
5700.0,2083347.7343027163,5530.0
5702.0,2083064.0093581923,5530.0
5704.0,2082779.298034096,5530.0
5706.0,2082493.6023050307,5530.0
5708.0,2082206.924143626,5530.0
5710.0,2081919.265520522,5530.0
5712.0,2081630.6284043747,5530.0
5714.0,2081341.0147618523,5530.0
5716.0,2081050.426557633,5530.0
5718.0,2080758.8657544088,5530.0
5720.0,2080466.3343128732,5530.0
5722.0,2080172.834191726,5530.0
5724.0,2079878.367347672,5530.0
5726.0,2079582.9357354196,5530.0
5728.0,2079286.5413076736,5530.0
5730.0,2078989.1860151347,5530.0
5732.0,2078690.87180651,5530.0
5734.0,2078391.6006284927,5530.0
5736.0,2078091.37442577,5530.0
5738.0,2077790.1951410265,5530.0
5740.0,2077488.0647149335,5530.0
5742.0,2077184.9850861481,5530.0
5744.0,2076880.958191318,5530.0
5746.0,2076575.9859650787,5530.0
5748.0,2076270.0703400385,5530.0
5750.0,2075963.2132468026,5530.0
5752.0,2075655.4166139406,5530.0
5754.0,2075346.682368019,5530.0
5756.0,2075037.0124335666,5530.0
5758.0,2074726.4087330971,5530.0
5760.0,2074414.8731870975,5530.0
5762.0,2074102.4077140242,5530.0
5764.0,2073789.0142303077,5530.0
5766.0,2073474.6946503539,5530.0
5768.0,2073159.4508865324,5530.0
5770.0,2072843.2848491792,5530.0
5772.0,2072526.1984465995,5530.0
5774.0,2072208.193585063,5530.0
5776.0,2071889.2721688063,5530.0
5778.0,2071569.436100019,5530.0
5780.0,2071248.6872788607,5530.0
5782.0,2070927.027603446,5530.0
5784.0,2070604.4589698564,5530.0
5786.0,2070280.9832721138,5530.0
5788.0,2069956.6024022144,5530.0
5790.0,2069631.3182500964,5530.0
5792.0,2069305.132703658,5530.0
5794.0,2068978.0476487493,5530.0
5796.0,2068650.0649691673,5530.0
5798.0,2068321.1865466682,5530.0
5800.0,2067991.414260942,5530.0
5802.0,2067660.749989645,5530.0
5804.0,2067329.1956083644,5530.0
5806.0,2066996.7529906416,5530.0
5808.0,2066663.4240079604,5530.0
5810.0,2066329.2105297497,5530.0
5812.0,2065994.1144233772,5530.0
5814.0,2065658.1375541536,5530.0
5816.0,2065321.281785334,5530.0
5818.0,2064983.5489781047,5530.0
5820.0,2064644.9409915984,5530.0
5822.0,2064305.4596828816,5530.0
5824.0,2063965.106906956,5530.0
5826.0,2063623.884516759,5530.0
5828.0,2063281.7943631685,5530.0
5830.0,2062938.8382949883,5530.0
5832.0,2062595.0181589597,5530.0
5834.0,2062250.33579975,5530.0
5836.0,2061904.7930599651,5530.0
5838.0,2061558.3917801396,5530.0
5840.0,2061211.133798732,5530.0
5842.0,2060863.0209521353,5530.0
5844.0,2060514.0550746669,5530.0
5846.0,2060164.237998571,5530.0
5848.0,2059813.5715540203,5530.0
5850.0,2059462.05756911,5530.0
5852.0,2059109.697869861,5530.0
5854.0,2058756.4942802188,5530.0
5856.0,2058402.4486220498,5530.0
5858.0,2058047.562715147,5530.0
5860.0,2057691.8383772192,5530.0
5862.0,2057335.2774238978,5530.0
5864.0,2056977.8816687423,5530.0
5866.0,2056619.6529232175,5530.0
5868.0,2056260.5929967219,5530.0
5870.0,2055900.7036965603,5530.0
5872.0,2055539.9868279635,5530.0
5874.0,2055178.4441940736,5530.0
5876.0,2054816.077595953,5530.0
5878.0,2054452.8888325791,5530.0
5880.0,2054088.8797008444,5530.0
5882.0,2053724.051995554,5530.0
5884.0,2053358.4075094322,5530.0
5886.0,2052991.9480331135,5530.0
5888.0,2052624.675355143,5530.0
5890.0,2052256.5912619832,5530.0
5892.0,2051887.697538012,5530.0
5894.0,2051517.995965507,5530.0
5896.0,2051147.4883246683,5530.0
5898.0,2050776.176393604,5530.0
5900.0,2050404.061948327,5530.0
5902.0,2050031.1467627687,5530.0
5904.0,2049657.4326087628,5530.0
5906.0,2049282.921256056,5530.0
5908.0,2048907.614472304,5530.0
5910.0,2048531.514023067,5530.0
5912.0,2048154.621671817,5530.0
5914.0,2047776.9391799322,5530.0
5916.0,2047398.468306697,5530.0
5918.0,2047019.210809306,5530.0
5920.0,2046639.1684428575,5530.0
5922.0,2046258.3429603565,5530.0
5924.0,2045876.736112715,5530.0
5926.0,2045494.349648747,5530.0
5928.0,2045111.1853151794,5530.0
5930.0,2044727.2448566381,5530.0
5932.0,2044342.5300156553,5530.0
5934.0,2043957.0425326682,5530.0
5936.0,2043570.7841460179,5530.0
5938.0,2043183.756591951,5530.0
5940.0,2042795.9616046236,5530.0
5942.0,2042407.4009160798,5530.0
5944.0,2042018.0762562822,5530.0
5946.0,2041627.9893530936,5530.0
5948.0,2041237.1419322775,5530.0
5950.0,2040845.5357175004,5530.0
5952.0,2040453.172430337,5530.0
5954.0,2040060.053790256,5530.0
5956.0,2039666.1815146396,5530.0
5958.0,2039271.5573187645,5530.0
5960.0,2038876.1829158138,5530.0
5962.0,2038480.060016872,5530.0
5964.0,2038083.190330929,5530.0
5966.0,2037685.5755648704,5530.0
5968.0,2037287.2174234944,5530.0
5970.0,2036888.117609494,5530.0
5972.0,2036488.2778234659,5530.0
5974.0,2036087.6997639083,5530.0
5976.0,2035686.3851272285,5530.0
5978.0,2035284.3356077268,5530.0
5980.0,2034881.5528976107,5530.0
5982.0,2034478.0386869938,5530.0
5984.0,2034073.7946638826,5530.0
5986.0,2033668.8225141969,5530.0
5988.0,2033263.1239217496,5530.0
5990.0,2032856.7005682657,5530.0
5992.0,2032449.5541333617,5530.0
5994.0,2032041.6862945678,5530.0
5996.0,2031633.098727315,5530.0
5998.0,2031223.793104931,5530.0
6000.0,2030813.7710986503,5530.0
6002.0,2030403.0343776157,5530.0
6004.0,2029991.5846088657,5530.0
6006.0,2029579.4234573478,5530.0
6008.0,2029166.5525859094,5530.0
6010.0,2028752.9736553072,5530.0
6012.0,2028338.6883241965,5530.0
6014.0,2027923.69824914,5530.0
6016.0,2027508.0050846066,5530.0
6018.0,2027091.610482966,5530.0
6020.0,2026674.5160944937,5530.0
6022.0,2026256.723567376,5530.0
6024.0,2025838.2345476963,5530.0
6026.0,2025419.0506794513,5530.0
6028.0,2024999.1736045384,5530.0
6030.0,2024578.6049627657,5530.0
6032.0,2024157.3463918425,5530.0
6034.0,2023735.399527391,5530.0
6036.0,2023312.7660029354,5530.0
6038.0,2022889.4474499116,5530.0
6040.0,2022465.4454976586,5530.0
6042.0,2022040.7617734307,5530.0
6044.0,2021615.397902387,5530.0
6046.0,2021189.355507591,5530.0
6048.0,2020762.6362100241,5530.0
6050.0,2020335.2416285693,5530.0
6052.0,2019907.1733800254,5530.0
6054.0,2019478.4330790953,5530.0
6056.0,2019049.0223384043,5530.0
6058.0,2018618.942768473,5530.0
6060.0,2018188.195977747,5530.0
6062.0,2017756.783572577,5530.0
6064.0,2017324.7071572242,5530.0
6066.0,2016891.9683338758,5530.0
6068.0,2016458.5687026128,5530.0
6070.0,2016024.5098614471,5530.0
6072.0,2015589.7934062951,5530.0
6074.0,2015154.4209309919,5530.0
6076.0,2014718.3940272825,5530.0
6078.0,2014281.714284838,5530.0
6080.0,2013844.383291234,5530.0
6082.0,2013406.4026319722,5530.0
6084.0,2012967.7738904632,5530.0
6086.0,2012528.4986480447,5530.0
6088.0,2012088.5784839652,5530.0
6090.0,2011648.0149753916,5530.0
6092.0,2011206.809697421,5530.0
6094.0,2010764.9642230575,5530.0
6096.0,2010322.4801232298,5530.0
6098.0,2009879.358966793,5530.0
6100.0,2009435.6023205137,5530.0
6102.0,2008991.2117490934,5530.0
6104.0,2008546.188815146,5530.0
6106.0,2008100.5350792112,5530.0
6108.0,2007654.2520997596,5530.0
6110.0,2007207.3414331751,5530.0
6112.0,2006759.8046337797,5530.0
6114.0,2006311.643253809,5530.0
6116.0,2005862.8588434325,5530.0
6118.0,2005413.452950746,5530.0
6120.0,2004963.4271217745,5530.0
6122.0,2004512.7829004673,5530.0
6124.0,2004061.5218287082,5530.0
6126.0,2003609.6454463082,5530.0
6128.0,2003157.1552910048,5530.0
6130.0,2002704.0528984775,5530.0
6132.0,2002250.3398023292,5530.0
6134.0,2001796.0175340956,5530.0
6136.0,2001341.0876232544,5530.0
6138.0,2000885.5515972066,5530.0
6140.0,2000429.4109812956,5530.0
6142.0,1999972.6672987975,5530.0
6144.0,1999515.322070928,5530.0
6146.0,1999057.3768168357,5530.0
6148.0,1998598.8330536098,5530.0
6150.0,1998139.6922962791,5530.0
6152.0,1997679.9560578086,5530.0
6154.0,1997219.6258491094,5530.0
6156.0,1996758.7031790272,5530.0
6158.0,1996297.1895543544,5530.0
6160.0,1995835.0864798229,5530.0
6162.0,1995372.3954581153,5530.0
6164.0,1994909.1179898495,5530.0
6166.0,1994445.2555735912,5530.0
6168.0,1993980.8097058572,5530.0
6170.0,1993515.7818811056,5530.0
6172.0,1993050.1735917467,5530.0
6174.0,1992583.9863281343,5530.0
6176.0,1992117.2215785775,5530.0
6178.0,1991649.8808293326,5530.0
6180.0,1991181.9655646088,5530.0
6182.0,1990713.4772665636,5530.0
6184.0,1990244.4174153113,5530.0
6186.0,1989774.7874889204,5530.0
6188.0,1989304.5889634164,5530.0
6190.0,1988833.8233127713,5530.0
6192.0,1988362.492008924,5530.0
6194.0,1987890.5965217685,5530.0
6196.0,1987418.138319154,5530.0
6198.0,1986945.1188668886,5530.0
6200.0,1986471.5396287495,5530.0
6202.0,1985997.4020664669,5530.0
6204.0,1985522.707639735,5530.0
6206.0,1985047.4578062117,5530.0
6208.0,1984571.6540215248,5530.0
6210.0,1984095.2977392564,5530.0
6212.0,1983618.3904109658,5530.0
6214.0,1983140.9334861732,5530.0
6216.0,1982662.928412368,5530.0
6218.0,1982184.3766350097,5530.0
6220.0,1981705.2795975306,5530.0
6222.0,1981225.638741329,5530.0
6224.0,1980745.4555057778,5530.0
6226.0,1980264.7313282269,5530.0
6228.0,1979783.4676439958,5530.0
6230.0,1979301.6658863819,5530.0
6232.0,1978819.3274866568,5530.0
6234.0,1978336.4538740725,5530.0
6236.0,1977853.046475855,5530.0
6238.0,1977369.1067172189,5530.0
6240.0,1976884.63602135,5530.0
6242.0,1976399.6358094176,5530.0
6244.0,1975914.107500581,5530.0
6246.0,1975428.0525119775,5530.0
6248.0,1974941.472258724,5530.0
6250.0,1974454.368153938,5530.0
6252.0,1973966.7416087121,5530.0
6254.0,1973478.5940321318,5530.0
6256.0,1972989.9268312715,5530.0
6258.0,1972500.7414111951,5530.0
6260.0,1972011.0391749605,5530.0
6262.0,1971520.821523616,5530.0
6264.0,1971030.0898562095,5530.0
6266.0,1970538.8455697729,5530.0
6268.0,1970047.0900593423,5530.0
6270.0,1969554.8247179547,5530.0
6272.0,1969062.0509366374,5530.0
6274.0,1968568.7701044169,5530.0
6276.0,1968074.9836083325,5530.0
6278.0,1967580.6928334122,5530.0
6280.0,1967085.8991626916,5530.0
6282.0,1966590.6039772166,5530.0
6284.0,1966094.8086560296,5530.0
6286.0,1965598.5145761857,5530.0
6288.0,1965101.7231127447,5530.0
6290.0,1964604.4356387793,5530.0
6292.0,1964106.6535253667,5530.0
6294.0,1963608.378141604,5530.0
6296.0,1963109.610854594,5530.0
6298.0,1962610.353029453,5530.0
6300.0,1962110.6060293221,5530.0
6302.0,1961610.3712153456,5530.0
6304.0,1961109.6499466978,5530.0
6306.0,1960608.4435805604,5530.0
6308.0,1960106.7534721482,5530.0
6310.0,1959604.5809746853,5530.0
6312.0,1959101.9274394237,5530.0
6314.0,1958598.7942156435,5530.0
6316.0,1958095.182650645,5530.0
6318.0,1957591.09408975,5530.0
6320.0,1957086.5298763232,5530.0
6322.0,1956581.4913517442,5530.0
6324.0,1956075.9798554254,5530.0
6326.0,1955569.9967248205,5530.0
6328.0,1955063.5432954032,5530.0
6330.0,1954556.6209006887,5530.0
6332.0,1954049.230872225,5530.0
6334.0,1953541.3745396035,5530.0
6336.0,1953033.0532304426,5530.0
6338.0,1952524.2682704078,5530.0
6340.0,1952015.0209832028,5530.0
6342.0,1951505.3126905782,5530.0
6344.0,1950995.1447123156,5530.0
6346.0,1950484.5183662572,5530.0
6348.0,1949973.434968282,5530.0
6350.0,1949461.8958323153,5530.0
6352.0,1948949.9022703376,5530.0
6354.0,1948437.4555923757,5530.0
6356.0,1947924.557106502,5530.0
6358.0,1947411.2081188571,5530.0
6360.0,1946897.4099336192,5530.0
6362.0,1946383.1638530314,5530.0
6364.0,1945868.471177393,5530.0
6366.0,1945353.3332050606,5530.0
6368.0,1944837.7512324452,5530.0
6370.0,1944321.7265540296,5530.0
6372.0,1943805.2604623518,5530.0
6374.0,1943288.35424801,5530.0
6376.0,1942771.0091996773,5530.0
6378.0,1942253.2266040898,5530.0
6380.0,1941735.0077460462,5530.0
6382.0,1941216.35390842,5530.0
6384.0,1940697.2663721556,5530.0
6386.0,1940177.746416268,5530.0
6388.0,1939657.795317845,5530.0
6390.0,1939137.4143520521,5530.0
6392.0,1938616.6047921285,5530.0
6394.0,1938095.3679093928,5530.0
6396.0,1937573.7049732422,5530.0
6398.0,1937051.6172511585,5530.0
6400.0,1936529.1060086973,5530.0
6402.0,1936006.1725095056,5530.0
6404.0,1935482.8180153135,5530.0
6406.0,1934959.0437859353,5530.0
6408.0,1934434.851079276,5530.0
6410.0,1933910.2411513275,5530.0
6412.0,1933385.2152561748,5530.0
6414.0,1932859.7746459942,5530.0
6416.0,1932333.9205710588,5530.0
6418.0,1931807.6542797307,5530.0
6420.0,1931280.9770184709,5530.0
6422.0,1930753.8900318458,5530.0
6424.0,1930226.3945625122,5530.0
6426.0,1929698.4918512302,5530.0
6428.0,1929170.1831368671,5530.0
6430.0,1928641.4696563913,5530.0
6432.0,1928112.3526448729,5530.0
6434.0,1927582.8333354988,5530.0
6436.0,1927052.9129595538,5530.0
6438.0,1926522.592746441,5530.0
6440.0,1925991.8739236717,5530.0
6442.0,1925460.7577168688,5530.0
6444.0,1924929.2453497732,5530.0
6446.0,1924397.3380442413,5530.0
6448.0,1923865.0370202446,5530.0
6450.0,1923332.343495878,5530.0
6452.0,1922799.2586873525,5530.0
6454.0,1922265.7838090062,5530.0
6456.0,1921731.920073296,5530.0
6458.0,1921197.6686908081,5530.0
6460.0,1920663.0308702523,5530.0
6462.0,1920128.0078184728,5530.0
6464.0,1919592.6007404344,5530.0
6466.0,1919056.810839241,5530.0
6468.0,1918520.6393161295,5530.0
6470.0,1917984.0873704634,5530.0
6472.0,1917447.1561997517,5530.0
6474.0,1916909.8469996382,5530.0
6476.0,1916372.1609639022,5530.0
