wavelength_A,flux_bb_rel,teff_K
4634.0,2038824.6340871782,5530.0
4636.0,2039382.3518299488,5530.0
4638.0,2039937.887465966,5530.0
4640.0,2040491.2430172653,5530.0
4642.0,2041042.4205096497,5530.0
4644.0,2041591.4219726804,5530.0
4646.0,2042138.2494396516,5530.0
4648.0,2042682.9049475498,5530.0
4650.0,2043225.3905370494,5530.0
4652.0,2043765.7082524854,5530.0
4654.0,2044303.860141811,5530.0
4656.0,2044839.848256603,5530.0
4658.0,2045373.6746520076,5530.0
4660.0,2045905.3413867445,5530.0
4662.0,2046434.8505230641,5530.0
4664.0,2046962.2041267268,5530.0
4666.0,2047487.404266992,5530.0
4668.0,2048010.4530165754,5530.0
4670.0,2048531.3524516379,5530.0
4672.0,2049050.1046517645,5530.0
4674.0,2049566.7116999342,5530.0
4676.0,2050081.1756824933,5530.0
4678.0,2050593.498689146,5530.0
4680.0,2051103.682812909,5530.0
4682.0,2051611.7301501224,5530.0
4684.0,2052117.6428003884,5530.0
4686.0,2052621.4228665768,5530.0
4688.0,2053123.0724547915,5530.0
4690.0,2053622.5936743438,5530.0
4692.0,2054119.9886377326,5530.0
4694.0,2054615.2594606334,5530.0
4696.0,2055108.4082618556,5530.0
4698.0,2055599.4371633306,5530.0
4700.0,2056088.3482900956,5530.0
4702.0,2056575.1437702598,5530.0
4704.0,2057059.8257349834,5530.0
4706.0,2057542.3963184638,5530.0
4708.0,2058022.8576579073,5530.0
4710.0,2058501.2118935036,5530.0
4712.0,2058977.4611684117,5530.0
4714.0,2059451.6076287334,5530.0
4716.0,2059923.6534234933,5530.0
4718.0,2060393.6007046115,5530.0
4720.0,2060861.4516268882,5530.0
4722.0,2061327.2083479862,5530.0
4724.0,2061790.8730283882,5530.0
4726.0,2062252.4478314018,5530.0
4728.0,2062711.9349231254,5530.0
4730.0,2063169.336472421,5530.0
4732.0,2063624.654650903,5530.0
4734.0,2064077.8916329124,5530.0
4736.0,2064529.0495954957,5530.0
4738.0,2064978.1307183823,5530.0
4740.0,2065425.1371839682,5530.0
4742.0,2065870.071177287,5530.0
4744.0,2066312.9348860031,5530.0
4746.0,2066753.7305003684,5530.0
4748.0,2067192.4602132228,5530.0
4750.0,2067629.1262199625,5530.0
4752.0,2068063.730718521,5530.0
4754.0,2068496.2759093507,5530.0
4756.0,2068926.763995396,5530.0
4758.0,2069355.1971820833,5530.0
4760.0,2069781.5776772872,5530.0
4762.0,2070205.9076913232,5530.0
4764.0,2070628.1894369163,5530.0
4766.0,2071048.425129193,5530.0
4768.0,2071466.6169856435,5530.0
4770.0,2071882.7672261235,5530.0
4772.0,2072296.8780728073,5530.0
4774.0,2072708.9517501951,5530.0
4776.0,2073118.990485076,5530.0
4778.0,2073526.9965065122,5530.0
4780.0,2073932.9720458204,5530.0
4782.0,2074336.919336549,5530.0
4784.0,2074738.840614463,5530.0
4786.0,2075138.7381175144,5530.0
4788.0,2075536.6140858463,5530.0
4790.0,2075932.4707617348,5530.0
4792.0,2076326.3103896119,5530.0
4794.0,2076718.1352160051,5530.0
4796.0,2077107.9474895592,5530.0
4798.0,2077495.7494609798,5530.0
4800.0,2077881.5433830414,5530.0
4802.0,2078265.3315105496,5530.0
4804.0,2078647.1161003348,5530.0
4806.0,2079026.89941122,5530.0
4808.0,2079404.6837040253,5530.0
4810.0,2079780.4712415142,5530.0
4812.0,2080154.264288402,5530.0
4814.0,2080526.065111339,5530.0
4816.0,2080895.8759788591,5530.0
4818.0,2081263.6991614054,5530.0
4820.0,2081629.536931273,5530.0
4822.0,2081993.3915626188,5530.0
4824.0,2082355.2653314224,5530.0
4826.0,2082715.1605154795,5530.0
4828.0,2083073.0793943813,5530.0
4830.0,2083429.0242494931,5530.0
4832.0,2083782.9973639392,5530.0
4834.0,2084135.00102258,5530.0
4836.0,2084485.0375120067,5530.0
4838.0,2084833.1091204975,5530.0
4840.0,2085179.2181380317,5530.0
4842.0,2085523.3668562444,5530.0
4844.0,2085865.5575684267,5530.0
4846.0,2086205.7925694971,5530.0
4848.0,2086544.074155988,5530.0
4850.0,2086880.4046260256,5530.0
4852.0,2087214.78627932,5530.0
4854.0,2087547.221417136,5530.0
4856.0,2087877.7123422807,5530.0
4858.0,2088206.2613590918,5530.0
4860.0,2088532.8707734044,5530.0
4862.0,2088857.5428925534,5530.0
4864.0,2089180.2800253462,5530.0
4866.0,2089501.0844820354,5530.0
4868.0,2089819.9585743237,5530.0
4870.0,2090136.904615327,5530.0
4872.0,2090451.9249195664,5530.0
4874.0,2090765.021802955,5530.0
4876.0,2091076.1975827701,5530.0
4878.0,2091385.4545776406,5530.0
4880.0,2091692.795107535,5530.0
4882.0,2091998.2214937403,5530.0
4884.0,2092301.7360588482,5530.0
4886.0,2092603.3411267258,5530.0
4888.0,2092903.0390225204,5530.0
4890.0,2093200.8320726275,5530.0
4892.0,2093496.722604673,5530.0
4894.0,2093790.7129475113,5530.0
4896.0,2094082.8054311918,5530.0
4898.0,2094373.0023869541,5530.0
4900.0,2094661.306147205,5530.0
4902.0,2094947.7190455103,5530.0
4904.0,2095232.2434165624,5530.0
4906.0,2095514.8815961902,5530.0
4908.0,2095795.635921312,5530.0
4910.0,2096074.508729947,5530.0
4912.0,2096351.502361179,5530.0
4914.0,2096626.6191551588,5530.0
4916.0,2096899.8614530659,5530.0
4918.0,2097171.2315971125,5530.0
4920.0,2097440.7319305264,5530.0
4922.0,2097708.364797512,5530.0
4924.0,2097974.132543274,5530.0
4926.0,2098238.0375139546,5530.0
4928.0,2098500.082056669,5530.0
4930.0,2098760.26851944,5530.0
4932.0,2099018.5992512284,5530.0
4934.0,2099275.0766018764,5530.0
4936.0,2099529.7029221253,5530.0
4938.0,2099782.480563576,5530.0
4940.0,2100033.4118786925,5530.0
4942.0,2100282.4992207796,5530.0
4944.0,2100529.7449439503,5530.0
4946.0,2100775.151403153,5530.0
4948.0,2101018.720954103,5530.0
4950.0,2101260.455953321,5530.0
4952.0,2101500.3587580686,5530.0
4954.0,2101738.431726378,5530.0
4956.0,2101974.6772169955,5530.0
4958.0,2102209.097589411,5530.0
4960.0,2102441.6952037932,5530.0
4962.0,2102672.4724210235,5530.0
4964.0,2102901.431602655,5530.0
4966.0,2103128.5751108895,5530.0
4968.0,2103353.905308591,5530.0
4970.0,2103577.4245592523,5530.0
4972.0,2103799.135226976,5530.0
4974.0,2104019.0396764823,5530.0
4976.0,2104237.14027307,5530.0
4978.0,2104453.439382619,5530.0
