mjd,muJyas2,muJyas2_err,phase
53130.3548586194,15.273377741512377,0.45681227924557555,-4313.926846542061
53132.85235544289,15.29649244673783,0.4451038879346056,-4311.429349718572
53135.34985226638,15.319638270622818,0.43386662619792904,-4308.931852895083
53137.84734908987,15.342823342361953,0.4231058539678746,-4306.434356071593
53140.34484591336,15.366055791208055,0.41282654044544864,-4303.936859248104
53142.84234273685,15.389343506412843,0.4030330526300228,-4301.439362424615
53145.339839560336,15.41269061271123,0.39372764206803157,-4298.941865601126
53147.837336383825,15.43609824421219,0.3849106265807118,-4296.444368777637
53150.33483320731,15.459567884659918,0.376579303366044,-4293.946871954155
53152.8323300308,15.483102771322592,0.36872143418718584,-4291.449375130665
53155.329826854286,15.506706586209475,0.3613216950036344,-4288.951878307176
53157.827323677775,15.530383011471713,0.3543639407306847,-4286.454381483687
53160.324820501264,15.554135729253176,0.3478313142004016,-4283.956884660198
53162.82231732475,15.577968421734113,0.3417063683822323,-4281.459387836709
53165.31981414824,15.601884771240293,0.3359712017039072,-4278.961891013219
53167.81731097173,15.625888460104761,0.33060760129987843,-4276.46439418973
53170.31480779522,15.649983170689666,0.32559719356706124,-4273.966897366241
53172.81230461871,15.674172576720593,0.3209215950276993,-4271.469400542752
53175.3098014422,15.698455274949083,0.3165620230570629,-4268.971903719263
53177.80729826569,15.722816273831995,0.3124985479977941,-4266.474406895773
53180.30479508918,15.747238333919086,0.30871147334390564,-4263.976910072284
53182.80229191267,15.771704215061618,0.3051817443414078,-4261.479413248795
53185.29978873615,15.796196677430999,0.3018911021721301,-4258.981916425313
53187.79728555964,15.820698481140425,0.2988222221248715,-4256.484419601824
53190.29478238313,15.84519238662324,0.295958834932574,-4253.986922778335
53192.79227920662,15.869661153526977,0.29328582818103033,-4251.4894259548455
53195.289776030106,15.894087542314082,0.290789324615163,-4248.991929131356
53197.787272853595,15.918454312864924,0.28845674605230337,-4246.494432307867
53200.284769677084,15.942744225409115,0.2862768493727023,-4243.996935484378
53202.78226650057,15.966940039827023,0.2842397488187415,-4241.499438660889
53205.27976332406,15.991024515911704,0.28233691183636395,-4239.0019418373995
53207.77726014755,16.01498041371815,0.2805611410171414,-4236.50444501391
53210.27475697104,16.038791631508502,0.2789063142349019,-4234.006948190421
53212.77225379453,16.06244834647805,0.2773663364237462,-4231.509451366932
53215.26975061802,16.085943017467798,0.2759358716453185,-4229.011954543443
53217.76724744151,16.10927126405295,0.27460993103173625,-4226.5144577199535
53220.26474426499,16.132421531074215,0.2733814912330157,-4224.016960896472
53222.76224108848,16.15537399816094,0.27224206665153944,-4221.519464072982
53225.25973791197,16.178107284998987,0.2711831760791026,-4219.021967249493
53227.75723473546,16.200603348304867,0.27019688461407704,-4216.524470426004
53230.25473155895,16.22286393021932,0.2692738468595838,-4214.026973602515
53232.75222838244,16.24488685617689,0.2684040982076838,-4211.529476779026
53235.249725205926,16.266644200193696,0.26757677941564273,-4209.031979955536
53237.747222029415,16.288104272796772,0.26678191100104703,-4206.534483132047
53240.244718852904,16.309235384280328,0.2660107304039495,-4204.036986308558
53242.74221567639,16.330005844822153,0.26525572942775927,-4201.539489485069
53245.23971249988,16.350383964774664,0.2645106740698482,-4199.04199266158
53247.73720932337,16.370338053093292,0.2637706166751602,-4196.54449583809
53250.23470614686,16.38983641937375,0.2630318947270931,-4194.046999014601
53252.73220297035,16.40885054777027,0.2622917556789298,-4191.549502191112
53255.22969979383,16.427363508439157,0.2615473754568221,-4189.05200536763
53257.72719661732,16.445361014455557,0.26079689390321126,-4186.554508544141
53260.22469344081,16.462828777963296,0.2600397042099141,-4184.057011720652
53262.7221902643,16.479752510989783,0.25927645194834537,-4181.559514897162
53265.21968708779,16.496117925125873,0.2585090067799513,-4179.062018073673
53267.71718391128,16.511910731409444,0.25774043379641637,-4176.564521250184
53270.21468073477,16.527116640325403,0.25697495841442886,-4174.067024426695
53272.71217755826,16.54172136206762,0.2562179112240534,-4171.569527603206
