Teff,ebv,ln_sigma_caii,v_MarIMACS200,v_AprIMACS300,v_AprWFCCD,ln_cal_blue_MarIMACS200,ln_cal_blue_AprIMACS300,ln_cal_blue_AprWFCCD,ln_cal_nir_MarIMACS200,ln_cal_nir_AprIMACS300,ln_cal_nir_AprWFCCD
5394.5351893792695,0.9291667408805611,-0.581920680399585,-332.9130353410601,-309.2377956310892,-347.2222476944755,0.25345098609182043,0.15898111554797328,0.3968489144543825,0.6918083997632067,1.0195932286296934,0.7573020576185885
5391.31459565035,0.8989494641462562,-0.6208472145689798,-336.387055771055,-301.48141150950374,-348.1928649032045,0.1362478990462183,-0.3577985214861502,0.24563883684764182,0.6618100511498413,0.9937853291778858,0.7168365088402985
5397.053924600736,0.8614945833919747,-0.6746336916144786,-332.4054206148558,-309.55677589320453,-349.60813320089096,0.5140125589289123,-0.34330370306978775,0.323367497928104,0.6281466854637919,0.9265963548432239,0.7094263670758875
5411.695702858173,0.8689446972894046,-0.5812177491523289,-333.3925483216816,-308.2412371927894,-349.67723518616026,-0.146656036704641,-0.1355699193105962,0.3089552512795239,0.6211626784971355,0.9772560349809232,0.697518407211266
5397.645751050769,0.9309768420125258,-0.586090510266324,-330.62779999234164,-309.1299378380261,-346.89719645368535,0.20273462287637606,-0.055505004218250054,0.23446987820769394,0.7213961712851775,1.0289925733118324,0.7465209642837937
5392.89696020897,0.8953312191245935,-0.6126855195865817,-336.5031342416177,-307.8147197930575,-344.9447020199945,0.25018746008452963,0.2829921307608083,0.3195469325139143,0.6464845523256467,0.9825696881930357,0.7099279280944696
5394.323684034836,0.8699029036854542,-0.6043299622926562,-337.154589124036,-308.4391841889914,-348.11649459570623,-0.22595309997877755,0.3265930267739107,0.35629872449552347,0.6423645770357211,0.9567147575430497,0.6862577172592083
5406.719163350534,0.9333690263233277,-0.6422215163229085,-336.70738190678696,-309.6384506234662,-349.48724975031746,-0.11049007887328058,-0.026443538205866892,0.35197049712485357,0.7247027224195262,1.0420519171926406,0.7627197321916486
5391.6837186575995,0.8911131511735733,-0.6127771735402261,-334.1177326343644,-301.4606458200425,-344.81097358584566,-0.6359532015252014,0.2203357469051289,0.2203491463566342,0.6864221347680972,0.9815458998543538,0.7131647197492759
5391.154381007053,0.9026885351058817,-0.5807691811973625,-333.31716786780567,-306.0797320122456,-347.4582533684231,0.5718184206655591,0.24237916147270971,0.2068436296557669,0.6996925043189788,0.9953649286318339,0.7139107747933812
5400.858241782652,0.8981788915011856,-0.5890272082688822,-336.2209538154625,-303.5837886439078,-345.2076726288481,0.267585881556027,0.020945138681232434,0.5455996209066997,0.6632573731329339,1.0035308163704246,0.7241040108083228
5390.802296630339,0.9014192762937451,-0.6215239886255796,-330.53966964963314,-308.3904560462832,-346.98626613692284,0.1456735947877134,0.2214112268890851,0.23897732693628176,0.6678234006817599,1.011552710955125,0.7114204549909642
5401.5345005513755,0.918497160262089,-0.5935023256906319,-337.60685726328956,-308.91115681672346,-345.91031766763405,-0.18751830288972904,0.19174675017788523,0.2164437128555098,0.6956255997128356,1.0036186392351691,0.787826604659758
