mjd,muJyas2,muJyas2_err,phase
53061.74338011574,14.827473628245965,1.1517040486612475,-4400.141917816625
53061.74486111574,10.774987185372291,1.1832000572846186,-4400.140436816626
53070.38332400572,13.603986508644871,1.7582125772039572,-4391.501973926643
53070.38480500572,8.115341995559486,1.8320658978693263,-4391.500492926643
53079.023267895696,10.099821719572558,0.7296319398407926,-4382.862030036667
53079.024748895696,9.117967260988788,0.7250161028964768,-4382.860549036668
53097.263149441205,12.713018550911457,1.1185003393890873,-4364.622148491158
53097.264630441205,8.795854722110503,1.0326103219554128,-4364.620667491159
53147.72937811574,12.397556562952929,1.0362186837088896,-4314.1559198166215
53147.73085611574,9.836931061872907,1.1013104348638554,-4314.154441816623
53151.02280031218,12.012648773994004,0.9899656848661204,-4310.862497620183
53151.02280031218,11.775964475144976,1.180847493293713,-4310.862497620183
53151.02428131218,8.125148511395603,1.0369670230200014,-4310.861016620183
53151.02428131218,10.260329603770707,1.1466200297199818,-4310.861016620183
53154.86277537439,12.57189616266231,1.1088154457947268,-4307.022522557971
53154.86425637439,7.184645339733173,0.9869992160231609,-4307.021041557971
53156.369322005725,17.437645245001757,1.554276703093904,-4305.515975926639
53156.37080000572,12.104260553769707,1.6558250190087864,-4305.514497926641
53157.742756671054,13.735004355920319,1.5723021569531663,-4304.14254126131
53157.74423767105,8.924761415318908,1.8037462485896123,-4304.1410602613105
53165.0092658957,10.927045640521742,0.6907270284529871,-4296.876032036664
53165.0107438957,7.353398737704594,0.6472062801208658,-4296.874554036665
53166.64718311574,8.236624113054223,1.0740138940569341,-4295.238114816624
53175.28712700572,8.002883530000856,1.515671558200642,-4286.598170926642
53183.24914744121,11.21476852770045,1.177851306492132,-4278.636150491155
53183.25062544121,8.878849570417199,0.9848400313602792,-4278.634672491156
53183.9270708957,7.527811433671959,0.6689666542869264,-4277.958227036666
53202.16695244121,6.622547764125841,0.9375522689529752,-4259.718345491157
53225.41003211574,10.397035081891847,1.1936987268257422,-4236.475265816625
53234.04997600572,9.814807613143264,1.6994656175837763,-4227.835321926643
53237.008798312185,10.572655208881,0.9963400724665704,-4224.876499620179
53237.008798312185,13.050594991558876,0.9028173703724659,-4224.876499620179
53237.01027631218,10.049363711524595,0.9605898485199442,-4224.875021620181
53237.01027631218,9.149541449979475,1.1476896379566615,-4224.875021620181
53240.8487733744,9.857888114326515,0.9452747593691204,-4221.036524557967
53240.850251374395,7.112083152471607,0.9999481853295871,-4221.035046557969
53242.689919895696,7.264642787318177,0.7807358488671473,-4219.1953780366675
53243.72875467106,14.502184607213588,1.5176661746652178,-4218.156543261306
53243.730232671056,6.839260441402699,1.4554418615039446,-4218.155065261308
53247.02217686749,12.57627468158966,1.0425327499153783,-4214.863121064875
53247.02365786749,7.342760277014463,1.102033399544695,-4214.861640064875
53253.74213322636,13.551867934542953,1.3386420046797798,-4208.143164706002
53253.74361422636,8.601933474957452,1.4131144388761516,-4208.141683706002
53255.92660331218,7.3957464949200595,0.9356203876256953,-4205.958694620182
53255.92660331218,6.958983781260702,1.0369851854603758,-4205.958694620182
53259.766578374394,4.354096567639541,0.9164992720215064,-4202.11871955797
53260.929801441205,7.510703622490696,1.0548066185955758,-4200.955496491159
53262.646559671055,6.184615136960857,1.4789656872112553,-4199.238738261309
53294.42127011574,11.45320123772887,1.2671894136136062,-4167.464027816626
53295.42129611574,13.39650496979083,1.2157459328621014,-4166.464001816625
53295.44620911574,10.811207595289167,1.2792628835858988,-4166.439088816624
53303.06121400572,16.254313629795277,1.7909430261351995,-4158.824083926644
