mjd,muJyas2,muJyas2_err,phase
53147.72524511574,5.220970117670741,1.0994598616696096,-4314.160052816624
53147.72731611574,2.7456653109555518,1.0856406075008112,-4314.157981816621
53156.36518900572,4.217020445353145,1.5839706658498247,-4305.520108926641
53156.367260005725,3.884522809375565,1.6352474097114276,-4305.5180379266385
53165.0051328957,2.8248583946390475,0.822132302518262,-4296.880165036666
53165.0072038957,2.956668725278711,0.8336112802616557,-4296.878094036663
53166.64569411574,-1.1801084133167299,1.3316233317054247,-4295.239603816626
53175.28563800572,-0.1615327609540334,1.9965882141111593,-4286.599659926644
53183.24501444121,12.58928572301581,2.52122711527444,-4278.640283491157
53183.24708544121,0.7950523950145116,1.1999915230921927,-4278.638212491154
53183.925581895695,-0.43358797720993253,1.148689427976888,-4277.959716036668
53202.165463441204,-0.7740298901870921,1.4484336110936886,-4259.719834491159
53225.413014115744,5.380167925695301,1.1646867413463386,-4236.47228381662
53234.05295800573,7.768736156891977,1.8283363983152756,-4227.832339926637
53237.00466531218,3.61709000735118,1.2411953732465655,-4224.880632620181
53237.006736312185,1.6674934249273152,1.2274574071326725,-4224.8785616201785
53237.006736312185,3.4544339326762405,1.4648887794692234,-4224.8785616201785
53240.844640374395,0.058898570580387416,1.6697145421474564,-4221.040657557969
53240.8467113744,1.4422076121296068,1.13085883225902,-4221.0385865579665
53242.6929018957,5.639978729501773,0.9088183758218245,-4219.192396036662
53243.724621671056,6.985313038259007,1.4373647995797896,-4218.160676261308
53243.72669267106,1.1782986635604684,1.4714435224360016,-4218.158605261306
53255.92511431218,1.350933242240916,1.3618210213874453,-4205.960183620184
53255.92511431218,-0.5814414930608025,1.4807138259279289,-4205.960183620184
53259.76508937439,-1.1826840376831058,1.4246459179242223,-4202.120208557972
53260.93278344121,6.223972095787941,1.1447821702029712,-4200.952514491153
53262.64507067105,-0.8558224384792127,2.0038289039452697,-4199.240227261311
53294.42428911574,9.323077525136892,1.2227276088552925,-4167.461008816623
53295.42426711574,10.235148300277594,1.18513923751616,-4166.461030816623
53295.44919711574,10.108011161924647,1.134284382174982,-4166.436100816623
53303.06423300572,12.511834964090239,1.7081565298896442,-4158.82106492664
53304.06421100572,12.976530455336015,1.8924323281422792,-4157.82108692664
53304.08914100572,13.28899811324266,1.6857229544501928,-4157.796156926641
53311.7041768957,4.775888784197311,0.8573608893859197,-4150.181121036665
53312.7041548957,5.418315711008645,0.8328196266241806,-4149.181143036665
53312.7290848957,4.536413558860985,0.9179223926527922,-4149.156213036666
53314.69243431219,4.62354535091252,1.275838939968559,-4147.192863620177
53314.69243431219,7.710315963171814,1.1587469237807753,-4147.192863620177
53318.5324093744,5.090679057894783,1.1033009146756845,-4143.352888557965
53321.41239067106,2.2930515534347835,1.7872396875702337,-4140.4729072613045
53329.94405844121,9.455343044304128,1.115553689261619,-4131.941239491156
53330.94403644121,9.146820189923186,1.1198838345862636,-4130.941261491156
53330.96896644121,8.053458495450371,1.1604789470048082,-4130.916331491157
53333.00404186749,4.585659201475652,1.138762558764432,-4128.881256064873
53333.00611286749,2.1645635132468657,1.0891759359524118,-4128.87918506487
