phase,ABmag,ABmag_err
-4399.907230542063,20.782417530047574,0.029351187869795462
-4397.386737552944,20.783521304039482,0.028622395229815294
-4394.866244563818,20.784628014576747,0.02791281337954443
-4392.3457515746995,20.785737646800577,0.027222892444673772
-4389.8252585855735,20.786850185799317,0.02655308852318261
-4387.304765596455,20.787965610479638,0.02590385549230872
-4384.784272607336,20.789083818242712,0.02527557701744396
-4382.26377961821,20.79020464824735,0.02466858278803197
-4379.743286629091,20.791328065033085,0.02408308215890875
-4377.222793639965,20.79245445921176,0.023518898945834525
-4374.702300650846,20.79358431218747,0.022975765594280058
-4372.18180766172,20.794718107375967,0.02245340239287609
-4369.661314672601,20.795856330218168,0.021951519101745802
-4367.1408216834825,20.796999468245673,0.021469816847526094
-4364.620328694356,20.798148011059062,0.021007989880221574
-4362.099835705238,20.799302450400894,0.020565727563221038
-4359.579342716112,20.800463280148616,0.020142716318917616
-4357.058849726993,20.801630995483766,0.019738640554180276
-4354.538356737874,20.80280601997675,0.01935311140578084
-4352.017863748748,20.80398865159382,0.018985614560212357
-4349.497370759629,20.805179177041012,0.018635630394003892
-4346.976877770503,20.8063778843952,0.018302651793180073
-4344.456384781384,20.807585063145147,0.01798618874629039
-4341.935891792258,20.808801004208362,0.017685772969066964
-4339.415398803139,20.81002599995258,0.017400962384745967
-4336.894905814021,20.81126034423875,0.01713134491103164
-4334.3744128248945,20.812504332429775,0.016876542104094595
-4331.853919835776,20.813758261440572,0.016636212158086344
-4329.33342684665,20.815022429754745,0.0164100520843013
-4326.812933857531,20.816297137456914,0.01619779943731411
-4324.292440868412,20.817582686276804,0.015999232979537502
-4321.771947879286,20.818879379608013,0.015814172505445527
-4319.251454890167,20.82018752255796,0.01564247767866945
-4316.730961901041,20.82150742196698,0.015484045725910434
-4314.210468911922,20.82283933877805,0.015338801568272371
-4311.689975922796,20.82418290047405,0.01520659436905193
-4309.1694829336775,20.825536407006936,0.015087021101909386
-4306.648989944559,20.82689771977762,0.01497951369089091
-4304.128496955433,20.82826464505466,0.014883461700541912
-4301.608003966314,20.829634967716686,0.014798284041097409
-4299.087510977188,20.83100624169005,0.014723405294047764
-4296.567017988069,20.83237562014144,0.014658157873913188
-4294.04652499895,20.833739854356498,0.014601785408786568
-4291.526032009824,20.83509495170724,0.014553402255848379
-4289.005539020705,20.83643702596496,0.014512090984232577
-4286.485046031579,20.837762203329262,0.014476984616832334
-4283.9645530424605,20.83906659182018,0.014447274751252983
-4281.444060053342,20.84034635516407,0.014422208348321733
-4278.923567064216,20.84159792625968,0.014401069535864498
-4276.403074075097,20.84281782133046,0.014383200256564138
-4273.882581085971,20.84400341596937,0.014367934280250657
-4271.362088096852,20.845153098585115,0.014354585362845259
-4268.841595107726,20.846265300678827,0.01434249144815155
-4266.321102118607,20.847338423651312,0.014330964194140398
-4263.800609129488,20.848370862974082,0.014319376293984045
-4261.280116140362,20.84936101267195,0.014307178486659695
-4258.759623151243,20.85030726588465,0.014293900764688552
-4256.239130162117,20.851208015556388,0.01427915323793574
-4253.718637172999,20.85206165502862,0.014262626029405739
-4251.19814418388,20.852866578722097,0.014244088557927964
-4248.677651194754,20.853621182870125,0.014223388375481429
-4246.157158205635,20.854323866218536,0.014200449047767225
-4243.636665216509,20.854973030726114,0.014175267874607368
-4241.11617222739,20.85556708243336,0.014147912708721622
-4238.595679238264,20.856104441301646,0.014118516172329374
-4236.075186249145,20.85658364693628,0.014087245974145395
-4233.554693260026,20.857003276815348,0.014054296173949382
-4231.0342002709,20.85736184643509,0.01401986428546157
-4228.5137072817815,20.857658397176234,0.013984144848656527
-4225.9932142926555,20.857892533582035,0.013947317952807285
-4223.472721303537,20.85806386985478,0.013909461853400702
-4220.952228314418,20.858171765670047,0.013870568462137347
-4218.431735325292,20.85821546369853,0.013830609547380841
-4215.911242336173,20.8581945755242,0.013789563419989262
-4213.390749347047,20.858109723363732,0.013747362967397952
-4210.870256357928,20.857961841669685,0.013703869969625894
-4208.349763368802,20.857752243124345,0.013658860059786154
-4205.829270379683,20.85748329655124,0.013612087950640584
-4203.3087773905645,20.857158500435727,0.013563285036436659
-4200.788284401438,20.856782300186936,0.013512168559551377
-4198.26779141232,20.85635932290025,0.013458494869619713
-4195.747298423194,20.855894194940245,0.01340207490989509
-4193.226805434075,20.855391547355065,0.013342777041421118
-4190.706312444956,20.854856382905822,0.013280505862951436
-4188.18581945583,20.85429424422121,0.013215193768730196
-4185.665326466711,20.853710708078353,0.01314683529392289
-4183.144833477585,20.853111340825567,0.013075492092365571
-4180.624340488466,20.85250169735219,0.013001294190709296
