mjd,mJyas2,mJyas2_err
53411.93307953966,3.5381054959803317,0.07355229470974498
53629.35596652641,3.2894244225125964,0.0870565504721956
53997.57244837987,2.99332556006884,0.12663434025371503
54302.58853872797,3.169048610949184,0.12093294192350393
54652.109842604405,3.8293419282581205,0.098315341987585
54901.00351111449,4.56274272259299,0.10144330484851045
55033.36221346612,4.180185123613975,0.09571308358107708
55232.540715458585,4.006397227446939,0.09581126011179751
55447.82104789072,4.0469442084093235,0.09817405265523128
55600.566946987055,3.906596530571629,0.08899325166969466
55724.66081527688,4.05582965661843,0.10024417926576994
55896.77338096294,4.36708350269427,0.08579440650565218
56096.9064604107,4.4768859034512705,0.048389962426506936
56185.17172385609,4.725994614565068,0.04316465705511982
56250.63889398508,4.530231189865817,0.037654670929349
56261.00074579138,4.554301967629054,0.032353174453511116
56323.7770847164,4.502444143941144,0.032812857120944346
56336.83833343733,4.526796797377917,0.026047387188820482
56337.426205483935,4.548115147553247,0.024393088024200853
56403.75426196602,4.55060999879011,0.028437701841939587
56422.89672865228,4.562184478650754,0.03761112231500948
56483.229747382386,4.500413738522405,0.03254474483349901
56484.575208933544,4.463505550936903,0.03442405142779784
56493.1219047432,4.771084910864076,0.03970252762739783
56557.47115179049,4.973591226628901,0.05031317132461517
56605.29549495784,5.684782422456726,0.06221250351608475
56624.15490310161,5.129720895450918,0.06752299218834132
56651.114071794545,6.3043604217174085,0.05840906879747663
56664.05394004465,6.383903146053781,0.036695536841328875
56670.60828928388,6.433939401293748,0.0504162079290358
56678.683576203286,6.9488266743237075,0.041368445783835237
56690.25127109484,7.085390288168473,0.044460373350123775
56698.94498116504,6.795326019930678,0.06883645104945094
56705.74856005668,6.828332925355791,0.04205229647426852
56724.327784742236,6.948901341253459,0.03772174865348796
56752.34158277935,6.528668901631338,0.03966860662715232
56803.187601980615,6.503122052812254,0.04209299741098425
56826.02348469903,6.294351356315652,0.036258433789519574
56832.76233779835,6.372796902172524,0.030246882391383654
56851.86720166485,6.279752235287872,0.03247353752516358
56866.81369766361,6.457624147555949,0.03950871620781545
56945.322072746436,5.769788472929049,0.07411163584587344
57009.34498811379,5.768500463520884,0.06920021022513978
57048.32146969183,5.838368686608807,0.05046661248297381
57051.864697997866,5.213199588147852,0.06331355273400832
57060.98792863465,5.390791350565477,0.05897989247982709
57075.67072788542,5.615702453234507,0.07853867002667088
57101.55145211918,5.582236429948795,0.05317783345749121
57134.45767580954,5.854667341677798,0.05157859567700721
57155.50036708934,6.027358335539487,0.059786105485066236
57194.77573157424,6.208722778419726,0.04589476322431429
57225.39084488157,7.626140232357807,0.09150952847707539
57355.55327674119,9.547889709789754,0.060482852601138885
57383.476270411324,10.119194654996722,0.06929832758190045
57385.5943566511,10.271485542308795,0.04811819108377663
57441.07142171482,9.57884100894173,0.07104670314913389
57465.219924349716,9.116523846038117,0.07512507450659561
57523.95046267247,7.0620321176547645,0.05620564395169956
57540.92971528667,6.678090560597459,0.043322345580162264
57558.470461395664,6.594401869885293,0.04226588392918952
57601.85684069378,5.939743053787051,0.04971774596711465
57698.403265494875,5.615614691947953,0.04615508604614163
57750.9682300239,5.541450605644419,0.058428145592731906
57773.9317846141,4.955924984951717,0.02792222226896179
57776.03856617606,4.933103257908499,0.03358879876262086
57778.23614189742,4.882176008333866,0.030671037798514517
57795.80867711131,4.741059985241507,0.052808478731420985
57835.51323004829,4.533949521398828,0.0467684528544632
57861.27798940855,4.29883139228981,0.037910787472404
57876.54453234189,4.326235000411356,0.04256213734508555
57930.78425950519,4.138621206755895,0.05228001469477843
57945.37626958397,4.545624426051806,0.044472998095353426
57990.25739210075,4.715516298977569,0.051629929951537236
58066.58126383925,4.641832035452628,0.045034634827560725
58121.810195964405,4.862548899260542,0.039208666233180534
58137.70763935311,5.012033274799086,0.036318303026103456
58153.56015124332,4.816479570722479,0.03613384867075135
58183.5218032501,4.906567761036351,0.03376303177104467
58186.912536950294,4.801787099331906,0.03186930584672018
58221.36084417848,4.60518302546443,0.03388155604019316
58232.0298645212,4.49133165203798,0.04632888955847529
58245.18645652019,4.406534674402753,0.03801461919119642
58256.744225915645,4.619819963069214,0.041902432962997886
58284.996451789644,4.4017014679490645,0.03625164604633215
58309.78507037733,4.299162101478147,0.026674084209772176
58349.32743188318,4.431457865482694,0.030268225274625294
58419.39693027214,4.265933857467911,0.05822044092482611
58451.37386933398,4.333405090334687,0.04618097969140081
58470.16053163291,4.243669957815961,0.047146935431911716
58505.4380635198,4.408290626623741,0.039762399344927514
58509.97046783847,4.44683401056062,0.030059103508730173
58525.41711787394,4.36360320641269,0.03377488032395003
58539.23340458272,4.256609410843752,0.030085833992956567
58562.28670531275,3.9869565957929023,0.07302197083482674
58568.12878211566,4.156824299915333,0.09655401360903454
58570.92649106558,4.0399740011388365,0.04177807349222552
58591.5310468694,4.220270282623273,0.034942397128151344
58639.81876954993,4.474418155501419,0.06012228244299926
58676.55189415332,4.560134744881857,0.03628905961790487
58705.072170170075,4.502117157361111,0.03506297588934024
58765.339098219396,4.0427111023809035,0.035553792823564204
58778.020300294826,3.863680300174901,0.0432902434548432
58806.34172405866,3.760995163818505,0.032925271247299985
58814.15026203521,3.9392178220453706,0.026577515309150982
58831.983526996766,3.701534186923636,0.03179825686897646
58836.35678796209,3.8550482166177926,0.02986239064238493
58837.88417209447,3.963012791152452,0.04208535244783748
58843.82586391356,3.7501398064384404,0.03231474895245486
58852.814389606,3.546878994061463,0.042431843266268435
58869.4255539377,3.704722922161719,0.03289881939779747
58890.589578143365,3.576697986882909,0.0283793551135555
58959.911673775205,4.047111949549051,0.03337572356925005
59122.36821827046,4.448859881432276,0.025914119230468283
59167.06348069388,4.863950582417651,0.026382100678688833
59237.74577096898,5.119455366231372,0.033711733703202774
59336.75958709987,5.0404804733377695,0.02756547006409583
59350.1560776963,5.201380718605182,0.036618654433500146
59362.627129080116,5.351721104347428,0.029549504328321156
59436.73896817807,4.777434653762352,0.03266230482292652
59507.69344439466,4.5523896484399025,0.05206248535164769
59534.20163462789,4.430916992678474,0.03276931019494835
59546.82054359651,4.562279038894934,0.02615505637681432
59554.15592976432,4.423736420371132,0.05282865271382413
59571.338670502235,4.36128759507707,0.028078866591958466
59577.19430141177,4.595474467279477,0.025605082658854753
59615.48658747827,4.306384343997878,0.03365973145224586
59640.21265108524,4.2342043025116975,0.030609360314755692
59678.172651253124,4.4617037426377095,0.031090666654400155
59715.56276694486,4.449729197052019,0.031867611494820494
59787.191619292054,4.455816756995449,0.03810567624334142
59837.270380979244,4.89927000164108,0.03136665063935832
59877.12481131469,4.98402624141832,0.029334175209071018
59903.73341261671,4.959606412816534,0.03304138960728102
59930.38261937354,5.165956682287708,0.025211200894544664
59958.50143789147,5.165179769098946,0.027215972751727432
59986.243298777285,5.349974230994138,0.029569800378370464
60015.170003094674,5.306174510078481,0.02762760146921072
60065.37233021985,5.501138817294218,0.034530556784471964
60097.21940641564,5.641144287642492,0.033762227723989374
60152.551161051124,5.5786877001914394,0.03486720536812725
60266.759224388705,5.330113360844173,0.03270414509162
60288.74146610673,5.289078721322123,0.025007924965137818
60312.757220889995,5.2156882485094975,0.029983968807006076
60337.795266665475,5.309646553328733,0.03132022734890274
60358.039971746744,5.418509834778808,0.03305366919850645
60370.67418772369,5.38247967711038,0.02884745671953694
60384.382827332796,5.395432116240412,0.025848898659955596
60413.03559263099,5.460852871164791,0.029480871228700266
60432.058854592295,5.620570953953169,0.026995842832144925
60477.61570360014,5.728832653714498,0.02867080698980848
60592.292225856225,6.207494768463464,0.036208664800187494
60723.814197797125,6.304752883183714,0.06355010870426389
60731.55992588237,6.322406907846872,0.09653852504000258
60800.66034040858,6.1116746663512815,0.08636551135487884
60817.53663897255,5.8828966578103215,0.06698305230633052
60817.540239665985,6.179368300949817,0.08372948353985964
60875.05308992797,5.611539863257475,0.05029345517107464
60940.46350197684,5.471629616586477,0.054629674052542536
60964.8012362231,5.402542741910543,0.07920829503226696
60965.25207828287,5.142653383505119,0.0829999379083539
61020.14350701502,5.605393518240805,0.04852616004760796
61103.133559526534,5.103159959537813,0.15848234049163412
61144.46063391272,5.462838143976325,0.09998307291707083
61145.332285105396,5.587515754243963,0.07721564006705599
61154.0674776173,5.734191951576874,0.10508328904161207
61166.84386568864,5.198335566787803,0.06902416435823695
61179.436742832106,5.962297412207017,0.1575234682012038
61181.190174731746,5.629699024357047,0.1297522232702265
61194.629019858956,5.053715355952027,0.08245967983905092
61228.084327115736,5.311809557352442,0.07420058268495958
61295.524531985,5.5887542946768525,0.06737074606283705
61311.70425240146,5.963575010273701,0.058472855052159996
61316.21643450968,5.67409291961311,0.0626456713241475
61332.51840561262,5.752095765555546,0.05685651313344531
61343.33293084182,6.258174518588943,0.06875625287330064
61460.28307943028,5.676239518536804,0.039596206893172094
61530.71835723523,5.5341737678550595,0.1115527503233786
61532.513028787056,6.011320230332001,0.16220925138184197
61540.0544470558,5.813686563581936,0.09168801536599376
61557.23748307763,5.274347992870583,0.15967967291778082
61583.92147344394,5.49018674094399,0.07915280150337796
61615.22179513703,5.360206861175071,0.1249399057887841
61640.106287093244,5.507524121271113,0.07259954726076083
61675.263370982626,5.651575475989384,0.09893048901278013
61719.4111093703,5.575159759378607,0.04741394936254851
61852.472868999095,5.342538783740337,0.0693090158156655
61864.44471381149,5.392828073658986,0.08756342088583756
61909.2462641606,5.404329794180844,0.046067807365678025
61981.4830620513,5.434992411171276,0.060379573169109226
62021.35125521031,5.249785181917708,0.0685587828076464
