wavelength_A,flux,flux_err
4.71052000e+03,3.56669985e-02,
4.71243000e+03,2.99839992e-02,
4.71434000e+03,3.40470001e-02,
4.71625000e+03,3.44970003e-02,
4.71816000e+03,6.22030012e-02,
4.72007000e+03,6.33639991e-02,
4.72198000e+03,3.08299996e-02,
4.72389000e+03,1.99900009e-02,
4.72580000e+03,2.42609996e-02,
4.72771000e+03,5.38819991e-02,
4.72962000e+03,3.17500010e-02,
4.73153000e+03,1.98619999e-02,
4.73344000e+03,4.96940017e-02,
4.73535000e+03,3.74899991e-02,
4.73726000e+03,4.67270017e-02,
4.73917000e+03,3.50450017e-02,
4.74108000e+03,3.43989991e-02,
4.74299000e+03,5.05740009e-02,
4.74490000e+03,3.13830003e-02,
4.74681000e+03,2.34689992e-02,
4.74872000e+03,3.78630012e-02,
4.75063000e+03,3.33370008e-02,
4.75254000e+03,2.66539995e-02,
4.75445000e+03,2.31309999e-02,
4.75636000e+03,2.05719993e-02,
4.75827000e+03,2.33520009e-02,
4.76018000e+03,3.49179991e-02,
4.76209000e+03,3.58639993e-02,
4.76400000e+03,2.97049992e-02,
4.76591000e+03,4.76909988e-02,
4.76782000e+03,5.31489998e-02,
4.76973000e+03,4.81959991e-02,
4.77164000e+03,2.76609994e-02,
4.77355000e+03,3.63270007e-02,
4.77546000e+03,5.28829992e-02,
4.77737000e+03,5.25779985e-02,
4.77928000e+03,4.45510000e-02,
4.78119000e+03,3.40170003e-02,
4.78310000e+03,3.25580016e-02,
4.78501000e+03,4.23800014e-02,
4.78692000e+03,4.88779992e-02,
4.78883000e+03,3.36779989e-02,
4.79074000e+03,3.02280001e-02,
4.79265000e+03,3.72259989e-02,
4.79456000e+03,2.40739994e-02,
4.79647000e+03,2.76679993e-02,
4.79838000e+03,4.41030003e-02,
4.80029000e+03,4.28600013e-02,
4.80220000e+03,4.83120009e-02,
4.80411000e+03,3.99339981e-02,
4.80602000e+03,3.61870006e-02,
4.80793000e+03,3.50480005e-02,
4.80984000e+03,2.07429994e-02,
4.81175000e+03,1.92460008e-02,
4.81366000e+03,4.67559993e-02,
4.81557000e+03,3.93229984e-02,
