wavelength_A,flux,flux_err
4.49609588e+03,2.77047851e-17,
4.49724210e+03,1.29595478e-17,
4.49838832e+03,4.08961569e-17,
4.49953454e+03,3.44745156e-17,
4.50068077e+03,4.52034386e-17,
4.50182699e+03,3.82188346e-17,
4.50297321e+03,4.65586582e-17,
4.50411943e+03,1.01788586e-17,
4.50526565e+03,2.83121788e-17,
4.50641187e+03,3.77623567e-17,
4.50755809e+03,3.43850940e-17,
4.50870431e+03,3.47985685e-17,
4.50985053e+03,4.66117566e-17,
4.51099675e+03,3.68130280e-17,
4.51214297e+03,3.35057514e-17,
4.51328919e+03,1.10304650e-17,
4.51443541e+03,2.94979286e-18,
4.51558163e+03,1.82803921e-17,
4.51672785e+03,1.45113420e-17,
4.51787407e+03,3.11763777e-17,
4.51902029e+03,2.42226508e-17,
4.52016651e+03,1.61726284e-17,
4.52131274e+03,2.37962442e-17,
4.52245896e+03,2.96449223e-17,
4.52360518e+03,1.78341331e-17,
4.52475140e+03,2.46819032e-17,
4.52589762e+03,1.48756952e-17,
4.52704384e+03,9.50536817e-18,
4.52819006e+03,1.97335185e-17,
4.52933628e+03,9.84711784e-18,
4.53048250e+03,1.81134852e-17,
4.53162872e+03,7.83978954e-18,
4.53277494e+03,3.87781874e-17,
4.53392116e+03,4.03635618e-17,
4.53506738e+03,3.82802710e-17,
4.53621360e+03,4.25671544e-17,
4.53735982e+03,2.42340163e-17,
4.53850604e+03,2.88456772e-17,
4.53965226e+03,3.28970193e-17,
4.54079848e+03,2.53401950e-17,
4.54194471e+03,3.87077943e-17,
4.54309093e+03,4.07734893e-17,
4.54423715e+03,3.27462375e-17,
4.54538337e+03,1.02065361e-17,
4.54652959e+03,2.49415121e-17,
4.54767581e+03,3.79285869e-17,
4.54882203e+03,3.75288866e-17,
4.54996825e+03,4.19076499e-17,
4.55111447e+03,3.75126904e-17,
4.55226069e+03,1.81616354e-17,
4.55340691e+03,3.04936956e-17,
4.55455313e+03,3.21392689e-17,
4.55569935e+03,3.36057344e-17,
4.55684557e+03,2.47774177e-17,
4.55799179e+03,3.24509506e-17,
4.55913801e+03,2.44599243e-17,
4.56028423e+03,3.01813258e-17,
4.56143046e+03,3.88164032e-17,
4.56257668e+03,3.94771782e-17,
4.56372290e+03,4.12610792e-17,
4.56486912e+03,1.48359260e-17,
4.56601534e+03,2.90003369e-17,
4.56716156e+03,3.45363126e-17,
4.56830778e+03,3.92394399e-17,
4.56945400e+03,3.06330160e-17,
4.57060022e+03,3.15427526e-17,
4.57174644e+03,4.83243546e-17,
4.57289266e+03,3.10425167e-17,
4.57403888e+03,1.59916313e-17,
4.57518510e+03,4.88207556e-17,
4.57633132e+03,2.39785564e-17,
4.57747754e+03,2.35405130e-17,
4.57862376e+03,6.31402968e-18,
4.57976998e+03,-1.31042294e-18,
4.58091620e+03,2.53874038e-17,
4.58206243e+03,3.98370712e-17,
